TGrepID	EntireSentence	context	BestResponse
151108:23	it was, yeah, in some of the critical things, like the off-, special investigations, at one time in one of the cases had videotaped this person,	###mumblex.###.###is it on, uh, capital crimes that they have --n40389d to be unanimous --n4038b0###and,###.###probably on capital,###i don't know,### we weren't, we, we,###the two that i were on --n403ab2 had --n403abd to do with drugs###.###uh-huh.###.###and, uh, we were, uh, unanimous is --n403bad acquitting the person, even though we in our, in our, uh, gut felt that the individuals were both guilty just because of the friends, because of various things,###the government really failed --n403de4 to prove its case,###and, you know, being fair to the person, if the government doesn't prove its case, no matter how you feel --n403ec1, you have --n403ed4 to go by what --n403eeb's offered --n403efa as proof,###and we had --n40408d to acquit him in both cases.###.###uh, it was too circumstantial.###.###uh, yeah,	it was, yeah, in all of the critical things, like the off-, special investigations, at one time in one of the cases had videotaped this person,
155148:17	we could talk about some of the long range goals	###and he just forwarded that on to me###and, uh, it sounded like it would be an interesting project to participate in --n402e6d###.###uh-huh.###.###so i sent back mumblex mail.###.###yeah,### it --n402fb8 will be interesting to see what, it --n402fe3 would be interesting to see how the data base,###.###.###mumblex so, well, i guess we're talking about the experiment.###.###uh-huh.###.###uh, probably need --n403219 to try --n403228 to get back on the topic###but, uh, it --n4032ee's hard to talk about finances without without --n403319 getting to, uh, dollar figures i guess --n403348 you know,###.###uh-huh.###.	we could talk about all of the long range goals
62767:31	but to keep her entertained, music and some of these things do help.	###.###.###that's right.###they will,###.###yeah.###.###they will put the kind of clout --n404e53 on them that you can't really do --n404e7a.###.###right.###.###yeah.###.###and,###.###we,###hal bought me, uh, uh, small, uh, well, uh, uh,, little jam box kind of thing###so i'd,### my, i have my ninety-three year old mother living with us,###and so i, she doesn't remember anything	but to keep her entertained, music and all of these things do help.
72387:13	and i see some of the problems the kids have --n403695 when they don't have a real good family structure --n4036c4.	### when, when your wife has her baby --n402f2a, is she going --n402f41 to stay home###or is she going --n40301e to, go back to work.###.###yeah,### we're, we're going --n4030d9 to try and have her stay home, for as long as possible.###.###.###what do you think --n403212.###.### that, that, that,### i would, i would like --n40330b to be able --n40331e to do that.###.###yeah,###we think it's, uh, that important###and i, i kind of hope that the trend goes back in that direction.###i'm a, a counselor and a therapist,###.###uh-huh.###.###and i work with adolescents,	and i see all of the problems the kids have --n403695 when they don't have a real good family structure --n4036c4.
39753:27	cause, we have some, some local ones.	###.###uh-huh.###.###and at least cook a couple of dishes ahead.###.###right.###.###so that we can have those to enjoy --n40741c.###.###uh-huh.###.###so,###.###one of my daughters sent me a colorado cook book, put out by the junior league of denver.###.###uh-huh.###.###have you ever seen any put out by junior leagues.###.###yes.	cause, we have some, all local ones.
80278:17	it's just some of those women that --n401730 come up there --n401743 looking like arnold schwarzenegger's sister just doesn't get it.	###yeah,###yeah,###because i'm not mumblex, i'm not big or anything,###but i'm not in great shape,### so. but when i worked out --n4013c6, i got in pretty good shape.###i didn't build up muscle, though,###i just got real good and toned.###.###yeah.###.###i don't think women look good with muscles.###.###up to a point.###.###up to a point,###no,### m-, yeah,.###.###yeah.###.	it's just all of those women that --n401730 come up there --n401743 looking like arnold schwarzenegger's sister just doesn't get it.
24802:122	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses --n40216e when you can get some general business courses in high school --n4021a1.	###.###and, uh, you know, i'd been in a parochial school before junior high###and, you know, even the public schools are behind the parochial schools.###.###yeah.###.###so, you know, i, i like the concept they've got --n40195b now where they have more directed education --n40197e, you know,### you, you pick a career path###or you get counseling earlier###and then you, you learn the things that --n401ba5 help you rather than --n401bbc spending four years --n401bcf learning the same things over and over.###.###like they have that --n401d08 down there that,###.###well, they talk about it###and there are a few in some of the more, like in###i live in a big metroplex###and some of the, the better parts of the metroplex, the, the suburbs that --n401f25 are richer have those kind of target schools.###but, uh, you know,###.###yeah,	it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses --n40216e when you can get all general business courses in high school --n4021a1.
59544:10	and then some of the bigger companies,	###.###but, uh,###.###i think it would be neat if, if they could incorporate into small and large businesses both a built in day cares where the children were there in the facility but not necessarily right there with you --n408f1f.###.###well you know more and more of them are,###i don't know if it is up there where you are --n40917f###but where i am --n40922c, the, just like all the hospitals, they're getting day care.###.###uh-huh.###.###.###are they.###.###but the reason they had --n409392 to do this --n4093a5 was because so many people, you know, so many women could not afford,###like you said if you had four kids, or even if you had two kids, you would be paying all your salary --n40956a to pay for those two kids to go.###.###right.###.###so, uh, more and more of our hospitals, especially, over here are getting them	and then all of the bigger companies,
115742:25	i, i do some things.	###.###i'm just a weekend cyclist.###.###uh, do you have any, do you do any handicraft type things, i think --n400675 was the question.###.###handicraft type things.###.###yeah,###whittling or,###.###yeah,### just whittle away my life.###uh, no,###no,###i c-,###.###nothing like that.###.###uh, uh,###.	i, i do all things.
171282:63	but i guess, i guess i like the system that they have --n402cdd in some places where the defendant gets --n402d00 to choose whether he's, goes before a jury for sentencing or whether the judge gets --n402d4b to choose it --n402d5e.	###.###.###well if you drag twelve people into a courtroom, i trust them to make the right decision as to whether someone's guilty or innocent.###that's usually a matter of who to believe --n402524 and what facts to believe --n402543.###.###right.###.###but people who --n402637 d-, don't have day in and day out life long experience with what prison is really like --n40268a and what the options are --n4026a5, to ask them --n4026c0 to decide for one case, on one person, based on what they see --n402703, i think that is maybe, uh, a little bit naive.###.###yeah.###.###in texas here, people tend --n4029e8 to get whipped --n4029fb up into a frenzy and slap long sentences on people.###.###uh-huh.###.###uh, it's kind of, uh, uh, a hanging jury atmosphere.###.###right.###.###but in a lot of places, i think people bend over the other way,	but i guess, i guess i like the system that they have --n402cdd in all places where the defendant gets --n402d00 to choose whether he's, goes before a jury for sentencing or whether the judge gets --n402d4b to choose it --n402d5e.
