TGrepID	EntireSentence	context	BestResponse
146829:11	you see some of the stuff	###.###.###something else i think we do can do --n403861 is support companies that --n40387c encourage###like, i have decided###downy fabric softener now has where you can buy a little carton --n4039fe###.###yeah.###.###you add wa-,###well, i image everybody else will start --n403af6 doing that sooner or later,###but i am going --n403bc1 to stick with downey because they were first.###.###yeah.###.###and i want them to have my business.###and i think packaging could be done --n403d2b much better.###there is so much plastic.###but,###.###well i know,	you see all of the stuff
102546:21	and i'm not fond of some of those things	###and we went in there, actually we went in there for lunch one day.###.###uh-huh.###.###and, uh, their pastas were great.###.### tha-, that's one of the things, a good pasta means a lot to me.### i, i like different kinds of food.###so, when we go out --n4023ec, i'm always looking for something other than the standard menu, even if, it's a mexican restaurant, like something other than, uh, you know the standard tacos, enchiladas, tamales and fajitas now.###.###.###you're brave.###.###yes,###yes###and once in a while things backfire.###i mean, we've gone for romanian food and lebanese food, and things like that###.###oh, god.###.	and i'm not fond of all of those things
99608:4	some schools i know --n4041d4 give, uh, oh,	###but that was, that was my only option.### i, i mean, i just really couldn't look at anything else.###that was the one and only thing i could really afford --n403828 other than a jun-, you know, a junior college, which i didn't want --n403873 to do --n403882.###so that's how, you know, my decision was made --n403a13 --n403a1a.###but, uh,###.###well, th-, that's certainly,###uh, especially today with the cost of college.###i mean that is a, a major, uh, consideration###and i do feel fortunate that texas has so many good schools.###and even though baylor, uh,###.###yes.###.###and when you mentioned that --n403dd2, we, we have friends who --n403df5 have children --n403e04 there who --n403e13 just love it.###and for a private school it is not as expensive as most are###and it is a smaller size###and, uh, i do feel like there are a lot of options.### it's, it's,###but, i had been hoping	all schools i know --n4041d4 give, uh, oh,
78614:111	i know that, uh, uh, one of, one thing that --n404038 happens to us to vacation trips now is that usually that try to involve some of the members of the family.	###you have --n403a7d to try --n403a8c to figure out kinds of things that you can do --n403abb that they will enjoy --n403ad2, too,###and,###.###yeah.###.###so, i think, wha-,###.###yeah,###and diving is something that,###especially for small children, uh,###i think the, the minimum age for diving is, is probably, legal anyway, would be probably about sixteen.###.###yeah.###.###.###eleven or twelve, i would think --n403f2f, probably###but, maybe fifteen even.###.###yeah.###.	i know that, uh, uh, one of, one thing that --n404038 happens to us to vacation trips now is that usually that try to involve all of the members of the family.
130958:7	but some of those are pretty big.	###how about you.###.###well, i am, uh, i'm, gosh, i'm barely in dallas.###i'm just north of addison airport up on the tollway.###.###okay.###.###.###okay.###.###and, i guess we have a similar situation.###i mean, we've got houses two streets away that --n401ddb are probably around seventy, eighty thousand###.###uh-huh.###.###and then we've got bent tree right across the street###so i don't i don't even know how high those go --n401f8c,###.###okay.###.	but all of those are pretty big.
96042:48	i mean it was, it was just almost laughable in some instances that, you know,	###.###oh dear.###.###.###yes.###.###but, to look, to have looked back into the twenties, thirties and forties, it --n40207a would have been fantastic, to see that.###.###oh yes.###.###but, uh,###.###well, as a matter of fact, uh, my mother was going through some things --n402257 not lon-, not long ago, i guess it has been a couple of years ago, in an old trunk that she had --n4022c6.###and she came upon a, a budget book that she had --n4024a2 back in the thirties. uh, when they,###.###uh-huh.###.###it was the late, well###i guess it would have been, i will take that back, it must have been in the forties, because they had been married, uh, probably fifteen years at the time.###and, it --n40282d was just, uh, fascinating to see how little things cost --n402868,	i mean it was, it was just almost laughable in all instances that, you know,
154338:10	i like some country music.	###i like her too.###.###uh,###.###i have been to a concert --n401880 a couple of times of hers.###.###i've never actually seen her in concert.###i imagine that she puts on a pretty good show.###.###she does.###.###uh-huh.###.### she's real good. she's real good.###so, i like her.###.###uh-huh.###uh,###.###.	i like all country music.
99256:38	and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	###because some of the teachers i know --n4036ec wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had --n40373f dry cleaned --n40374e so they have got the crease###.###uh-huh.###.###and, uh, you know, they'll wear it with a nice top.### and, and, uh, i don't know that that looks that bad.###but, if you're going --n403a92 to tell the kids they c-, have --n403abd to dress up, i guess you can tell the teachers that, too.###.###yeah,### it, it,###i see that the,###i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.###.###uh-huh.###.###but it, i think it varies, it, it just so much.### anything, anything can go.###.###uh-huh.###.	and you can see in some of the departments in all of the schools, like history at clark, they're all pretty fancy.
123916:50	i don't know who --n400fa4 played when and who --n400fbb does what like some guys are.	###yeah.###have you ever been to a cowboy's game.###.###i haven't,###huh-uh.###.###um, it's pretty nice.###.### we dec-, we decided --n400d32 just to watch them at home.###.###.###but.###.###that's good.###at least you, uh, follow the game a little bit.###.###yeah.###.###um, yeah,###i'm not a fanatic about it.	i don't know who --n400fa4 played when and who --n400fbb does what like all guys are.
46132:24	if you get --n407839 to watch some of these,	###.###yes.###.###we beat buffalo in, in, uh, was it --n4074ea third of december.###and, it was sunny and forty-five degrees.###.###oh, my goodness.###.###so, we couldn't a done much better than that in buffalo.###.###no.###because usually it's snowing.###.###yeah.###.###ice and rain and everything.###.###sure.###.###but, i tell you what,	if you get --n407839 to watch all of these,
168569:28	i'm beginning --n403ccb to believe that some people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, executing people.	###yeah.###.###i would like for it to be settled once for all and, uh, get in the background while the more important issues get discussed --n403564, uh, uh,###.###right.###.###like i said, some years ago, i think i would have said there's no place for capital punishment in the, civilized western country.###.###.###uh-huh.###.###now i'm, i'm not so sure of that.### i'm, i, i wouldn't vote against somebody just because it was for capital punishment and nor the other way around.###.### what what's --n403a67 making you become more convinced that it might be a good way of punishing.###.###.###uh, i guess i'm, i'm,###my view of, uh,###my,	i'm beginning --n403ccb to believe that all people are simply not rehabilitatable and, uh, that, uh, uh, costs and other factors justify, uh, uh, executing people.
87467:20	uh, she can't eat some cream cheese.	###.###.###oh, yeah.###.###.###well, yeah,###that's true.###and we have a gourmet friend that --n402690 can't stand fish###so i mean he can get within,###.###oh, yeah,###well, one of my friends doesn't eat any cheese at all.###.###oh, my.###.###uh, so that's a real problem because so many dishes require cheese.###.###oh, yeah.###.###uh, well, i take that back.	uh, she can't eat all cream cheese.
