TGrepID	EntireSentence	context	BestResponse
63963:80	i, i wonder about some of the prod-, products that they don't take --n4040e8, like some of the plastics and things that they don't take --n404123. uh, why, why they couldn't do more recycling with those --n404162.	###yeah.###.###that was surprising to me.###.###um.###.###i missed that question, totally, i mean really bad.###i'm trying --n403ab0 to think,###i didn't miss too many,###i can't remember what my score was --n403b89,###but i did exceeding well.###i was surprised.###but i didn't realize that our garbage isn't being decomposed --n403ca6.###that was a shocker to me.###.###yeah,###well there are a lot of things that --n403db8 aren't,###i'm,###that's, uh, one of the things i wonder about --n403ebb,###uh, one of the questions was, do you think more --n403f8d should be done --n403fa0, or something else.	i, i wonder about some of the prod-, products that they don't take --n4040e8, like all of the plastics and things that they don't take --n404123. uh, why, why they couldn't do more recycling with those --n404162.
163703:15	i think some of them, the artists are even, uh, hitting the pop charts.	### way, way more than i can stand down here.###.###.### i, i don't care for it at all, that texas twang or whatever you want --n401c40 to call it --n401c53.###i,###.###well, there, there's a conway twitty twang,###then there's the, uh, dolly parton, uh, hollywood sound.###.###yeah,###yeah,###that's more, even more commercialized --n401f02 for of country music.###.###yeah.###.###but, uh, it's getting, uh, uh, getting pretty big everywhere, as i see it.###garth brooks is outselling guns and roses###so,###.###yeah,	i think all of them, the artists are even, uh, hitting the pop charts.
23994:24	use the same hoi sin sauce and some of the frozen mixed vegetables.	###.###and then, you know, you could,###.###yeah,###i could probably go half a pound.###.###and you can always, you can always heat it up again, and save, you know.###.###so, it's just, it's just, since i'm from argentina, i just love meat.###.###yeah.###.###and we,###.###you can also do the same thing using, um, if you have ground beef.###.###okay.###.### just stir fry the ground beef.### drain off the oil.	use the same hoi sin sauce and all of the frozen mixed vegetables.
175669:10	and for some of them it was just kind of, i don't know, not so much a holiday,	###.###uh-huh.###.### ended up being,###i was in the last, last lottery.###.###yeah.###.###and i was glad it was over by then.###.###right.###.###i've never really totally understood what our purpose --n400a89 was --n400a94 over there.###just because, you know, we didn't really do anything when we went over --n400b80 it seems like --n400b93.###.###yeah.###.###you know, we, uh,###those people that i know --n400d07,###i work with several that --n400d7b were over there,	and for all of them it was just kind of, i don't know, not so much a holiday,
108757:10	um, some of it, um,	###and, uh, a lot of it is, has a lot --n400987 to say --n400996, or some of it has a lot --n4009c5 to say --n4009d4,### the music does,###the lyrics do,###but the, the actual,###.###i don't think they have a whole lot --n400c5f to say --n400c6e, even.###.###uh, well, it, it's, it's, it really expresses some of the opinions of, of the people who --n400db1 enjoy the music###.###yeah,###i guess.###.###um, but as far as a musical art form, i just don't see a whole lot of art to it.###.###uh-huh.###.###um.###.###do you like rap.###.	um, all of it, um,
37846:61	not if you can read or write, or do, or un-, understand some science.	###.###right.###.###what's that going --n401cde to be like --n401cf1.###are they going --n401d6e to be taught --n401d81 nothing,###or they going --n401dfc be taught --n401e0b something,### we're going to, we're going --n401e97 to be involved in our child's education.###we're going --n401f97 to be teaching him what we can --n401fbe at home, of course, because, uh, i guess we don't trust the school system, which --n40201d is very sad, uh,###.###right.###.### but. but if it doesn't start at home, it's not going --n402206 to go anywhere.###.###exactly.###.###.###right,###that's true.###.###you know, and we're going --n40236a to try --n402379 to teach him good values, because, you know, we-, when, when they get to upper level school --n4023e4 and they start --n4023f7 teaching them, well hey, if you can play football or basketball that's what --n40243e's important --n40244d.	not if you can read or write, or do, or un-, understand all science.
58800:5	some of the stuff is good,	###speakerb97-1*t97-1.###but.###speakeranan*t97-1.###speakera97-2*t97-2.###yeah,###speakerbnan*t97-2.###speakera98-1*t98-1.###it --n404d13's hard to get a protein content up then.###speakerbnan*t98-1.###speakerb98-2*t98-2.###yeah,###yeah.###speakeranan*t98-2.###.###that's true.###yeah,### i like, i like them every now and then for a change,###.### ye-, it's nice.###yeah,	all of the stuff is good,
63417:44	and i think they're working on --n409433 building a jogging track and some other things.	###and, um, they have them, you know, in the evenings,###they even have some late night ones for people that --n408c06 work second shift and things like that.###so they have big variety.###they even have some, uh, aerobic, uh, water aerobics when the weather gets nice --n408d74 out in the pool.###i've never done that one before.###but.###.###oh, you have a pool there, too.###.###uh-huh.###.###oh, how nice.###.###they've got an olympic pool, and, and basketball courts and sand volleyball.###they've got the full weight room and, uh, the locker rooms with, uh, a jacuzzi and sauna and the shower facilities, and hair dryers, and all the, you know, everything you'd need --n409128 just about.###.###wow.###.### it's a real, it is a real nice facility.###it's also got a full insid-, inside basketball court,	and i think they're working on --n409433 building a jogging track and all other things.
53610:9	caused some damage.	###i don't know anything else that --n404940's current other than the weather###and,###.###you're right,###and that's, that's awful in texas.###.### have, have you all been getting rain storms down there.###.###we got some awful rain, uh, the other morning.###and today's just been real drizzly.###.### we did, we did last night.###uh, some real massive thunderstorms.###.###yeah.###.###apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too.###.###uh-huh.###.	caused all damage.
2345:39	i, uh, have attended some seminars that --n402d8c had some tapes that --n402da3 went with them, but, uh, i guess not so much books although they sometimes have manuals and things,	###.###right.###.###um, every now and then i'm loaned --n402668 a tape i can stick --n402687 in the, uh, in the car cassette set on the way home to make the drive more enjoyable, talking about, uh, better outlooks on things and the philosophy of, of pat hagerty and these kind of, uh, mind stimulating philosophy type. which --n40276a all, you know, betters yourself.###.###yeah.###.###.###yeah,###yeah,###well, uh, maybe i am into some things --n402ab3 occasionally that i don't think of --n402ad6 in terms of self improvement.###.###uh-huh.###.###i mean they are###but i don't label it as such.###.###like what for example.###.###well, i don't know, um,	i, uh, have attended some seminars that --n402d8c had all tapes that --n402da3 went with them, but, uh, i guess not so much books although they sometimes have manuals and things,
