TGrepID	EntireSentence	context	BestResponse
142141:14	i have got some of those too,	###i didn't do anything to them###so they are, uh, they are good to plant in the winter time.###they last for a long time then.###so, if you start --n4040ff putting them, you know, you can put them out in the spring too,###but once it starts --n404222 getting real hot then it just kills them cause they can't stand the hot weather.###.###uh-huh.###.###.###do they survive longer if you plant them in the winter time.###will they make it through the summer sun.###.###no,###they won't make it through the summer because it gets too hot,###but they make it through probably winter and spring.###so,###.###well.###.###yeah,	i have got all of those too,
159138:19	and, uh, granted some people need --n4011a0 to be compensated --n4011b3 if they have really been wronged --n4011d2, you know.	###each individual jury really doesn't have any perception of what, um, the going, you know, if you will the going, uh, award should be --n4008aa for a certain type of case, you know, within some kind of range.###.###uh-huh.###.###when you get one way out like that --n400adb###but then really doesn't pen-, wind up --n400b71 penalizing the person that they went after --n400b94.###who it really penalizes --n400c8a is their insurance company which --n400ca5 then translates into higher rates for all of us. if they get some of those mega awards against them.###.###right.###.###you know, they're not going --n400e74 to sit there and lose money.###if they are losing money, then they're going --n400f52 to raise rates.###.###right.### th-, they ha-,###.###so it all comes --n40108c filtering down to us all in-, individually.###.###right.###.	and, uh, granted all people need --n4011a0 to be compensated --n4011b3 if they have really been wronged --n4011d2, you know.
127596:32	i've, i've done some water exercises,	###a friend of mine, uh, suggested swimming as --n402a11 being the best exercise there is --n402a34.###.###right.###.###.###right,###i used --n402b35 to do a lot of swimming,### we have, we have a swimming pool,###but it's an old concrete pool.###we've been having trouble with it the past few years,###so we haven't got --n402d48 to use it much,###but i love --n402dd2 to swim and water ski and stuff like that.###.###the, uh, swimming, they say --n402ea3, uses more muscles than any other exercise with,###and the water takes the resistance.###.###right.###.###right,###and you don't get the soreness.	i've, i've done all water exercises,
101449:50	this is something that --n4021b4 ought --n4021bf to be in the schools rather than some of the other stuff they do --n402202.	###uh-huh.###yeah,###that is, uh, a big drawback i think --n401b6c in that, in the, uh, public schools out here. you know, to,###.###uh-huh.###.###you're lucky --n401cf8 to have an art teacher###and if you do you get them once a week or something, you know.###.###or pay for it after school.###our emily's in the third grade over at huffman###and they started a pilot program where we can pay private tuition so that they can take french and music and art --n401f6f###and you know, i willingly did it###.###oh is that right.###i had no idea.###.###but i thought, this makes me angry.###.###.	this is something that --n4021b4 ought --n4021bf to be in the schools rather than all of the other stuff they do --n402202.
70851:34	and, uh, so, we had --n4009e3 to make some adjustments	###.###well, at the my-,###i introduced you a little bit to it, a few minutes ago, when i said that we are, uh, we're on the east coast now --n4004ea.###.###uh-huh.###.###my husband quit a perfectly wonderful job and decided that,###well, we both decided we wanted --n4006d9 to move to north carolina.###.###uh-huh.###.###and so naturally we put ourselves,###we looked at our budget,###.###yeah.###.###and so, what we did --n400884 was draw up a budget that we thought, uh, --n4008bb was realistic.###.###uh-huh.###.	and, uh, so, we had --n4009e3 to make all adjustments
144511:39	but, uh, uh, i know that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.	###.###and, uh, i mean, it certainly changed my attitude about that in a hurry.###.###yeah.###.###.###yeah.###.###and, uh,###.###i think for a lot of people it has.###.###certainly.###.###so,###.###yeah.###.###so,###.	but, uh, uh, i know that, uh, in all of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything.
129990:36	although just, just about a week ago some of my volunteer mothers that, uh, --n400b22 work in the library for me said they hadn't gotten theirs.	###so now we just put ours out for the city of plano.###do you live in plano.###.###yes,###i do.###.###okay,###yeah.###.###yeah,###and i'm so glad when they brought out those recycling bins --n4009bf.###.###right.###.###have you had yours now.###.###yes.###.###yeah.###.	although just, just about a week ago all of my volunteer mothers that, uh, --n400b22 work in the library for me said they hadn't gotten theirs.
96866:33	and so. but i know some of the other services do not think that women are capable of --n405083 doing the job.	###uh-huh.###.### the, uh, the, uh, the role of women in combat roles during the war.###.###oh, oh.###.###because, i know that there, now there, they want the armed forces to recognize that women can serve in combat roles.###.###uh-huh,###uh-huh.###.###and the only, uh, branch in the armed fo-, services that --n404ce3 seems willing --n404cf2 to do that is the air force.###and, uh, i spoke because women were filing, flying missions into, you know, for whatever reason, into, uh, in the persian gulf war.###.###huh.###.###.###yeah,###yeah.###.	and so. but i know all of the other services do not think that women are capable of --n405083 doing the job.
94633:27	and it's a chance to see some of the relatives you don't see --n402bba all year long except that once a year.	###they have generally a volleyball net set up and horseshoes, uh, to pitch --n40257c,###and they organize a baseball game for the kids###.###uh-huh.###.###and several people bring boats,###and there's a place they, they take the kids up to the lodge and go --n40275a swimming up there in the afternoon --n402779,###so it it's a full day.###.###so there's lots to do --n40292f.###.###some of the people come down on friday afternoon and spend the whole weekend,###.###uh-huh.###.###and some just come in for saturday###.###uh-huh.###.###so, it, uh, has worked out quite well,	and it's a chance to see all of the relatives you don't see --n402bba all year long except that once a year.
112156:136	and, uh, you know, there was, there was, nothing on it, which --n4033a8 makes me wonder, you know, if it's as, uh, prevalent as, as some of them claim.	###but still.###.###well, you, you're right, uh,###and yet, i mean, did you ever in your life when you were little --n402fcd know anybody or hear anything of anything like this.###.###never###.###no,###.###and i lived in california which i feel like california, you know,###.###mumblex.###.###anything can go on in california.###.###ye-,###well, yes,### i, but i was from conservative wisconsin,###.###.	and, uh, you know, there was, there was, nothing on it, which --n4033a8 makes me wonder, you know, if it's as, uh, prevalent as, as all of them claim.
