TGrepID	EntireSentence	context	BestResponse
84633:31	i mean, they are eighteen to twenty-four, some of the young men and women.	###.###yeah.###.###they were young men.###.###yeah.###but they, so they weren't, you know.###and were they, uh, were they, were they obviously poor or depri-, you know.###that is really stra-.###like i say, s-,###.###i know it.###how s-, deprived could they be --n402add if they had a camcorder.###those are a thousand bucks.###.###yeah.###unless they stole it.###and i mean, that is one big thing down here.###i mean, they have like, uh,###and they are not all young.	i mean, they are eighteen to twenty-four, all of the young men and women.
20839:32	and, um, like, um, they also take some things at the flower mound dump behind the fire station there,	###.###and they're impossible --n12811 to crush --n12820.###i mean, you can't get the down to any size, you know.###if you get four milk cartons and that fills up trash bag, you know pretty easily,###so. you know,###.###i guess we kind of started --n12ab8 recycling after i moved here about a year and a half ago.###.###oh, really.###.###we were using baby food###and there was so many baby food jars, kind of what --n12c55 started it.###.###yeah.###.###.###yeah.###.###some of our neighbors were doing it###and so, you know, when i found out some places to take it --n12dcb --n12dd2,	and, um, like, um, they also take all things at the flower mound dump behind the fire station there,
140815:71	you know, maybe you nee-, you can get it signed --n403671 up this spring or summer for some of the dog obedience classes.	### what, what's the deal --n402e32,### we, we try --n402eb4 to, we're trying --n402ed3 to take it on walks now, you know###.###uh-huh.###.###and we can't because it's not accustomed to --n403056 being on a leash###.###yeah.###.###and so it, i mean this dog really feels like it's being killed --n403153 or something when you try --n40316e to, you know, tug on it --n403195 to walk it --n4031a8.###i mean, it just goes like a mad dog,###i mean it just jumps up and down and starts --n4033ed yapping,###and it's, you know, i mean, it's not even close to even being trained --n4034cd on a leash.###.###does it, oh.###.###.###uh-huh.###.###.	you know, maybe you nee-, you can get it signed --n403671 up this spring or summer for all of the dog obedience classes.
79557:42	i, i'm glad, --n404a6a to see some of these things, i think --n404a99.	###.###right,###right.###.###.###uh-huh,###and i'm sure, you know, in the near future i would think they would be coming out with more,###.###yeah.###.###you know, i've seen a definite trend, you know, towards more recycling, everywhere, you know, even at mcdonald's, you know, with their, their use of no, foam containers anymore.###.###yeah,###i,###.###.###yeah.###.###.###yes,	i, i'm glad, --n404a6a to see all of these things, i think --n404a99.
75571:7	and some of the other ones weren't born.	###oh, yeah.###it's kind of scary when i think of what --n405470 will happen in twenty years, you know, when i have kids and they're grown --n4054bb and, uh, just kind of some of the changes that --n4054f2 will happen even more --n405509###so.###.###and i guess the answer, is, is, stay flexible because nobody can predict what --n405745's going --n405754 to happen in twenty years.###.### seems like it can't get much worse.###.###.###yeah.###.###i certainly wouldn't have been able --n405957 to twenty years ago tell you what, uh, my kids were likely --n405996 to be like --n4059a9.###course, one of them was just a, a, a brand new baby twenty years ago,###so i sure wouldn't have been able --n405bfd to predict for him.###.###uh-huh.###.###.###um.###.	and all of the other ones weren't born.
171124:6	some of that is really bad i think --n40243e.	###so we keep --n401b3b moving.###we don't stop and wait for the things --n401bae to bake and this --n401bc9 to happen and that --n401be4 to happen.###we just hit buttons and keep --n401d23 going to the next thing.###so we have no relaxation time in between###.###uh-huh.###.###so they say that's really a bad thing. that you need --n401e6b to learn a lot of ways --n401e8e to, to deal with that and get your, your time in between things.###.###uh-huh.###.###so that's good.###that's an interesting point.###but i just think our, our family lives have changed drastically.###.###.###and i think that's ju-,###of course a part of it is technology.###i mean our kids, where would they be --n402301 without nintendo and, you know, their t v shows###and no-,	all of that is really bad i think --n40243e.
75949:43	you can, you know, you can get some of us,	###.###uh, we've had a couple instances where break ins where the people have actually, you know, shot the people --n406796###.###oh, my god.###.###and, uh, return offenders have,###they've actually waited for them, where they've robbed, you know, particular neighborhood --n406954,###they'll rob one house,###then other people will wait up, you know, and wait for somebody to do something else, try --n406aae to take it in their own hands.###.###right.###.###course it doesn't always work out in their favor.###.###right.###.###but, uh, nevertheless, i think people are just getting fed up and saying, you know, you can't arrest all of us,###.###uh-huh.###.	you can, you know, you can get all of us,
138469:69	then, then on the other hand i think it --n4033ea's harder to stay home in some regards.	###the older ones it's not,###you don't even really have any real worries, because you know that they'll play with whoever --n402bcf's there###and they usually adapt pretty well.###.###yeah.###.###but, uh,###.###yeah,### it, it --n402d77 is, i think --n402d92, just hard to leave them because nobody will give them the kind of care their own families will --n402df1.###.###well, and you know their, kind of their schedules###and you know if they're upset and that type of a deal.###.###yeah,###yeah.###.###i don't know how, uh, people, uh, that --n40311d have young kids working work full time and, and do it, really, without --n403170 being stressed out all the time --n40318f.###i think it's,###well, i don't know,	then, then on the other hand i think it --n4033ea's harder to stay home in all regards.
55284:85	there's probably five or six, which --n4029ce would be an equivalent of our joint chiefs of staffs, that --n402a05 are in positions over some of these soviet states.	###.###i'm surprised during this iraqi crisis we didn't have more incidents than they did.###these guys are top of the line.### when they, when they graduate from there --n401dc6, they can pull terrorist actions anywhere in the free world.###and they are very, very good at what they do --n401f07.###so until i see the entire, quote, old guard of the soviet military, of the soviet government completely roll over and disappear, --n401fe9 preferably buried --n401ff8, i still consider them a threat.###.###uh-huh.###.###their military is different from ours, to where there are extremist gen-, generals that --n4021c0 actually control tens and thousands of troops. that irregardless of what soviet policy is --n402207, --n402212 they're going --n402225 to do what the general tells them --n402248 --n40224f.###.###yeah.###i guess that's what --n402484 concerns me the most. is they're, they're so unstable that somebody like that could make, uh, decisions that --n4024ef would jeopardize a lot of people.###.###well, it --n4026d1's in-, interesting watching the different soviet states, albania, lithuania, doing their little revolts down there.###.###uh-huh.###.###each one of those sectors has got a soviet general over the troops that --n40286f are there.###so far they haven't run into the real psychos yet.	there's probably five or six, which --n4029ce would be an equivalent of our joint chiefs of staffs, that --n402a05 are in positions over all of these soviet states.
164345:22	well, i think that in some cases, it is warranted.	###they didn't have any time --n404bff doing it the first time.###.###uh-huh.###and i think locking them up for, you know, fifty years doesn't do a, any good because as a, as a taxpayer, i'm going --n404d31 to pay, you know, one and a,###.###no,###it do-,###.###.###okay,### looks like we're ready --n400044 to go.###capital punishment, uh,###the problem i have --n400116 with capital punishment is that, uh, uh, it's supposed --n400151 to be a deterrent to crime,###but i don't think that it really actually does that.###i don't think it deters anybody, because most of the time crimes are, uh, are committed --n400369 with a, without any thought to the consequences###and they don't think that, uh, stop and think and say, well, maybe i shouldn't do this, uh, because, uh, i might get the gas chamber or something like that.###they worry about it afterwards###and then they try and get out of it.###and, uh, how about you.###.	well, i think that in all cases, it is warranted.
16039:6	in some cases	###yeah,### that's, that's it.###.###i mean, you know, there's all kinds of drawbacks, much less the drug testing.###.###yeah.###just life in general.###.###uh-huh,###that's right.###.###yeah,### well, well i'm definitely for it.###.###yeah.###.###plus, you know, you, you want --n404295 to think that, that you're working with people who --n4042c8 are not only putting out their fair share, but that --n4042fb are not endangering your life,###.###that's right.###.	in all cases
71287:32	at least what i read --n40710d, is that some younger people feel that education is priced --n407140 out of their, uh, out of their, uh, budget.	###my masters, anyway.###.###what,###but, uh, when i look at it --n406685 to me, uh, it doesn't really make any difference.###it was a marvelous opportunity that i couldn't have done --n4067a3,###i don't think i would have gone on, unless i had that financial uh, easement made --n406879 possible.###.###yeah.###.###.###that's right.###.###and i, i don't really care what it takes --n4069e3 to qualify, whether you're, uh, an, an ex-, whether you're a veteran or whether you,###i don't even know if you have --n406c15 to perform community service,###or unless, uh, or, or you promise to even do something in the future, i think that, uh, the, that, that, the subsidy itself,###or i guess the enactment of that form of legislation, would give many people who,### i, i think, i think i perceive the fact,###.###uh-huh.###.	at least what i read --n40710d, is that all younger people feel that education is priced --n407140 out of their, uh, out of their, uh, budget.
58962:27	ye-, you take some of the batter out and give it to someone else	###speakerb131-1*t131-1.###oh yeah.###speakeranan*t131-1.###speakera131-2*t131-2.###but, uh, it's the sort of thing where you let a portion of it go bad --n407024###and then you add all these other ingredients to it,###speakerbnan*t131-2.###speakera132-1*t132-1.###but.###speakerbnan*t132-1.###speakerb132-2*t132-2.###yeah,###and then you sa-, you make the bread###speakeranan*t132-2.###speakerb133-1*t133-1.###but you pinch off a portion, or save a portion of it for the next time, or something.###speakeranan*t133-1.###speakera133-2*t133-2.###yeah###right,	ye-, you take all of the batter out and give it to someone else
8884:22	so i guess i get some of both.	###so there's not a whole a lot of time that i've got --n400141, uh, for hobbies it seems like --n400168 lately.###but one of the things that i do --n400281 when i've got some spare time --n4002a4 is i do some woodworking.###and that, oh, i guess, ranges anywhere from, uh, carpentry work to, um, um, some types of furniture and, um, oh, i don't know what you would call them --n400448, knickknacks, i guess, stuff you hang --n400477 on the wall --n40048a to put a mirror on --n4004a5###and i made some, um, candle sconces that you hang --n400701 on the...###.###yeah,###i have quite a few of those that my uncle made --n4007e8.###.###there's something about working with wood that, that i enjoy --n4008a2, that,###i don't know if it's the saw dust or the mess you make --n4009d1 or the smell of the wood###but,###.###as you know, i think it's more like the mess you make --n400b1d, isn't it.###you don't have --n400c2d to worry about --n400c40 cleaning it up.###.###yeah,###because it's, it's out there.###you know i don't have --n400da0 to worry about --n400db3 getting stuff on the carpet except when i track in saw dust --n400dea,###and the wife gets kind of aggravated about that,###but then, i get the opportunity --n400f80 to vacuum,	so i guess i get all of both.
23510:57	and let's, you know, let's get rid --n402e07 of some of this harassment suing.	###.###yeah.###.###.###uh-huh.###.###you know, maybe, instead of being so quick --n4027f4 to sue you, uh, if you have a disagreement with someone, instead of tying up court and time and that kind of stuff, maybe you nee-, maybe you,###and if you want --n402a78 to, your lawyer or your, your opponent need --n402aab to go --n402aba face this group of twenty-five or a judge mumblex like they have on t v###.###good idea.###.###.###yeah.###.###and let either he or that group decide whether or not you have a real case.###.###yeah,###right###that's,###.	and let's, you know, let's get rid --n402e07 of all of this harassment suing.
72554:39	i wish i had in, in some senses	###.###and, uh, i also like romantic novels.### i like, uh, i like readers digest, believe it or not.###.###yeah,###so do --n400546 i.###.###i usually read that from cover to cover.###.###yeah.###.###i like it because there's a little bit of everything in it.###.###right.###.###you know, that kind of a thing.###uh, as far as like real novels, i haven't gotten into shakespeare or any of that type of thing.###.###uh-huh.###.	i wish i had in, in all senses
9762:24	even in for kids watching some of it can be a little violent sometimes and stuff.	###.###yeah.###.###i'm not sure it was that great for my children,###but they turned out okay,###so.###.###uh, it didn't hurt them any.###.###yeah.###.###some shows are good for,###i think some shows, some,###star trek, i,###for the imagination of it all.###the idea, i, i think that's one of the things --n4046ef i like --n404702 about star trek.###.###uh-huh.###.###and is, is the,	even in for kids watching all of it can be a little violent sometimes and stuff.
55120:15	boy, they'd some big changes, speaking of them.	###so, i don't know###i'm looking for a good year.###i guess we're always looking for a good year.###.###so, obviously though, do you think they're going --n403dff to do anything in the playoffs --n403e1e to make it to the super bowl this year###or who do you, who do you like --n403f66 to do that this year.###.###uh, no###i don't think the cowboys have got a chance.###i think they will probably win one or two more games than they did this year,###and they'll get close to it.###they'll probably get everybody's hopes up and blow it toward the end.###.###so who's --n404314 going --n40431f to beat them.###who are they going --n4043a6 to blow it to --n4043bd.###.###uh, that's a good question.###uh, i'm figuring either one either the eagles or possibly san francisco###i'm not real sure.###.	boy, they'd all big changes, speaking of them.
42623:15	i mean, some of these saturday night specials that these companies put --n402f04 out, that --n402f1b are, pie-, i mean, they're are	###.###.###yeah.###.###.###yeah.###i was watching a,###.###gosh,###if i was a cop i would be,###.###worried about that.###.###too many people have too many, too much access.###.###yeah,###they do.###they do.###.###and, i guess i think, the other thing that we ought --n402d10 to control --n402d1f to some extent is, there should be some law against the types of gu-,	i mean, all of these saturday night specials that these companies put --n402f04 out, that --n402f1b are, pie-, i mean, they're are
127169:7	and some of these mini skirts, you know, are worse than shorts ever thought about --n402307 being.	###.### mi-, middle of the road.###.###it --n401edd's nice that there's not a requirement for it.###.###uh-huh,###uh-huh.###.###.###sometimes i think there should be.###some of these women around here look like they came off of harry hines.###.###oh, yeah,###right.###.###.###yeah,###i guess you see those once in a while.###.###and you know the, they have the no shorts deal,	and all of these mini skirts, you know, are worse than shorts ever thought about --n402307 being.
