TGrepID	EntireSentence	context	BestResponse
97584:19	well hopefully i can do some consulting work at home.	###no,###not at all,###in fact my situation is a little bit strange,###i was, uh, a student for many years, and then graduated and went and worked in france for awhile.###and, i, have just come back and was doing consulting work.###.###oh.###.###.###oh, my.###.###so i am just taking a little bit of time off right now.###.###a sabbatical.###.###uh, and, and i might,###.###well i hope you can stay as long as possible with it.###.###yeah,	well hopefully i can do all consulting work at home.
93264:4	some people are compl-, now are complaining because the stuff isn't picked --n4055d8 up at the curbside, you know,	###.###.###yes,###and they appreciate how much it costs --n404e74 --n404e7b to do that.###.###.###yeah.###.###.###that's right.###.###and pretty soon they're, they're figuring out that's not such a bad way to go --n404fc5.###but,###.###that's true,###yeah.###.###.###well, i don't know, you know.### i, i wonder how, how you instill in people the necessity for doing just a little bit extra to, to make this whole thing work. i mean, the extra like washing out bottles and jars, or the extra of actually, uh, making sure that, uh, you take stuff over to, you know --n4052dc,	all people are compl-, now are complaining because the stuff isn't picked --n4055d8 up at the curbside, you know,
81838:54	so it --n401606's kind of hard at that point to, you know, classify some of the builders.	###almost a hundred percent.###.###.### i, i can't think of any four bedroom houses in the subdivision.###ours is probably the closest to it.###you know how realtors are --n400f27,###they'll say, oh this could be five bedrooms.###yeah,###if you had two people that --n401044 don't have any clothes it could be a five bedroom house,###.###yeah,###to.###.### don't need a closet.###.###the only thing about mine, um, i think there's probably about, oh,###when i go down the street --n4012ad i can just pick out houses that --n4012d0 are, that --n4012e3 are identical to mine###and usually they are the four bedroom, um,###but they're spaced --n401494 out, oh i'd say --n4014b3 maybe three, on a two block period.###because it's all different builders up here.	so it --n401606's kind of hard at that point to, you know, classify all of the builders.
6607:30	because from what i understand --n40290d, from some of the guys i know --n402938, you know, crime, uh, is punishable, just almost, uh, instantly and public,	###yeah,###yeah.###.###.###but it --n402021 might be interesting to see what --n402044 would happen if you took kids at a, and then took then to another country instead of having being exposed --n4020a3 to all the drugs and violence and sex and everything here, and take them to some other country that --n4020fa had different moral values, like saudi arabia where they couldn't drink --n402135.###.###where they couldn't do that --n4023d1.###yeah,###you might end up with a revolution.###i don't know which end though.###.###really.###.###yeah,###yeah.### that's, that's been interesting, though, the kids that --n402590 have been over, you know, coming back right now, you know.###.###yeah.###.###you wonder if being exposed to that for a while, what percentage of them --n402759 would actually say, hey, that's not a bad way to do it --n4027a4,	because from what i understand --n40290d, from all of the guys i know --n402938, you know, crime, uh, is punishable, just almost, uh, instantly and public,
109394:16	but i guess some of the other smaller colleges might, might be a lot different.	###.###and, uh, you don't get near the, uh, quality of education,###and as well, the, uh, smaller schools often times don't cost as much.###.###um, i didn't know that.###.###oh, yeah.###.###um. well, i guess the only comparison i had ever heard --n40383d was between a, a christian college, because i thought about --n403874 attending abilene christian instead of texas tech###.###uh-huh.###.###.###uh-huh.###.###and of course the price was just astronomical compared to tech###.###um.###.###the christian college was so much more expensive.	but i guess all of the other smaller colleges might, might be a lot different.
166085:182	and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,	###uh, but i i tend --n4024f8 to think that it's less --n402517 those people that --n40252a have the two cars and everything than it is the group that --n402561 is just trying --n402574 to survive.###.### yo-, so you think it's,###which group are you saying --n4027d4 is the one trying.###.###i'm saying that the, uh, the group that --n402899 is just trying --n4028ac to survive from day to day, where both parents are working --n4028e3 is more of the majority than the, than the people that --n40291a have the higher standard of living.###.###uh-huh.###.###because if you look at economics across this country and statistics on who --n402ba4 has the money and who --n402bbf the decreasing, uh, middle class in this country i think that that's, in my opinion, the case.###.###uh-huh.###.###.###okay.###.###so.###i mean i have met people that, uh, both that, that --n402e35 just want --n402e44 to maintain a, the standard of living and those that, that --n402e8b really need the job.###.###okay.	and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and all of those items, um, for the, for the, uh,
102998:7	but some of the different things we're doing --n4055a5, uh there's just not a time, enough time to do it all --n4055f0	###.###no,###that was one, uh, jay got --n404bf0 to see --n404bff with a friend###and so i###.###uh.###.###and to try and, uh, try and find time it --n404d33's hard, uh, with jim's schedule, too, just to get a time that we can both go --n404d96.###.###oh yeah.###.###and, uh, i'm holding out for city slickers for the two of us because, uh, we had friends that --n404f9c went --n404fa7 to see that and said, you know, it's just perfect for our age group###.###uh-huh.###.### and because i think he, he needs a comedy, too.###uh, and that --n4052a7's what he would have liked --n4052c6 to have seen --n4052d9 regarding henry, too,###but knew that, uh,### we've, we've got a lot of company this summer, which --n40544e is wonderful.###we're really enjoying it	but all of the different things we're doing --n4055a5, uh there's just not a time, enough time to do it all --n4055f0
119111:78	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in some other situations you know.	###.###yeah, uh, uh,###isn't that weird.###.###yeah,###there's just too many crazy people out there these days.###.###i know,###and, uh, the police are not going --n4048df to do anything until they, they've committed some sort of a crime.###you know, he was just begging her on the phone,###that's not doing anything.###.###yeah.###.###and there are times i think, gee, i mumblex should give my kids gu-,###.###.###well, what --n40001e do you know --n400031 about latin american policies.###.###well, i think they're kind of ambivalent, really.	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in all other situations you know.
9486:4	some people say, uh, they, they like --n40369a to watch the changing of the seasons	###yeah.###speakeranan*t45-1.###speakera45-2*t45-2.###you look down at your arm,###but you see the water leaving your arm,###it's so hot, you just feel it pulling away,###speakerbnan*t45-2.###.###bizarre.###.###.###oh wow, uh.###.###i know i, i tend to, i tend --n403432 to be able --n403449 to get along with monotony in the weather when it's very temperate --n403484.###.###speakera50-1*t50-1.###yeah.###speakerbnan*t50-1.###speakerb50-2*t50-2.###uh it doesn't,	all people say, uh, they, they like --n40369a to watch the changing of the seasons
50720:6	and some people would get civilian, uh, service, like working in hospitals.	###yeah.###i,###the,###my first impression was, um, it would be v-, very good.###i think it --n400c12 would be good for people to serve,###but i don't know if it should be an option.###it --n400d60 would be great to have some of those organizations like you mentioned --n400d9f that --n400daa were during the depression or coming out of the depression available for kids.###and i think there are some available now where they are able --n400f70 to work --n400f7f,###but making it a mandatory thing kind of,###.###yeah,### the, the difficulty would be in whether it's voluntary or involuntary.###.###right.###.###and the people who --n4011df were proposing it said that it should be involuntary, that it should be like a draft.###.###uh-huh.###.###and some people would get military service	and all people would get civilian, uh, service, like working in hospitals.
