TGrepID	EntireSentence	context	BestResponse
173289:7	but some of them are very rich	###i mean, they just have beautiful, beautiful homes###and they have everything.###the kids only wear name brand things to school###and it's one of these things,###.###oh me.###well that makes it hard for you, doesn't it.###.###well it does, you know.###it really does because i'm a single mom and i have a thirteen year old now###and uh, you know, it does.###.###oh, me.###.###.###i mean, we do it to a point###but uh, not to where she feels different --n401cac,###.###yeah.###.	but all of them are very rich
157516:9	and in some cases if it's a long trial, the desire --n402feb of people --n402ffa to get out of there and not be stuck --n403025 in there for a very long time, that people are changing their minds for the wrong reasons.	###.###oh.###.### and, and i've never gotten up there --n40223d to answer any of the questions.###uh, i,###yeah,###i also think that would be really good.###i,###.###well, the people i know --n40242e who --n402439 have served have said that usually what --n40245c ends up --n40246b happening is that, you know, after initially finding out where people stand --n4024ae, that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying --n40255d to convince the minority that they're right###.###uh-huh.###.###and in fact, i'm not sure that that's any more, uh, liable --n40293f to get rid --n402952 of the reasonable doubt than, than anything else.###.###well, the, the one thing that i know --n402ae2 does seem --n402af1 to happen from people i've talked to --n402b1c on this, is that in the situation you just said --n402b53 where it's nine to three, or some such number --n402b86, that there's, an effect --n402bad starts --n402bb8 being that there's starts --n402bd3 being a lot of peer pressure going on###.###uh-huh.###.###and that that, uh, peer pressure,	and in all cases if it's a long trial, the desire --n402feb of people --n402ffa to get out of there and not be stuck --n403025 in there for a very long time, that people are changing their minds for the wrong reasons.
149669:184	um, what --n4045c6 really bothers me is it just seems like if, if anyone were --n404611 to say, you know, well i'm going --n404640 to raise taxes and cut the budget and we're mumblex, we're going --n404683 to have --n404692 to do some unpopular things, i mean, he wouldn't have a chance of getting elected --n4046e5.	###.###and you just, mumblex.###.### you, you just have --n404079 to wonder what they're thinking --n404098 in washington.###.###i mean, it's just like they're playing chicken with a loaded gun.###.###yeah,###uh, well, it's, it's more than a loaded,###it's a loaded cannon.###i mean they've got trillions of dollars to spend --n4043ab every year,###.###yeah.###.###and they, in my opinion, don't do a very responsible job of spending that money.###.###uh-huh.###.###.###well, yeah,	um, what --n4045c6 really bothers me is it just seems like if, if anyone were --n404611 to say, you know, well i'm going --n404640 to raise taxes and cut the budget and we're mumblex, we're going --n404683 to have --n404692 to do all unpopular things, i mean, he wouldn't have a chance of getting elected --n4046e5.
161653:6	but some people are more motorboaters, you know which --n40397e is fine.	###or they just,###.###well, actually, i, i've known how to sail --n40311e pretty much my whole life.###uh, my family's pretty into it###.###yeah.###.###and, uh, i took sailing lessons when i was about six --n4032b6###and then, uh,###.###is it pretty easy.###.###yeah,### it, it's kind of a thing where you get the hang of it after a while, you know, uh, just kind of get a feel for the wind and how it works --n40346f and, and the physics behind it --n403492.###.###yeah.###.###so it's, it's not too bad,###it's pretty easy to get the hang of --n403751, i think --n403768###and, uh, generally, everybody i've, i've known --n403852 has kind of gotten into it,	but all people are more motorboaters, you know which --n40397e is fine.
124385:34	but now i, i do like some of these, uh, brighter, fluorescent colors.	###.###.###uh-huh,###definitely.###.###.###towards each other.###.###yeah,### i, i, i know a lot of the things that, that we wear, men wear --n402568 nowadays were, would have been considered --n40258f, uh, feminine, uh, many years ago,###but. i know, it's been, it was hard for me at first,###.###uh-huh,###yeah.###.###but now i kind of like, you know, a lot of the bright colors.###.###yeah.###.###i mean, like i used --n4029ed to be more, uh, conservative and just your basic colors,	but now i, i do like all of these, uh, brighter, fluorescent colors.
69750:37	so you ha-, you have been to some family reunions, perhaps.	###.###bye-bye.###.###.###okay,###what are your suggestions in making a family reunion successful --n400058.###.###have a big family, i guess --n4000fa,###that's a start.###.###well i guess so.###.###.### have you had any in the la-, ha-,###well how old are you --n400287.###.###twenty-five,###so,###.###okay	so you ha-, you have been to all family reunions, perhaps.
85252:8	interestingly some of the information i've been reading --n400c28 indicates that the amount of air pollution from, uh, uh, airplanes is extraordinary.	###.###well, the, the, the major cause it seems --n40014b up here is exc-,###i live right on the ocean###so it --n4002a4's kind of hard for me to tell what --n4002cf would happen if i lived in some of the valleys inland,###.###uh-huh.###.###but the major cause here, and we always seem --n400447 to, and it seems --n400462 to be validated --n400475 by the press, is the car pollution.###we don't have too much industrial pollution.###.###yeah,###yeah.###.###uh, car pollution seems --n40064d to be the one and only thing that, that i can really put my finger on --n400698 here.###.###um, that isn't the same in the washington area because we don't have any major, um, industry except for, uh, government and services.###and the, the transportation situation is such that, uh, all the car pollution is, is absolutely awful.###um, also the worth of the hub of three airports###in this general area there is, uh, national, dulles, and then, uh, baltimore, washington.###and it,	interestingly all of the information i've been reading --n400c28 indicates that the amount of air pollution from, uh, uh, airplanes is extraordinary.
99170:29	i, i think some of the dress codes are different at different schools.	###.###right.###.###.###well, of course, you've been at clark enough that you know it's always cold.###.###yes.###.###but, you don't know, uh, i guess at some of the other schools you go to --n4014f1 unless you've been there.###.###no,###you try --n401634 to layer, so you can add or, or or take off.###.### subtract.###.###.###right.###.###and it's, it --n4017af's interesting to notice when you go to different schools --n4017e2 that some are a little more fancier than others and have a very casual, uh,###.	i, i think all of the dress codes are different at different schools.
175702:23	and i got a feeling that some of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had --n401b53 to draw a line and, and defend it.	###to me it seems like we only went halfway. if even halfway.###.###yeah,###it's funny.###tonight i was, uh, helping my kid with an essay on, uh, stalin.###.###.###uh-huh.###.###and i was thinking in the course of talking to him about it, how, uh, in world war two, the personalties of stalin, hitler and churchill more or less defined the war --n40153e###and actually when you think back on the big events of the war --n4016a2, it was, uh, it was almost a personal struggle among these three,###uh, i guess you'd have --n40181d to call them great men in some sense.###.###uh-huh.###.###uh, they're certainly all leaders### and, uh, and, uh, with their nations pretty, pretty solidly behind each one of them.###.###yeah.###.	and i got a feeling that all of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had --n401b53 to draw a line and, and defend it.
130584:43	uh, the closest thing i did --n402557 was go to some like, uh, restored castles and stuff.	###.###cooking class, you know,###french cooking.###.###oh, great.###.###yeah.###.###and, uh, what else are you planning --n402239 to do --n402248, if anything.###.###museums, you know,### go to museums and,###.###uh-huh.###yeah, um,###.###do you go to museums in europe.###.###uh, actually, no,###i don't think i went to any of them.	uh, the closest thing i did --n402557 was go to all like, uh, restored castles and stuff.
