TGrepID	EntireSentence	context	BestResponse
54840:11	how about some of the ads,	###no,###no,###you're thinking of rick moranis.###he looks like rick moranis###but he's not.###.###oh, okay,###se-,###all right,###yeah,###that's the one i was thinking of --n40793e.###but i have, i've seen quite a few movies,### i, i enjoy them.###i think that, uh, it's, it's kind of like, uh, good entertainment. an, uh, an escape type of thing.###.###yeah.###.###.###yeah.###.	how about all of the ads,
99236:8	because some of the teachers i know --n4036ec wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had --n40373f dry cleaned --n40374e so they have got the crease	###right,###it might be thursday for the high schools###and it may be friday for the senior high schools.###.###right,###right.###so that would kind of give you a, a clue, i guess --n403084### and, and sometimes you get the long term stuff###so you're aware --n4031cb ahead of time of what --n4031e6's going on.###.###yeah.###.###that,###so that's,###and i don't know, you know,### i, i think about, well, the dress code they have --n4033b3 for the kids, you know.###are###they put one on the parents, or the teachers and say they have --n40350a to, the men have --n403525 to wear ties###and there can be no blue jeans worn###and,	because all of the teachers i know --n4036ec wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had --n40373f dry cleaned --n40374e so they have got the crease
28274:4	some kids are really having it.	###.###they're going --n4086a3 to say to the kids you need --n4086c6 do this, because it needs --n4086e5 to be done --n4086f8 not because it's a woman's job or a man's job, but because it's dirty and it needs --n408757 to be clean.###.###uh-huh.###.###.###yeah.###.###.###yeah.###.###.###but i think in between we got a group of kids, a generation of kids who --n4089cc didn't learn --n4089df to take responsibility because mom left --n4089fe to go --n408a0d get a job and dad didn't move in --n408a38 to fill the gap.###and so, basically no one was taking the responsibility###.###and it's going --n408cbc to, it's going --n408cd7 to,###.###and i think that's happened in a lot of cases.###.###yeah,	all kids are really having it.
143752:15	it seems that some of them have gotten higher	###.###and so, you know, s-, a bill will come in###.###and i'll think, oh, no i didn't know it was going --n401d34 to be that high.###uh-huh.###.###speakerb47-1*t47-1.###uh-, yeah.###speakeranan*t47-1.###speakera47-2*t47-2.###but so far, i've been able to, we've been able --n401e99 to pay it off every time###speakerbnan*t47-2.###speakerb47-3*t47-3.###so,###speakeranan*t47-3.###.###well, that's good.###.###speakerb49-1*t49-1.### i'm looking, right now i'm k-, kind of looking for a visa that --n40205b has a lower interest rate.	it seems that all of them have gotten higher
95853:38	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.	###right.###.###but out on the line, they've got people working some serious equipment.###.###right.###.###.###right.###.###so.###.### it's, it's,### i, i just think employers have --n404305 to have, especially given today, the drug abuse that --n404340 goes on, i just think employers have --n40436b to have some kind of way to see that they're not being put --n4043b6 at risk --n4043c5. because they're the ones who --n4043e8 are going --n4043f7 to have the lawsuits, the insurance claims, et cetera,###.###put at risk.###.###.###i agree totally.###.###.	and, and i'm not sure but what all of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.
133358:40	but i do think that we have --n403663 to cut out some of this folderol stuff and go back in the first five, six grades and just keep --n4036be going over and over and over until most of those that --n4036f1 are capable can at least learn --n403710 to read and write	###right.###.###but, uh. we actually rank --n402ea8 forty-ninth in the world as far as just plain literacy goes, you know.###.###um.###.### that's, that's pretty low that there's forty-eight countries --n403017 ahead of us that --n40302e have more peop-, more citizens --n40304d percentage wise that --n403060 can read and write,###.###yeah.###.###so, um, unless we want --n403225 to keep --n403234 paying, paying for these people that --n403257 can't make it in society, we're going --n403286 to have --n403295 to do something.###.###who do you think it should be done --n40344a through --n403455..###uh-huh.###.###i don't know.###obviously nobody's smart enough --n403554 to have figured it out yet,###so i probably can't.###.###.	but i do think that we have --n403663 to cut out all of this folderol stuff and go back in the first five, six grades and just keep --n4036be going over and over and over until most of those that --n4036f1 are capable can at least learn --n403710 to read and write
146950:24	so --n1133e to be taller than some of the boys in the bigger grades, uh, older grades, i had --n11395 to wear heels.	###so has my daughter###and i know that we very often wore heels despite the fact that, it was tiring.###.###i know,###.###.###it --n10f21 might kill you to go up and, walk up to the door###.###that's right.###.###but you're going --n11046 to look nice for the kids.###.###that's right###and it always makes you feel like you're a bigger person than the kids, right.###.###oh, oh, yeah.###well, i need all the height i can get --n11260.###.###yeah,###i do too.	so --n1133e to be taller than all of the boys in the bigger grades, uh, older grades, i had --n11395 to wear heels.
24418:16	they actually should do some reading	###i didn't make it,###i sort of washed out.###.###well,###.###.###well.###.###yeah###after about eighteen months of talking about the year and a half training, you know, it's, it's something, you know,###.###uh-huh.###.###i think that's why, you know, children really need --n407674 to think about the field they're going to, going into --n4076bb, and i mean, spend a lot of serious reading before they, i mean, not just thinking about --n40771e.###.###yeah.###.###.###yeah.###.	they actually should do all reading
11992:7	and some of the fish were supposedly making a comeback.	###i mean the stuff i've read --n403014 recently in technology review basically indicates that acid rain may be a little bit, uh, overstated. that a lot of the die off they've seen --n403093 in forests may not really be due to acid rain at all.###um, ye-,###i'm not an expert.###.###yeah,###no.###didn't they just have an article, oh, on, uh,###they were dumping lime.###.###up here.###.### up, upstate new york somewhere, over huge areas,###.###i haven't read that.###.###.###oh yeah.###.###and they thought that was more beneficial because, you know it, it, some of it does soak in###and some of it runs off right away into the, in to the streams and rivers	and all of the fish were supposedly making a comeback.
126604:16	som-, some kids are so spoiled nowadays	###but i, i guess i don't feel like it should be something forced upon you.###.###yeah,###well it, it probably won't.###.###uh-huh.###.### i don't, i don't even know how we'd pay for it --n401981 anyway.###we can't, uh seem --n401a71 to pay for all the little things we have --n401aa0 going now.###.###uh-huh.###.###.###uh-huh.###.###that's another consideration.###.###exactly.###.###but, uh, i don't know	som-, all kids are so spoiled nowadays
44952:36	i mean, i'm sure you heard about some of ours.	###.###and, you know, that was in fifty-one.###that's forty years ago that it was already a problem.###.###god.###.###so it's now, uh, to the forefront###and people are finally taking some action against it.###and the thing, we've, we've neglected the value of voting. and uh, and what it --n4024d0 really means --n4024df --n4024e6 to vote###.###right.###.###and we also don't make the, uh, the issues perhaps in language that people fully understand them --n4026a3.###.###yeah.###well i don't know how it is --n4027c9 up there###but down here, louisiana has a bad reputation for their politicians and all.###.###uh-huh.###.	i mean, i'm sure you heard about all of ours.
85235:65	so it --n4002a4's kind of hard for me to tell what --n4002cf would happen if i lived in some of the valleys inland,	###yep.###.###well, uh, that's about all i can think --n403fe4 to talk about --n403ff7 right now.###it --n4040ce's been a pleasure talking with you.###.###okay.###.### thank you.###.###right.###.###bye.###.###bye-bye.###.###.###um, what do you think the major cause of air pollution or at least in the boston areas,###.###well, the, the, the major cause it seems --n40014b up here is exc-,###i live right on the ocean	so it --n4002a4's kind of hard for me to tell what --n4002cf would happen if i lived in all of the valleys inland,
29678:24	people say let me see some of your work.	###but, um,###.###what kinds of things have you done --n4002b7.###.###um, well, i've made a lot of baby gifts.###.###uh-huh.###.###it seem like that's,###like, especially lately there's been so many babies, that, uh,###bibs and blankets, and things like that. wall hangings, um,###.###do you ever keep any of your stuff.###.###isn't that funny.###no.###.###i do crochet and a lot of, uh, things like that,###and i have very little of my own stuff,###and it's kind of embarrassing.	people say let me see all of your work.
94526:45	and we found that if it's in a certain part of texas, some people come,	###first time,### i, i married into the family,###and the first time i went --n4006c9 was about fifty-seven, i think --n4006ec.###.###uh-huh.###.###but, uh, this one has been well organized###and in fact it used --n400834 to be at lake brownwood,###and now it's lake texoma, because that's more central location for people from oklahoma and texas to come to --n40091b.###.###uh-huh.###.###.###i'm sure location's really important as far as figuring out where one ought --n400a5f to be --n400a6e.###.###very important, because, uh, you'll start --n400b85 losing people if it's too far to go.###.###uh-huh.###we have factions, when it's one part --n400cc2,### we, i have one reunion on my mother's side,	and we found that if it's in a certain part of texas, all people come,
