TGrepID	EntireSentence	context	BestResponse
146612:75	well, it is like, wel-, the one that i worked in --n4029eb, uh, you would see some of them just like in wheelchairs all day,	###.###.###i think it would matter too, uh, kinds of, uh, disabilities that the nursing home accepts --n402420. because there are some, uh, who --n40244b poor things, you know, don't have, uh, any real grasp on reality any longer.###.###right.###.###.###right.###.###and they may be ambulatory,###but they tend --n4026ec to behave like children, small children###.###yeah.###.###and that would be very difficult i think --n4027d1 for an adult who --n4027ec wasn't in that situation to to have --n402813 to deal with --n402826 on a daily basis.###.###yeah.###.###uh.###.	well, it is like, wel-, the one that i worked in --n4029eb, uh, you would see all of them just like in wheelchairs all day,
14653:39	and i went because my dad can usually get a hold of some free tickets, because a lot of those doctors have season tickets,	###and now they're sectioning it off to like from the, from one twenty yard line to the other one,###just on the lower levels is the highest price,###and then the next highest price is that same area but above it on the upper level,###and then like from the twenty to the ten yard line.###and then they're some sections kind of in the corner areas,###and then the cheapest of course is going --n406bc4 to be the end, the direct end zones.###but, um, they have about four or five different prices --n406cd1 now, that they're structuring it with --n406cf8,###but obviously yeah, they're all going up, mumblex more or less is what it's going --n406e09 to do --n406e18.###.###so now the tickets even got lower than the lowest one last year.###.###um, you know, i'm not sure,###i'm not positive,### i didn't, i didn't really think about that.###i just remember --n407125 trying --n407130 to figure out where you could get###that was real close to the good section but in the little bit cheaper.###but, not that i'll ever go.###i hadn't been to a cowboys game,### las-, time, last time i went to the cowboys game --n4073bd was during that, um, n f l strike, or the, when they had the scab team, teams in there --n407430,###and it was the, uh, dallas and washington redskins game.	and i went because my dad can usually get a hold of all free tickets, because a lot of those doctors have season tickets,
87257:107	and they were just really coming down on him because of some of the things he was, just some of the things that he believed in --n404522, some of his morals.	###.###yeah.###.###and i, i, i, i have --n403ec3 to think that, that it has some influence on it.###but,###.###i listened to a radio talk show --n404072 today at lunch time uh, rush lynn bottom###.###yeah.###.###i do not know if you listen to him or not,###.###no.###.###he's on a m,###but, ther-, there's a fellow that --n404272 had called in and was lamenting about the,###there was an interview done on the assistant chief of police for los angeles, the guy under gates,###.###oh, yes.###.	and they were just really coming down on him because of some of the things he was, just some of the things that he believed in --n404522, all of his morals.
53602:9	uh, some real massive thunderstorms.	###.### it was, it was a new situation.###.###yeah.###i'll bet.###.###i don't really have much more --n404883 to say --n404892.###.###i don't know anything else that --n404940's current other than the weather###and,###.###you're right,###and that's, that's awful in texas.###.### have, have you all been getting rain storms down there.###.###we got some awful rain, uh, the other morning.###and today's just been real drizzly.###.### we did, we did last night.	uh, all real massive thunderstorms.
147067:15	i know that some of the schools they have, uh, country western day or something like that one, you know, or tacky day,	###.###yeah,###uh-huh.###.###.###more practical.###.###not,###yes,###it doesn't matter if i have --n1339c to wash it a hundred times or something.###.###when you were teaching --n13476, did you ever have, uh, uh, a blue jean day or anything like that.###.###yeah,###but i never wore jeans because, um, i thought that was too casual.###.###yeah, well,###.###for,###.	i know that all of the schools they have, uh, country western day or something like that one, you know, or tacky day,
6686:28	it would certainly help them to appreciate some of the things that we have --n404402 here and develop some pride in them, if it was handled --n404439 that way.	###.###i know my dad always talked about, uh,###he was in c c c during, uh,###.###yeah.###.###and he was, uh, a rock rib iowa type republican###and the only good thing he could ever say --n403fb3 about, uh, the whole roosevelt administration was, uh, civilian conservation corps,###.###huh-uh.###.###because he was in it.###he thought that was great.###.###yeah.###.###the rest of it was all hog wash,###but that was great.###.###well, it seems like it would develop pride, you know, in people, if, if, it's in their own country.	it would certainly help them to appreciate all of the things that we have --n404402 here and develop some pride in them, if it was handled --n404439 that way.
91333:59	um, you know, when i first was applying for graduate schools --n40590b, i applied to some big programs --n40592e, you know, in this area, like stevens institute of technology, which --n405971 is recognized --n405980 in the northeast as, as, you know, one step below m i t in a sense, you know,	###.###yeah.###.###but i think,###yeah,###see, i'm, i'm at the university of maryland,###so in this, this region, um, though i go to a smaller branch of the university of maryland,###my diploma will still say university of maryland.###.###oh.###.###um, you know, it doesn't, doesn't differentiate on my diploma,###though i would put it on my resume, what program i went to --n4053a8.###but i, i think, you know, i'm actually at a smaller program,###i'm not at the col-, the big college park campus, you know,###that's the big one with the football team.###.###yeah.###.###so i, i think, um, i think you're right, that there's a lot of, there's difficult decisions --n405725 there based on name recognition.	um, you know, when i first was applying for graduate schools --n40590b, i applied to all big programs --n40592e, you know, in this area, like stevens institute of technology, which --n405971 is recognized --n405980 in the northeast as, as, you know, one step below m i t in a sense, you know,
15068:10	compared to some of the other ones.	###yeah.###.###.###and then they have bad drawbacks, too. i mean high interest,###.###yeah.### it's, it's awfully easy.###.###it's like paying twice.###.###that's true,###that's true,###.###yes,###so, mumblex.###.###i try --n401dc2 to,###i did switch to one, uh, sponsored by the credit union, though.###that seems --n401ede to be a pretty low interest.###yeah,	compared to all of the other ones.
4795:25	you know, i mean, some of these guys are forty years old and got ten convictions.	###.###.###huh-uh.###.###if someone is known --n4018f2 to have been in prison, they can't get a job.###.###no.###.###you know.###.###yeah.###.###they can't be accepted --n401a44 into society.###you know, if they're not going --n401ac8 to be accepted --n401adb into society, then everybody's going --n401afe to become sociopathic.###.###huh-uh.###.###and, you know, who --n401c3a's --n401c45 to put the limit on it.###i mean, i was watching a thing last night, up in washington state.###if you get convicted --n401dd2 of, uh, sexual offenses, on a regular basis.	you know, i mean, all of these guys are forty years old and got ten convictions.
149373:69	you know, i saw something --n402677 on c n n or on cable here a while ago that --n4026ae showed some people that --n4026c5 had rabbits in apartments and in houses,	###.###we couldn't allow him to run free,###so, he was just chained --n40229c up all the time,###and it was, it was unfortunate.###.###sure.###.###so have you tried any other pets.###.###no,###no.### i, i live alone in an apartment,###and, uh, it's, it's not that big that, uh###.###oh.###.###although i've heard rabbits are pretty good###.###oh.###.	you know, i saw something --n402677 on c n n or on cable here a while ago that --n4026ae showed all people that --n4026c5 had rabbits in apartments and in houses,
