TGrepID	EntireSentence	context	BestResponse
80629:13	at least maybe some of these mountain bikes you could	### and, uh, but i, i, i like jogging,###i don't mind that.###i can get out and do that, as long as it's not hot.###.###uh, i can't.###.###if it's hot, you can't do that.###but in the rain, oh, i love --n407d0e to run in the rain,###just, you know, be careful --n407dec not to slide.###.###yeah.###.###but you can't ride your bike at all in the rain, can you.###.###no,###you can't,###it's dangerous.###.###you slide.###.	at least maybe all of these mountain bikes you could
38581:37	but that has a little bit --n401820 to do with some of the things that i read --n40184f.	###.###well, um probably the best one that i, i know of --n4010b0 and i work with --n4010c7 all the time is called --n4010e2 search for significance by robert mcgee###.###um, that sounds good.###.###.###uh-huh.###.###and it's one that we use --n4012c9 in our work.###it's probably one you'd find --n401378 in like a christian book store.###i don't know what the chains are --n401451 down there.###maybe in the mall family book store, something like that.###.###uh-huh.###i'm writing it down.###that does soun-, that's sound really good.###um, what kind of counseling do you do --n40169e,###or should we stay on the topic of books.###.###um, probably should stay on the topic,	but that has a little bit --n401820 to do with all of the things that i read --n40184f.
1214:19	i put a stop to some of them as far as the door to door, either religious groups, or people peddling products.	###you can have your phone number unlisted,###.###uh-huh.###.###and i think a law should be passed --n40147b to where any of these people,###i think it --n401557's great, that you know, freedom of speech in this country and everything,###but if they're going --n40168b to offer these services, or these recorded message, everything, they ought --n4016ca to be stuck --n4016dd working with the phone book like everybody else instead of using a computer --n40171c to go through and just go down every sequence of numbers for this certain area code and call them.###.###uh-huh,###yes,###see i have an unlisted telephone number,###but i still get all of those calls###and then some of them are speaking in a foreign language that i don't even understand --n401aa7.###so, yeah,###i do,###i really feel that's, uh, an invasion of my privacy.###i agree with you on that particular subject there.### let me see.###.###that's about, that as far as any other everyday occurrences,	i put a stop to all of them as far as the door to door, either religious groups, or people peddling products.
104230:49	it's kind of haunting, you know, on, on some of the notes.	###well actually, i play, i play the violin in, in a string quartet that --n403a8e often plays at weddings.###.###um.###.###so, um, i always think it's a nice break from the traditional organ or piano.###.###uh-huh.###.###and, it makes, it makes it nice.###it makes, you know,###you can say classy###or it --n403e14 makes an elegant wedding to have something else.###.###it does.###.###.###it really does###and it has such a different sound to it, anyway.###it's almost,###i don't know the way it vibrates --n40400a,	it's kind of haunting, you know, on, on all of the notes.
147613:4	some people say oh the boys shouldn't have --n402d6c to do those jobs. the inside jobs.	###.###yeah.###but they wouldn't know what they're doing --n402920.###.###right.###.###but i'm not big on subserving as far as to the men at all.###.###uh-huh.###.###.###right.###.###but i never have gone along with that, you know. even far back.###but i was brought --n402b87 up pretty good in a home that,###years ago my mother was that way.###the same.###i,###my bo-,###ther-, you know,	all people say oh the boys shouldn't have --n402d6c to do those jobs. the inside jobs.
163234:34	but i, i do know some of these places were doing that	###right.###.###they say that the green glass now, that there's a big glut of green the green glass,###.###oh, really.###.###.###of green glass.###.###yeah.###it's amazing.###.###well, out in this area, they really don't have anything.###now, i know that like minyard's and places like that around like arlington and fort worth and a lot of those grocery stores, they have like four different bins --n402d96 out front. uh, different colors for different things and, and things like that,###.###uh-huh.###.###.###right.###.	but i, i do know all of these places were doing that
171296:110	but, the thing is too, maybe they need more of a, i don't know, more of a expert types to, to be on some of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.	###.###uh, it's kind of, uh, uh, a hanging jury atmosphere.###.###right.###.###but in a lot of places, i think people bend over the other way,###but i guess, i guess i like the system that they have --n402cdd in some places where the defendant gets --n402d00 to choose whether he's, goes before a jury for sentencing or whether the judge gets --n402d4b to choose it --n402d5e.### some, some cases in some jurisdictions, they can do that.###.###oh really.###.###i kind of like that system.###yeah.###.###yeah.### that's, that's not a bad system.###but i, i do think it needs --n403190 to be shaken --n4031a3 up a little bit.###.###yeah.###.	but, the thing is too, maybe they need more of a, i don't know, more of a expert types to, to be on all of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.
159358:7	and some of the really nice ones that --n4020e7 really take care of their people are so expensive. because cause they can afford --n40212a to hire the people that --n402145 are really going to care for the older.	###and, you know, the nursing home was the, you know, best facility to put her in --n4019b0. you know, besides moving her up which --n4019df is not a practical solution since both my parents work###.###uh-huh.###.###and both my, uh, aunts and uncle work. which --n401be4 means it's, you know, very difficult for some-,###.###right.###.###you essentially need --n401d1b to have someone taking care of the person full-time.###.###right.###.###and, you know, there's also a lot of medical problems that --n401e26 can't always be completely handled --n401e45 in the home. which --n401e60 makes it, you know,###.###right.###.###it's a necessary evil i think --n402001.###.###uh-huh.###it sure is.	and all of the really nice ones that --n4020e7 really take care of their people are so expensive. because cause they can afford --n40212a to hire the people that --n402145 are really going to care for the older.
131277:37	so, uh, it --n13c80 would be kind of exciting in some ways to, to see a little bit more of that	### is, is that what you're talking about --n137a7, women working out of their homes.###.###right.###.###yeah,###uh, i think it's wonderful.###.###right.###you only have --n13966 to check in with the office once or twice a week###and,###.###yeah.###.###course, they're talking about, uh, that we're going --n13a86 to be able --n13a99 to do our grocery shopping and banking and everything like that,###.###oh, i kn-,###.###.###by the phone and all that.###.	so, uh, it --n13c80 would be kind of exciting in all ways to, to see a little bit more of that
38592:10	right now some of the things i'm working with --n401b9b are kids that --n401bae are dealing with sexual abuse,	###maybe in the mall family book store, something like that.###.###uh-huh.###i'm writing it down.###that does soun-, that's sound really good.###um, what kind of counseling do you do --n40169e,###or should we stay on the topic of books.###.###um, probably should stay on the topic,###but that has a little bit --n401820 to do with some of the things that i read --n40184f.###.###mumblex.###.###i'm a therapist for rossa.###it's a christian treatment organization###.###oh.###.###and because of that i see, uh, work with adolescents specifically,###so i see a lot of kids with, with various problems.	right now all of the things i'm working with --n401b9b are kids that --n401bae are dealing with sexual abuse,
