TGrepID	EntireSentence	context	BestResponse
97106:13	it's, some good, some bad, uh,	###you know, let the world train them what --n40069b to do --n4006aa.###but characteristically, you know, the women are trained, or have been in the past trained --n40079c in the home.###.###uh-huh.###.###and i really would be at a loss to, --n4008ac to raise and train a girl.###i think i would.###.###yeah,###it's,###well even, even raising boys today is different though, because, they are expected --n400a70 to do so much more than they used --n400a97 to.###.###oh, sure.###.###.###uh-huh.###.###you know, used --n400c53 to be they would just go off to work and come home,###and you know, everything was done.###and it, it's a different world.	it's, all good, some bad, uh,
38063:54	it's basically just data entry and running, you know, some, some software	### and, but it does, it does its job,###so.###.###what processor does it have --n400419 in it.###.###um, i don't know,###it's so old.###it's one of,###.###oh what kind of work do you do --n400584 on it.###.###um, i do, um, television ratings###and i process some ratings and put, do graphics for their television stations, mumblex their clients,###.###oh, okay.###.###so.###.###yeah.###.	it's basically just data entry and running, you know, some, all software
166799:28	at least, i mean i think some nursing homes do that.	###like they were in their eighties. that type of thing.###uh, but i did, uh, you know,###i guess, uh, when i think nursing home --n401922 i do think of people that --n401941 are not able --n401954 to do, take care of themselves physically. uh,###.###but i just don't think that nursing homes really do a very good job.###.###and that's, that's difficult part.###because i think what they often get used --n401c61 as --n401c6c is, uh, almost like a very high level or long-term care for, uh, similar to a hospital.###.###uh-huh.###.###uh, i know, like here in saskatchewan, we have our hospital care mumblex the care actually for the older people graded --n401e8a in level, in four levels.###and a level four type of care would be someone that --n402005 really requires long-term hospital care. generally are not able --n402034 to look after this-, themselves to very, to a very great extent, physically.###often times they even have mental difficulty with senility or alzheimer's disease or those or, or physical and mental handicaps. uh, you know, where they really require twenty-four hour supervision of some kind. even though it may be minimal --n4022d1.###.###uh-huh.###.### and, uh, but i think that it can be helpful in that, uh, it gets people the level of physical care they need --n402531. uh,###.###but i don't, i mean	at least, i mean i think all nursing homes do that.
55311:27	but on a highly populated area, like some of the soviet cities would be, with the weaponry that --n403462's attached --n403471 on those things, there is no place to hide --n4034a8.	###they get real nasty, the hyundee helicopters come out###and they, would level entire areas.###okay,###you're from the dallas area, right.###.###uh-huh.###.###okay,###you know, basically the size of, uh, the area around richardson.###.###yeah.###.###you put five soviet hyundee helicopters in the air, they can level the entire area###and there won't be anything left alive.###and they can do that in about four minutes.###.###huh.###.###and they've got entire squadrons of those just standing by.###they used them in afghanistan, did re-, remarkably well considering the terrain they were flying in --n40331f.	but on a highly populated area, like all of the soviet cities would be, with the weaponry that --n403462's attached --n403471 on those things, there is no place to hide --n4034a8.
161106:35	they're banned --n403947 from, in some areas i understand --n40396e.	### i was, i was overwhelmed --n4035c2.###.###i,###.###.###huh, well, i suppose you were surprised --n403688.###.###.###yeah.###.###after the reputation that, you know###.###yeah,###right now,###.###they have quite an, uh, uh, notable reputation as far as, you know,###.###they picked up a lot of bad press lately.###.###yeah,	they're banned --n403947 from, in all areas i understand --n40396e.
47855:7	and some of the people in our church use birth control	###.###but, um, then you didn't believe me about her kids### are the they are so good.###i'm not kidding you###but she does work with them###and it's a commitment###and, that, that's what they're called --n409f67 to do --n409f76.###.###uh-huh.###.###i have a,###most of my friends,###.###i admire someone that --n40a0e2 can do that, you know,###i really can.###.###i know,###i do too,### i, most of my friends have three or four kids###and they feel like, you know, that's really why god mumblex	and all of the people in our church use birth control
166762:101	because, uh, i th-, you know, i think for a lot of people it really is the decision of, do they still have some of their life left.	###.###well, he was until this operation.###he has arthritis.###.###oh, yeah.###.###and now i don't really think he's doing that well.###and my, a lot of my aunts and uncles live near him.###and i have one aunt that --n4008cc really looks after him a lot.###.###yeah.###.###but, uh, my great-grandfather was put --n4009ad in a nursing home when he was a hundred and three --n4009e0.###.###uh-huh.###.###and, uh, died six weeks after they put him in the home.###.###yeah.###and i'm sure that kind of thing would influence your f-, grandfather's feelings.	because, uh, i th-, you know, i think for a lot of people it really is the decision of, do they still have all of their life left.
1177:17	i've even had some of them,	###.###that was the big one i'm talking about --n400555.###i work weird hours,###and invariably just about the time, i'm going --n400645 to sleep --n400654, the phone tears off the wall.###.###uh-huh,###uh-huh.###.###and you are trying --n400782 to crawl out of a half unconscious sleep and answer the phone,### you either hear, the cli-, as soon as you say hello, you hear the click of the recording coming on,###.###uh-huh.###.###or you hear somebody all ready starting, reading off a list of stuff that they've read --n400a08 probably a thousand times that day already.###.###that's true,###or the ones that --n400b78 are, are generated --n400b8f by a computer.###it's just a computer voice that --n400c61 comes on the line.###those are the ones that i really, really hate --n400d1f too.###.	i've even had all of them,
159592:14	but, uh, some of these groups now like slaughter.	###.###yeah.###.### and, and i liked, uh, aerosmith and led zepplin and, uh you know, and, uh, jeez who else is there --n401df5. van halen.###.###uh-huh.###.###.###okay.###.###.###okay.###yeah.###.###now i like, i like groups like that.###but when you get, uh,### i, i even like guns and roses, some of their stuff.###.###uh-huh.###.	but, uh, all of these groups now like slaughter.
103194:37	my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night --n4024fe	###.###uh-huh.###.###and, my husband really likes their ribs.###so it's hysterical.###we go in###and we sit there for an hour --n40201a waiting --n402025 to get in###and then we get there###and we don't even look at the menu.###.###you know right away what you want --n402192.###.###i know right away what we, what we want --n402222.###yeah.###yeah.###.###well, we really enjoy prime rib, too,###and, uh, actually the, the steak and ale out here, uh, we've gone to --n4023c6, uh,###.###.	my in-laws also enjoy prime rib, when they've had all of their specials on sunday, monday, or tuesday night --n4024fe
