TGrepID	EntireSentence	context	BestResponse
22419:43	you didn't get a big kick out of --n400826 killing them like some people do.	###so i don't fish too much in saltwater.###.###uh-huh.###most of my fishing has been in the saltwater. uh, mostly deep sea fishing for grouper and bottom fish###.###oh, really,###.###.###oh, neat,###.###and, uh, i have caught one or two small sharks###.###oh, really.###.###and, uh, yes.###.###what'd you do --n40075a with them.###.### put them back.###.	you didn't get a big kick out of --n400826 killing them like all people do.
46446:10	uh, some of those countries were so safe, it was unreal.	###uh-huh.###.###and it's like, you know, um, they live back in whe-, where we came from --n404df5 two hundred years ago.###.###uh-huh.###.###.###uh-huh.###.###you know, whe-, we've advanced beyond that,###and i think that their, uh, mentality as far as the way they treat them --n40504d and that kind of thing,###you know what i mean --n405165.###.###uh-huh.###it was amazing###i went to the far east, uh, back in october --n40523e to do some training for t i###and i,###.###uh-huh.###.	uh, all of those countries were so safe, it was unreal.
148463:10	um, some of it sounds more like pop music.	###i do like, um,###i grew up on blue grass music.###my dad is a big blue grass fan,###and so###.###uh-huh.###.###um, i wouldn't have admitted it when i was in high school --n40224f###but, i really do like it a lot.###.###.###so.###.### i, i like some of it, um,###as far as like the cou-, what they now call --n402446 country western, it doesn't sound like the old country music at all, does it.###.###no,###it doesn't,###it doesn't.###.	um, all of it sounds more like pop music.
67111:45	and some, some of the people, uh, some of the higher dollars lawyers and stuff downtown too, are picking up some of those great big houses,	###and everybody in their late twenties to mid-thirties are buying, and, and starting --n404bee to rebuild and fix things up again###speakeranan*t72-2.###.###and everybody is real excited.###.###oh, that's, that's wonderful.###.###yeah.###.###speakera76-1*t76-1.###that is a gorgeous, gorgeous place.###speakerbnan*t76-1.###speakerb76-2*t76-2.###oh, it's, it's a lot of fun,###the people are great.###there too, we've got a real active neighborhood association.###and uh, we have, well, we've got four regular parties every year###and we do a neighborhood recycling program and, all that kind of stuff.###so, it's a lot of fun###and it is, it's a really beautiful area.	and some, some of the people, uh, all of the higher dollars lawyers and stuff downtown too, are picking up some of those great big houses,
149162:20	well, i was doing some of the same stuff, but doing it more slowly, and with smaller files.	###.###well, just, actually, just, uh, item analysis, statistical analysis of the tests,###uh.###.###uh-huh.###.###you know, when you write a test --n402f57 you have --n402f66 to look at some data from it and see how the different questions are performing --n402fa9 and find out which ones --n402fc4 are discriminating well and which ones --n402fe3 aren't find out how reliable the test is --n403012,###.###uh-huh.###.###.###uh-huh.###.###you try correlate it with other tests and things of that sort.###so it's, involves a lot of spreadsheet use.###.###yeah,###i would imagine so.###um, so, um, what were you doing --n403401 when you were using an apple two e --n403428.###.	well, i was doing all of the same stuff, but doing it more slowly, and with smaller files.
134176:40	and we'll let them try --n402b1b to drink out of some of the lakes and try --n402b4a to fish in some of the lakes that --n402b71 have been suffering from, uh, the, uh, acid rain	###.###but, um, there are still a lot of people who --n402096 insist on, on --n4020ad driving their own automobiles uh, --n4020cc to go everywhere.###.###right.###.###i find that a little irritating, because i don't think it's always so necessary.###.###uh-huh.###.###.###yeah,###yeah,### it, it becomes, uh,###maybe to you and i who --n4023f4 have grown up in some in, uh, uh, some more beautiful parts of the country, uh, i think that, that, uh, we become a little more aware --n40249f, uh, rather quickly of, of what --n4024d6's happening with air pollution and how, uh, how horrible it really is --n402519.###um, i, i notice people in, in dallas seem --n402816 to say, well, sure, there's air pollution,###but, you know, really, how bad is, how bad could this problem really be --n4029b2.###.### send, send them to wisconsin,###.###.		and we'll let them try --n402b1b to drink out of all of the lakes and try --n402b4a to fish in all of the lakes that --n402b71 have been suffering from, uh, the, uh, acid rain
157961:33	and it has, um, helped us to afford some things for our children that we couldn't otherwise --n402c80 that i think --n402c97 are wonderful particularly at this age,	###i'm a pediatrician.###.###oh.###.###my husband is a physician,###so, uh, i, i mumblex i talk to parents about this a lot.###but children,### i, i think working mothers or mothers who --n402642 choose --n40264d to work outside the home, um, need very early --n402680 to come to grips with any guilt, that they feel --n4026b3 and decide what --n4026c6's best for them and their family.###.###yeah.###.###.###uh-huh.###.###and i feel when my children were very young --n402935, i had jobs that --n402950 helped me be flexible with my schedule and spend time with them and all that sort of thing.###and i long ago decided i'm a better mother because i work outside the home.###.###uh-huh.###.###i really believe that.	and it has, um, helped us to afford all things for our children that we couldn't otherwise --n402c80 that i think --n402c97 are wonderful particularly at this age,
109255:17	the second thing is some colleges only offer the, uh, liberal arts and, uh, whereas like state, they offer engineering courses	###uh-huh.###.###and so i was going to school for, you know, just a few hundred dollars a semester,###and she was paying forty dollars an hour###.###golly,###.###so she paid ten times as much because she was out of state.###.###yeah,###luckily i've paid in state tuition the whole time.###.###oh, that's good.###yeah,###so i think that would be one thing i would definitely consider --n40136b try --n40137a to find a school within the state that, um, i liked --n4013b5 well enough --n4013c4 to attend.###.###uh-huh, um,###.###.###uh-huh.	the second thing is all colleges only offer the, uh, liberal arts and, uh, whereas like state, they offer engineering courses
134176:70	and we'll let them try --n402b1b to drink out of some of the lakes and try --n402b4a to fish in some of the lakes that --n402b71 have been suffering from, uh, the, uh, acid rain	###.###but, um, there are still a lot of people who --n402096 insist on, on --n4020ad driving their own automobiles uh, --n4020cc to go everywhere.###.###right.###.###i find that a little irritating, because i don't think it's always so necessary.###.###uh-huh.###.###.###yeah,###yeah,### it, it becomes, uh,###maybe to you and i who --n4023f4 have grown up in some in, uh, uh, some more beautiful parts of the country, uh, i think that, that, uh, we become a little more aware --n40249f, uh, rather quickly of, of what --n4024d6's happening with air pollution and how, uh, how horrible it really is --n402519.###um, i, i notice people in, in dallas seem --n402816 to say, well, sure, there's air pollution,###but, you know, really, how bad is, how bad could this problem really be --n4029b2.###.### send, send them to wisconsin,###.###.		and we'll let them try --n402b1b to drink out of all of the lakes and try --n402b4a to fish in all of the lakes that --n402b71 have been suffering from, uh, the, uh, acid rain
154774:35	and i think that keeps a lot, some people from --n4026b2 exercising.	###when my wife lets me --n401fe7.###.###well, now who do you play with --n402057.###do you have friends that --n4020d0 play with you###or just,###.###no,###i just shoot around by myself.###.###yeah.###.###and, uh, that's about it.###i use --n40227d to play soccer a lot in high school,###but when i graduated --n402324 i haven't done much.###i don't have a problem.###i know i have --n402415 to do more aerobics,###but i don't have a problem with weight.###i could eat all day and not gain an ounce.###.###well see, that's, that's th-, really good	and i think that keeps a lot, all people from --n4026b2 exercising.
