TGrepID	EntireSentence	context	BestResponse
15755:34	i think they may be playing up um, some aspects of the movie that --n404765 aren't the main aspects.	###.###and silence of the lambs.###.###now see i.###.### i'm, i'm intrigued --n404229 by it,###but i'm not sure i want --n4042dd to go --n4042ec see it yet.###.###yeah,###i don't think i want --n4043d5 to see that either.###i know,###i don't think i could.###.###i think, uh,###well, now, we had some friends that --n404586 went --n404591 to see it###and they said it was okay.###.###really.###.###so, it might not be as,	i think they may be playing up um, all aspects of the movie that --n404765 aren't the main aspects.
31480:39	but i would think that, um, that some guidelines could be set --n4019cd up to avoid that.	###.###uh-huh,###uh-huh.###.### and, and, uh, we, you know, we do have the random drug testing###but i've missed it so far.###but i mean, it, in the back of my mind, it always bothers me.###and what --n401366 happens if it, you know, if it, if they catch it,###they think that i'm, you know, i'm on drugs###and they send me and, and have me, uh, you know, go through this, this, thing, you know,###.###checked out or whatever.###.###yeah.###.###but it --n401778 seems to me that there are ways to accommodate that --n4017af. um,###i agree that, that some innocent person might be victimized --n4018b1, by a false test,###.###uh-huh.###.	but i would think that, um, that all guidelines could be set --n4019cd up to avoid that.
162249:54	but, uh, there's a four o one k plan uh, for, uh, sheltering some taxable income.	###uh-huh.###.###.###what kind of a degree have you got --n400741.###.###i've got a bachelor's in electrical engineering###so,###.###oh.###.###and i'm not, like, a hugely advanced degree or any of that stuff.###.###uh-huh.###.###uh, anyway, the, our benefits are pretty good.###we've got stock purchase program and a,### that, that's pretty generous, although you have --n400a78 to hold the stock for two years before you get the company contribution which --n400ab7 is, kind of a, a pain,###.###uh-huh.###.	but, uh, there's a four o one k plan uh, for, uh, sheltering all taxable income.
61000:7	and some of the people that --n401b69 work there have told me that when they have inspectors coming --n401b9c they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed --n401c2f to be dumping --n401c42,	###and i know for a fact that they get away with a lot that,###you know, they're supposed --n401248 to be regulated --n40125b because we have a, we have a plant, i don't know about t i but we have a plant, uh, a pillsbury plant, in, in a town adjacent to ours,###.###uh-huh.###.###and i know people that --n401571 work there that,###of course, you wouldn't think pillsbury would put out certain chemicals,###.###no.###.###but they put out toxic chemicals there just in some of the, um, what they do --n401729, uh, --n40173c to, uh, make their dough and st-, to, clean out the flour and stuff like that,###.###really.###.###yeah,###.###huh.###.###i mean, it's incredible.###and, um, they said that they're, you know, they have a little creek that --n401a42 runs by them	and all of the people that --n401b69 work there have told me that when they have inspectors coming --n401b9c they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed --n401c2f to be dumping --n401c42,
99247:72	i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than some of the high school teachers, i think.	###.###that,###so that's,###and i don't know, you know,### i, i think about, well, the dress code they have --n4033b3 for the kids, you know.###are###they put one on the parents, or the teachers and say they have --n40350a to, the men have --n403525 to wear ties###and there can be no blue jeans worn###and,###because some of the teachers i know --n4036ec wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had --n40373f dry cleaned --n40374e so they have got the crease###.###uh-huh.###.###and, uh, you know, they'll wear it with a nice top.### and, and, uh, i don't know that that looks that bad.###but, if you're going --n403a92 to tell the kids they c-, have --n403abd to dress up, i guess you can tell the teachers that, too.###.###yeah,### it, it,###i see that the,	i think the elementary school teachers, or maybe even the middle school teachers dress a little fancier than, than all of the high school teachers, i think.
27773:13	i listen to some country and western	###.###i think with, in a way one could talk about simon and garfunkel that way because they do tend, uh, --n40167d to have a dramatic or story approach to their music, uh, usually tend --n4016c0 to have some good or bad moral to it.###uh, over time i became very interested in, in baroque classical###and i think that was just through experiencing contacting college and the fact that i found it, it very relaxing for me.###my tastes now run i guess --n401af8 to a upbeat, uh, simon,###.###yeah.###.###it's something that --n401bd1 interests me, uh, combined with, with the classical tastes i had mentioned --n401c18.###and my classical music tends --n401d33 to be confined --n401d46 to the seventeen hundreds, early eighteen hundred music.###i'm not a music, um, mumblex,###i'm not particularly schooled in it.###i know what i like --n401eef to listen to --n401f02 as far as classical music.###and i, i spent a good deal of time --n401ff7 listening also to, uh, people from the late seventies, really, um, neil diamond, for instance. um, people of, of that particular time,###.###that's kind of the way i am --n40221f.###.###.###uh-huh.###.	i listen to all country and western
78585:7	so some of the things are not as, quite as, uh, adaptable.	###.###but we, we never have really planned a vacation around, uh, places to go hiking --n403263.###.###so your, your next, your plans are --n40338b try --n403396 to find someplace to s-, scuba dive --n4033c5.###.###yeah.###our next vacation will, will be scuba diving,###i'm sure.###.###you have any children.###.###no,###not yet.###.###okay,###then that's probably one of the reasons our,###we had little children all the time,###.###yeah.###.	so all of the things are not as, quite as, uh, adaptable.
39049:23	in the winter time i usually plant some pansies in there,	###i was over there,###they live in duncanville###.###uh-huh.###.###and i was over there at easter,###and they said, bring some tapes with you.###so they are always borrowing my tapes.###.###yeah.###.###but, uh,###.###well we,###.### i like --n40415f to, i like --n404176 to do, uh, stuff with plants.### i like, um, i have a lot of plants in my apartment,###and i've got a pretty small porch,###but it's, it's, uh,###i've got a few planters out there that i, i'll, uh, you know,	in the winter time i usually plant all pansies in there,
96743:132	and, uh, uh, i guess my, i, uh, the one, my one bad thing is that i am, that i wish my mother had had some of those opportunities, because, i think she would have really, she rea-, would have succeeded in a lot of ways, that men, that women were not able --n402b2d to succeed --n402b3c, in her, generation.	###.###so, there are some, some strides --n4024db to be made --n4024ee there.###.###yeah,###yeah.###.###but, uh, i do not know,### i, i think we have come a long way, actually, when i think about, you know, when things were like even, when i, you know, just when i was in high school --n4026f5 --n4026fc, and how it is --n402717 now for girls --n40272a.###.###uh-huh.###.###.###uh-huh.###.###.###uh-huh.###.###.###yeah,###.	and, uh, uh, i guess my, i, uh, the one, my one bad thing is that i am, that i wish my mother had had all of those opportunities, because, i think she would have really, she rea-, would have succeeded in a lot of ways, that men, that women were not able --n402b2d to succeed --n402b3c, in her, generation.
126165:57	i've got where now i can hit it in, in the air some of the time --n401919.	###i like that too.###.###uh, well, i, i, i, if i can, i can hit a great deal like, um, they, they, my friends###.###i don't know###i try --n401042 to play,###but god, i, a couple years ago i played two, three times a week and got lousy.###i guess that's the best i ever got --n4011d1 was lousy.###and i thought i was really improving and the big break was going --n4012c1 to come###and then i got worse again###so.###.### to get me they, they say i hit worm burners because i, i can't hit it up in the air.###.###yeah.###.###so i'm pretty bad###but i, i, i get great distance --n401612 hitting it, you know, mumblex across the ground,###and if it's going over water or something one of them have --n401766 to take the shot for me because i'm,###but i'm getting better.	i've got where now i can hit it in, in the air all of the time --n401919.
