TGrepID	EntireSentence	context	BestResponse
164949:21	ended up --n404043 getting some scholarships to go to college --n40406e and which --n404089 has been, you know, which --n4040ac is really nice,	###.###uh, just, you know, they, they take a notion to do it,###they do,###and, uh, that doesn't work either, you know,###they have --n403c03 to have guidance###and uh, they can't just have it at school and then come home###.###uh-huh.###.###and there's nothing, you know.###.###yeah,###yeah.###yeah,###i know that that, that was a big factor for me.###i ended up --n403ee8 coming out of, of the public school system very well###and was very good education, uh,###.###uh-huh.###.	ended up --n404043 getting all scholarships to go to college --n40406e and which --n404089 has been, you know, which --n4040ac is really nice,
168982:36	and, you know, for some, for some young men, that's good.	###.###yeah,###yeah### i-, i-,### for, for years there has been an idea --n4015bd batted around of having some sort of alternative, uh, public service for, uh, young people to go into --n401628, uh, after high school.###.###uh-huh.###.###uh, kind of in lieu of the draft for, for people who --n401827 don't, uh, who, you know, --n40185a are conscientious objectors or don't otherwise want e-, e-, to be in the military, you know.###say, okay, well you can go into the military###or you can do this other thing for one or two years --n401ba7 to kind of serve the community and, and learn about things.###and i-, it's interesting because i, i'm not a particular fan of the military###but i have seen a lot of people, a lot of young guys --n401e21 go in that --n401e34 don't have really a clue as to what they want --n401e67 to do --n401e76 with their lives and aren't terribly disciplined, you know, even just personal discipline about what they want --n401ecd to do --n401edc###and they come out###and they, they at least have, now they have at least some marginally marketable skills and more discipline.###and they have, uh, you know, in, in some cases they have a greater self-esteem because they can say, they can see that, you know, if i do something or sub-, submit my own will to the will of the sargent or whatever, at least for a short period of time, i can accomplish a lot###and it, it --n402683's a good lesson for a lot of young men to learn. that they don't need --n4026d6 to be, you know, cowboys.###they don't need --n402851 to be out there and, uh, you know, --n402884 constantly flaunting their ego --n40289b to get things accomplished --n4028b2.###.###.	and, you know, for some, for all young men, that's good.
155563:20	uh, guy, uh, some of my things, i, i'd like --n400052 to have a short work week you know,	###and it's beautiful###and, uh, i, i hope that i have something like that when i get older --n403cf4.###.###yeah### i, i think, i think the, uh i think that the decision that --n403e55 needs --n403e60 to be made --n403e73 though on nursing home has --n403e8e to be a joint one between the, uh, elderly uh, person who --n403ed1's going in and the family that --n403ef4's going --n403f03 to be, uh, effec-, effected --n403f2a by it###.###uh-huh.###.###.###uh-huh.###.###.###oh definitely it's,###.###and, uh, you know, sometimes it can, those choi-, those choices can be made --n404310 in advance###and sometimes the choices because of the nature of the illness when they're,###.###right.###.###.	uh, guy, uh, all of my things, i, i'd like --n400052 to have a short work week you know,
156639:7	but some of them have already been in youth centers. and that kind of thing,	###like, in, in,###uh, i'm afraid i think that there are kids who --n40220d just ought --n40221c to be taken --n40222f out of their homes and reared --n40224e.###uh, i know the institutions don't work that well,###but it's a bad day because i get all these kids through my office.###i have a school of five hundred and thirty-seven kids.###.###uh-huh.###.###five hundred of them are good, solid kids###and i have the same thirty-seven in my office every day.###.###um.###.###and a lot of their parents are totally irresponsible.###some of them in the penal system.###.###so that's a difficult situation.###.###and, you know, you just see those kids going down the road.###now, not all of them will commit offenses that --n40288d have --n402898 to do with capital punishment,	but all of them have already been in youth centers. and that kind of thing,
71322:37	in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.	###yeah,### they had --n40792d to, they had --n407944 to raise, uh, community college taxes here, a few years ago.###.###but that, uh, i guess that goes along with the general idea that the federal government had to, uh, was expending so much money --n407aef on defense, uh, that, that the program now is a, uh, program now is, uh,###fees that, that --n407d93 fund these things, i guess that's trickled down to the states###and, the states now establish, uh, don't have enough money###.###uh-huh.###.###so they, they must charge fees.###uh, i, i'm not too sure of that reasoning.###.###yeah.###.###but i guess to get back to the main topic, i don't know whether i pay too much taxes.### i, i, i travel extensively in europe and see enormous, uh,###people p-, pay, uh, a great deal in taxes,###they tell me###when i sit and talk to people there --n408409 they tell me they, they,###some states they pay, uh,	in germany or in, in england in all cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.
169902:90	i, i think sometimes, you know, i've noticed, uh, people asking for, uh, some of the patients asking for things --n402c1f, uh, just repetitively and, but things that --n402c4e are not reasonable,	###so it --n40156d's hard to tell how much of that --n401598 rubs off on those who --n4015b3 are struggling --n4015c2 to r-, to retain, uh, clarity, say, uh, you know.###.###from the lack of stimulation, you mean --n4017c5.###.###yeah.###well i, i don-, i don't know.### we, we --n40192d also, my wife and i, uh, uh, volunteer --n401964 to go to a, uh, nursing home that --n401993's just a mile from our house.### we, uh, she goes more often than i.###we used --n401bb3 to go once a month, once every two months --n401be2 to visit some of the patients there.###and we'd take, we have a two year old son###and so we, sometimes we'd take him with us.###and, uh, there i would say it's the same thing.### it's, it's a nice, uh, relatively nice environment###but again, um, it must be depressing for the people who, who --n402040 are, who --n402057 are just e-, e-, essentially not able --n40209e to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.###it --n4024d8's, must be depressing to, to walk, walk the halls and see, an-, and see all these other people who --n40256b really don't know where they are --n40258e.###.###do you think that in the case of the one that you've actually had some experience with --n4027a3, that the people who --n4027be operate it seem --n4027d1 to have, what you'd perceive of --n4027f8 as genuine concern.###.###i think, yeah,###i think they're relatively re-, respectful. yeah and, and concerned that, in as much as they can be.	i, i think sometimes, you know, i've noticed, uh, people asking for, uh, all of the patients asking for things --n402c1f, uh, just repetitively and, but things that --n402c4e are not reasonable,
108521:93	uh, lot of the shows that, that i've liked --n4013c6 in the past, like, uh, oh, golden girls and, some of them tend --n401415 to get so risque,	###.###wonder years.###.###wonder years,###yeah,###that's my favorite.###uh,###.###i like both of those real much also.### i, i think basically, they pr-, same thing, they promote family values.###.###yeah.###wonder years,### i, i guess that is supposed --n400e10 to be put --n400e23 out at a time when i was growing up or whatever --n400e56.###i guess i can really relate to it,###and, uh, it's just a real cute show.###uh, i, i guess i like the shows that --n4010c6 really have a real sense of, uh, i don't know, honesty or sort of a purity value, i guess --n401131.###.###i do, too.### i, i don't like it,	uh, lot of the shows that, that i've liked --n4013c6 in the past, like, uh, oh, golden girls and, all of them tend --n401415 to get so risque,
30391:26	we have, you know, used some of it for some personal things.	###.###yeah,###that's what we have --n400a2f. um.###.###do you use it a lot at home.###.###well, i really do.###i, um, am an accountant### and, but i work at home.###.###uh-huh.###.###.###uh-huh.###so you're on it a lot.###.###so i use it for that quite often.###.###uh-huh.###.	we have, you know, used all of it for some personal things.
91184:148	i, i think i'd, i'd advise a parent --n401a6d to send a kid to a school --n401a90, though, that --n401aa7 has a number of different types of programs, you know, that, uh, some of the smaller schools might be very limited in what they can offer --n401b26,	###.###yeah.###.### an, and, i mean, choosing from my experience, you know, i thought, you know, my, i know what i want --n40110b a lot more than my parents know what i want --n40113a.###.###uh-huh.###.###but, uh, i don't know,###at the same time, you have --n4013b5 to decide what --n4013c8 is important about the school,###you know, the size of it or,###.###yeah.###i think that's more important --n401544 probably than even the career vocation, because most people change.###.###yeah.###.### i kn-, i know very few people that, uh, --n401673 started in one field and stayed with it.###you know, they,###i think that's what you just said --n4017fa, you know, having to do more with the size of the school, the environment of the school, uh,###i think that's much more important.	i, i think i'd, i'd advise a parent --n401a6d to send a kid to a school --n401a90, though, that --n401aa7 has a number of different types of programs, you know, that, uh, all of the smaller schools might be very limited in what they can offer --n401b26,
77593:15	what --n4000b1 are some of the things that you did --n4000d8 with your children when they were growing up --n4000ff.	###yeah,###you too,###i wish you the best.###.###thanks###you too.###.###okay###thanks.###.###uh, bye,###bye-bye.###.###bye-bye.###.###.###there we are --n40001e.###.###yes.### tell me,	what --n4000b1 are all of the things that you did --n4000d8 with your children when they were growing up --n4000ff.
