TGrepID	EntireSentence	context	BestResponse
119232:80	i'm not, you know, i have a problem, uh, with whether it's going to work or not, you know,	###SpeakerB42*t42 . ###Yeah . E_S ###SpeakerA43*t43 . ###basically a dictator fascist . E_S ###SpeakerB44*t44 . ###And it seems like those countries are so easily susceptible to that kind of thing , E_S ###\[ it just \+ E_S ###you know , unstable . \] E_S ###SpeakerA45*t45 . ###Sure . E_S ###SpeakerB46*t45 . ###SpeakerA47*t47 . ###Well , what do you think -N402CA8 of , uh , this , uh , U S free trade agreement -NONE- we 're working on -N402CF7 with Mexico . E_S ###SpeakerB48*t48 . ###Well , I think -NONE- it 's long overdue E_S ###SpeakerA49*t49 . ###Uh-huh . E_S ###SpeakerB50*t50 . ###uh , I just , you know , E_S ###there 's so much difference \[ in , \+ in \] the economies of the two countries , E_S 	i'm not, you know, i have a problem, uh, with whether it's going  to work or not but not both, you know,
102122:39	and, and drink wise they have kool-aid, milk or water. normally.	###Well with my kids I do n't , E_S ###they get enough sugar and stuff anyway . E_S ###SpeakerA171*t170 . ###SpeakerB172*t172 . ###Mine are bouncing off the walls normally anyway . E_S ###SpeakerA173*t173 . ###Yes . E_S ###SpeakerB174*t174 . ###And they do n't need any added help . E_S ###SpeakerA175*t175 . ###Right . E_S ###SpeakerB176*t176 . ###So , when we 're here at home , you know , with sweets and stuff -N40607C , \[ they , \+ they do n't , \] \+ we do n't \] really do that much . E_S ###I do a lot of fruits instead of the cakes and the candies and you know , stuff like that . E_S ###SpeakerA177*t177 . ###Uh-huh . E_S ###SpeakerB178*t177 . ###SpeakerA179*t179 . ###Uh-huh . E_S ###SpeakerB180*t180 . 	and, and drink wise they have kool-aid, milk or water but bot both. normally.
71908:46	and, you know, working out six hours a day, usually six or seven days a week that kind of, kept us all in pretty good shape,.	###and your whole body aches , you know . E_S ###SpeakerA41*t41 . ###Yeah . E_S ###SpeakerB42*t42 . ###Um , I know -NONE- I 'm looking forward to -N401EF6 getting back into -N401F09 getting into shape , E_S ###uh , I feel like I 'm out of shape E_S ###but I feel guilty for -N40207F not going , because \[ I \+ really I 'm , \] \+ I 'm \] so used to -N4020CA going for , you know , three or four years now . E_S ###SpeakerA43*t43 . ###Uh-huh . E_S ###SpeakerB44*t43 . ###SpeakerA45*t45 . ###Yeah , E_S ###I , stayed in pretty good shape during school . E_S ###SpeakerB46*t46 . ###But , um , E_S ###SpeakerA47*t47 . ###I played baseball , all the way through E_S ###SpeakerB48*t48 . ###Uh-huh . E_S ###SpeakerA49*t49 . 	and, you know, working out six hours a day, usually six or seven days a week but not both that kind of, kept us all in pretty good shape,.
29097:92	i do see a problem with graduating people that, that can't read and are not, you know, productive in society or productive to themselves	###SpeakerB128*t128 . ###You can go back to work now . E_S ###SpeakerA129*t129 . ###Well , -NONE- thank you . E_S ###SpeakerB130*t130 . ###-NONE- Thank you . E_S ###SpeakerA131*t131 . ###You have a good day . E_S ###SpeakerB132*t132 . ###Bye-bye . E_S ###SpeakerA133*t133 . ###Bye-bye . E_S ###SpeakerB134*t133 . ###SpeakerB1*t1 . ###Well , \[ in the norman- , \+ in a normal \] route of way -NONE- we do things -N400052 , how about the ladies go first . E_S ###SpeakerA2*t2 . ###All righty . E_S ###Um , well , I , uh , have a four year old who -N4001CE will just be entering public school next year , E_S ###so I 'm really just starting -N4002CB to get involved -N4002DE \[ in , \+ uh , in \] what -N4002FD 's out there and how they do things -N400324 . E_S ###Um , as far as the system as a whole , I really do n't see a problem with it . E_S 	i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.
59184:37	i mean, they may let you off for a day or two to have your baby,	###Bye . E_S ###SpeakerA173.1*t172.1 . ###SpeakerA1*t1 . ###Okay , E_S ###what do you think -N40003C about it . E_S ###SpeakerB2*t2 . ###Well , uh , the roles have definitely changed in the last generation or so . E_S ###SpeakerA3*t3 . ###Oh , yeah . E_S ###SpeakerB4*t4 . ###Um , I think -NONE- a lot of it has -N4001AB to do with women working . E_S ###SpeakerA5*t5 . ###Uh-huh , E_S ###yeah , E_S ###I do too . E_S ###I think -NONE- it 's going -N4002FB to , E_S ###\[ in , \+ like in \] the future , I think -NONE- -N400399 all women are going -N4003B0 to work . E_S ###SpeakerB6*t6 . ###Yeah . E_S ###SpeakerA7*t7 . 	i mean, they may let you off for a day or two  to have your baby but not both,
152368:30	you probably have a better team, uh, cooperation, or team playing, atmosphere.	###that 's maybe the majority of the importance , I guess -NONE- -N402B5D . E_S ###Yeah , E_S ###because my perspective is from an institution , E_S ###uh , \[ the , \+ there \] is not much incentive for innovativeness because the limitation for reward is very severe E_S ###SpeakerB50*t50 . ###Uh-huh . E_S ###SpeakerA51*t50 . ###SpeakerB52*t52 . ###Uh-huh . E_S ###SpeakerA53*t53 . ###but if you 're in the corporate world , I think there is considerable motivation for I guess \[ in- , \+ innovation , \] E_S ###although \[ he , \+ \] you know , -NONE- the more complex -NONE- your structure -NONE- -N402F25 the , uh , less difficult it -N402F48 is -N402F53 -NONE- to kind of carry some things through E_S ###SpeakerB54*t54 . ###Uh-huh . E_S ###SpeakerA55*t55 . ###but , uh , I think -NONE- \[ there is , \+ uh , it 's \] a long term type of process where in a small organization \[ it 's , \+ \] uh , things can happen much more quickly and so you can see the reward of the efforts . E_S ###SpeakerB56*t56 . ###I think -NONE- probably in a small , E_S ###yeah , E_S ###I was going -N4033F4 to say -NONE- \[ more , \+ it 's more \] personal for one thing . E_S 	you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.
18197:49	um, where you live is there a real high, uh, alkaline or ash content	###I 'll bet . E_S ###SpeakerA19*t18 . ###SpeakerB20*t20 . ###I 'll bet . E_S ###SpeakerA21*t21 . ###I mean \[ just , \+ -NONE- just \] scratching two or three inches was just a chore . E_S ###SpeakerB22*t21 . ###SpeakerA23*t23 . ###\[ It was -NONE- , \+ E_S ###it was -NONE- \] E_S ###and then when it gets wet -N4015EF , you know , you do n't even want -N40161A to get out in the yard , E_S ###SpeakerB24*t24 . ###Right . E_S ###SpeakerA25*t25 . ###it 's horrible . E_S ###SpeakerB26*t26 . ###Right . E_S ###SpeakerA27*t27 . ###It 's a nightmare . E_S ###But , um , I do n't know \[ what , what i- , \+ \] E_S 	um, where you live  is there a real high, uh, alkaline  or ash  content but not both.
46142:88	it was right close to when we was going to find out if we was going to get to be in the playoffs, or not.	###No . E_S ###Because usually it 's snowing . E_S ###SpeakerB172*t172 . ###Yeah . E_S ###SpeakerA173*t173 . ###Ice and rain and everything . E_S ###SpeakerB174*t174 . ###Sure . E_S ###SpeakerA175*t175 . ###But , I tell you what , E_S ###if you get -N407839 to watch some of these , E_S ###now I do n't know how it will be -N4078EC this year , you know , E_S ###but , I mean , these games go right down to the wire . E_S ###SpeakerB176*t176 . ###Uh-huh . E_S ###SpeakerA177*t177 . ###It was like I was sitting on the edge of my chair , you know , going oh , no , no . E_S ###And one , uh , E_S ###I ca n't remember . E_S ###It was about , uh , E_S 	it was right close to when we was going  to find out if we was going  to get  to be in the playoffs, or not but not both .
166934:41	so you got to give them either more time in the system or a different process that will hopefully work better.	###At least in California , they 're supposed -N402AF6 to be -NONE- . E_S ###Not during the trial , E_S ###during the trial as to whether they 're guilty or not has nothing -NONE- -NONE- to do -N402C01 with their background . E_S ###SpeakerA49*t49 . ###Right . E_S ###SpeakerB50*t50 . ###But when it comes to what kind of sentence you 're going -N402D40 to lay -N402D4F down -N402D5A , I think \[ that , \+ uh , that \] they should -NONE- . E_S ###SpeakerA51*t51 . ###Uh-huh . E_S ###SpeakerB52*t52 . ###\[ I do n't , \+ I do n't \] know that they always have -NONE- because I never sat all the way through a jury trial . E_S ###They get too boring . E_S ###SpeakerA53*t53 . ###Uh-huh . E_S ###So , \[ you , \+ what you 're \] saying -N4030BB is this , if there is the second offense , then you execute them . E_S ###SpeakerB54*t54 . ###Well , if it 's a second offense , the punishment should certainly be more severe than a first offense , because obviously , the rehabilitation process did not work the first time . E_S ###SpeakerA55*t55 . ###Um . E_S ###SpeakerB56*t56 . 	so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.
169551:32	i think this particular case has been like ten or fifteen years.	###Uh-huh . E_S ###SpeakerB44*t44 . ###-NONE- put it to sleep , you know . E_S ###-NONE- Just get it out , you know , E_S ###it 's not able -N4021E0 to fit in , you know . E_S ###SpeakerA45*t45 . ###Something inexpensive . E_S ###SpeakerB46*t46 . ###Yeah . E_S ###Yeah , E_S ###exactly . E_S ###Uh , I guess , kind of -NONE- the way -NONE- I think about it -N402332 also , is -NONE- they just , E_S ###SpeakerA47*t46 . ###SpeakerB48*t48 . ###if somebody gets the death penalty , \[ they 're , \+ they 're \] judged -N402462 guilty , E_S ###they got the death penalty , E_S ###they should have one year and one appeal . Cover all their bases with one appeal E_S ###and if not , you know , -NONE- \[ do n't , \+ do n't \] let them sit up there on death row for , you know , fifteen years . E_S ###SpeakerA49*t49 . ###Yeah . E_S 	i think this particular case has been like ten or fifteen years but not both.
