TGrepID	EntireSentence	context	BestResponse
80682:39	and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look.	###SpeakerA155*t155 . ###All right . E_S ###SpeakerB156*t156 . ###All right , E_S ###bye-bye . E_S ###SpeakerA157*t156 . ###SpeakerA1*t1 . ###What kind of painting are you planning -N40002E to do -N40003D . E_S ###SpeakerB2*t2 . ###Well I have wallpaper -N4000D0 in both of my bathrooms right now which -N4000F7 is really pretty disgusting . E_S ###SpeakerA3*t3 . ###Uh-huh . E_S ###SpeakerB4*t4 . ###And , um , it 's a rent house E_S ###and I decided -NONE- it -N400254 's too expensive -NONE- to rewallpaper E_S ###so I decided -NONE- I 'm going -N40030D to paint . E_S ###SpeakerA5*t5 . ###Uh-huh . E_S ###SpeakerB6*t6 . ###And I 've been -N4003B9 buying some magazines and stuff and looking at different ways -NONE- -NONE- to paint -N4003F8 . E_S 	and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. but not both to give it kind of a country look.
31268:79	the people that took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable	###I thought , well , \[ how do you , \+ how do you \] weed those out -N403057 . E_S ###SpeakerB47*t47 . ###Yes . E_S ###Some of those certainly have a lot of \[ dis- , \+ difficulties , \] you know , with , uh , all sorts of things , E_S ###SpeakerA48*t47 . ###SpeakerB49*t49 . ###and I would imagine -NONE- their learning disabilities are quite large in some cases . E_S ###SpeakerA50*t50 . ###When I was listening to N P R , the National Public Radio -N403374 , E_S ###and they 've quoted statistics that \[ I just about , \+ \] my throat just about fell into my toes -N403440 . E_S ###They said -NONE- at the bottom of the S A T scores of graduating college seniors are usually -N40356E those people that -N403581 go into education . E_S ###SpeakerB51*t51 . ###Oh , wow . E_S ###SpeakerA52*t52 . ###Yes . E_S ###SpeakerB53*t53 . ###That 's encouraging . E_S ###SpeakerA54*t54 . ###Yes . E_S ###\[ And I , \+ and \[ I , \+ I \] got to -N403757 thinking back when I was teaching college chemistry -N40377E , E_S 	the people that  took, you know, the lower level courses, i sometimes wondered, you know, are they really even educatable or trainable but not both.
20016:38	well, see i, i am debating whether or not i want to go see the movie after having read the book.	###Well , I 'll tell you another good book , E_S ###do you like scary things . E_S ###SpeakerA167*t167 . ###Um , well , some history , books are pretty scary , E_S ###SpeakerB168*t168 . ###Have you , E_S ###SpeakerA169*t169 . ###but , E_S ###yeah . E_S ###SpeakerB170*t170 . ###That 's true . E_S ###Have you read , THE SILENCE OF THE LAMBS . E_S ###SpeakerA171*t171 . ###No . E_S ###Somebody who , -N4087A4 saw the movie here the other day told me -NONE- it was the most terrifying thing -NONE- they 'd ever seen -N4087FF , E_S ###SpeakerB172*t172 . ###Oh . E_S ###SpeakerA173*t173 . ###they did n't sleep all night . E_S ###SpeakerB174*t174 . 	well, see i, i am debating whether or not i want  to go  see the movie after  having read the book but not both.
19248:44	uh, but, of course, the people who have challenged that or tried to do, on-, have cor-, have not been world powers.	###SpeakerB42*t41 . ###SpeakerA42-1*t42-1 . ###Uh-huh . E_S ###SpeakerBNaN*t42-1 . ###SpeakerB42-2*t42-2 . ###And , uh , uh , \[ that , \+ that \] may have been \[ a , \+ a , \] \+ a \] kind of far out way of -NONE- thinking about it E_S ###SpeakerANaN*t42-2 . ###SpeakerB43-1*t43-1 . ###I do n't know . E_S ###SpeakerANaN*t43-1 . ###SpeakerA43-2*t43-2 . ###Well , it 's interesting , anymore E_S ###SpeakerBNaN*t43-2 . ###SpeakerB44*t44 . ###the world 's getting so small that it does n't seem -N403625 to tolerate anymore any kind of the expansionism , philosophy \[ that , \+ that \] -N40366C was here \[ in , \+ \] you know , twenty years ago . E_S ###SpeakerA45*t44 . ###SpeakerB46*t46 . ###Uh-huh . E_S ###SpeakerA47*t47 . ###Yeah . E_S 	uh, but, of course, the people who  have challenged that or tried  to do, on- but not both, have cor-, have not been world powers.
127140:45	and then there's kind of the, the branch manager level or marketing people that kind of do that middle thing.	###SpeakerB42*t42 . ###Uh-huh . E_S ###SpeakerA43*t43 . ###\[ ###That \+ there 's the \] \[ t- , \+ \] upper management that -N401814 always wears gray suits . And the people that -N40183F do n't , uh , E_S ###SpeakerB44*t44 . ###Uh-huh . E_S ###SpeakerA45*t45 . ###\[ I would , \+ \] \[ if you , \+ if I \] want -N4019B5 to say do n't have power or do n't have authority or whatever like I used -N4019FC to be in that research E_S ###SpeakerB46*t46 . ###Uh-huh . E_S ###SpeakerA47*t46 . ###SpeakerB48*t48 . ###Uh-huh . E_S ###SpeakerA49*t49 . ###and I guess -NONE- you are -NONE- . E_S ###SpeakerB50*t50 . ###Uh-huh . E_S ###SpeakerA51*t51 . ###That we dress in the jeans E_S 	and then there's kind of the, the branch manager level or marketing people that  kind of do that middle thing but not both.
159334:42	and, you know, it was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke.	###SpeakerB11*t11 . ###They 're not completely up on what -N401173 should be going on or what -N401192 's not going on . E_S ###SpeakerA12*t12 . ###Uh-huh . E_S ###SpeakerB13*t13 . ###And it can be pretty sad . E_S ###I 've \[ got a , \+ had a \] grandmother who -N401306 had a stroke . E_S ###And she was in a nursing home for four or five years before she died . E_S ###SpeakerA14*t14 . ###Oh . E_S ###SpeakerB15*t15 . ###And , you know , it 's the type of thing that she was living down in Florida -N4014E2 . E_S ###My \[ in- , \+ families \] was up in Maryland E_S ###SpeakerA16*t16 . ###Uh-huh . E_S ###SpeakerB17*t17 . ###and the other part of her family was up in , uh , New York state . E_S ###SpeakerA18*t18 . ###Right . E_S ###SpeakerB19*t19 . 	and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.
175996:35	and, uh, my mother hardly ever spent anything on herself or on the house.	###SpeakerB10*t10 . ###But , uh , mostly we just spent cash . Whatever we had -N401465 . E_S ###And if we did n't have it , we absolutely did n't spend it . E_S ###But then , as things improved , you know . E_S ###\[ Once , \+ once \] I got them all through college , uh , it came to the point where , uh , E_S ###my parents came through the depression . E_S ###I 'm not sure how old you are -N4017E5 . E_S ###SpeakerA11*t11 . ###Well , \[ my , \+ you know , my , \] \+ my \] parents too . E_S ###\[ You , \+ you \] \+ you \] were born -N40196B \[ in , \+ in \] the , \+ in the \] late thirties or early forties . E_S ###SpeakerB12*t12 . ###But my , E_S ###SpeakerA13*t12 . ###SpeakerB14*t14 . ###Late thirties , E_S ###yeah . E_S ###Uh-huh . E_S ###SpeakerA15*t15 . ###Yeah . E_S ###SpeakerB16*t16 . 	and, uh, my mother hardly ever spent anything on herself or on the house but not both.
125273:30	it doesn't have the coup de ville or the sedan de ville squareness.	###SpeakerA11*t11 . ###Which type of Cadillac , uh , is your favorite -N400878 . E_S ###SpeakerB12*t12 . ###Oh , I do n't know . E_S ###I guess the Seville , probably or . E_S ###SpeakerA13*t13 . ###The Seville . E_S ###SpeakerB14*t14 . ###Yeah . E_S ###SpeakerA15*t15 . ###That 's a sharp looking car . E_S ###SpeakerB16*t16 . ###Yeah . E_S ###SpeakerA17*t17 . ###That really is -NONE- . E_S ###\[ It , \+ it \] always has been -NONE- though . You know , E_S ###SpeakerB18*t18 . ###Yeah , E_S ###they have been -NONE- . E_S ###SpeakerA19*t19 . 	it doesn't have the coup de ville  or the sedan de ville  squareness but not both.
145555:164	if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from and tell them, hey, either drop my rates or drop my, you know, uh annual fees	###uh , yeah , E_S ###\[ I , \+ in fact , \[ I 've , \+ I 've \] even , uh , heard some people that -N403CB5 have applied for credit cards with much less , uh rates and have paid off their , you know higher interest rate , uh cards and just sent them back , you know . E_S ###SpeakerB82*t82 . ###Income . E_S ###SpeakerA83*t82 . ###SpeakerB84*t84 . ###Oh , yeah . E_S ###SpeakerA85*t84 . ###SpeakerB86*t86 . ###Right . E_S ###SpeakerA87*t86 . ###SpeakerB88*t88 . ###Right . E_S ###SpeakerA89*t88 . ###SpeakerB90*t90 . ###Yeah . E_S ###SpeakerA91*t91 . ###And \[ I , \+ I \] guess -NONE- \[ there 's some , \+ there 's , uh , uh , some \] negotiating there , too , E_S ###because I heard , uh , E_S ###on one of the local talk shows here , they had somebody on \[ and , \+ and \] said , what you can do -N4041D8 is , uh , -NONE- call , you know , E_S 	if you've got a pretty good rating, uh, credit rating you can call your in-, you know, your, your card, wherever you got your card from  and tell them, hey, either drop my rates or drop my, you know, uh annual fees but not both.
74280:75	and you can't make up in a classroom of one hour a day, what's not been doned for, fifteen or sixteen years at home,	###Like MUMBLEx . E_S ###SpeakerB64*t63 . ###SpeakerA65*t65 . ###Right . E_S ###SpeakerB66*t66 . ###and you can see exactly , why the child is that way -N40376A . E_S ###SpeakerA67*t67 . ###Yeah E_S ###exactly . E_S ###SpeakerB68*t68 . ###You \[ can \+ as a teacher , ca n't \] hold a child accountable , if you 're not going -N403862 to get reinforced -N403875 by , that at home . E_S ###SpeakerA69*t69 . ###Yeah . E_S ###SpeakerB70*t69 . ###SpeakerA71*t71 . ###That 's right . E_S ###SpeakerB72*t71 . ###SpeakerA73*t73 . ###that 's right . E_S ###SpeakerB74*t74 . 	and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,
173504:75	and if you don't you'll perish. either by the hand of your, your, your master or by being pushed out in the woods.	###SpeakerB18*t17 . ###SpeakerA19*t19 . ###\[ but , \+ but , \] you know , \[ the , \+ the \] merits of the case in terms of , you know , -NONE- the guy was a law breaker , as -NONE- being supportive . E_S ###Now , \[ I , \+ I 'm , \] \[ a- , \+ a- , \] \+ at \] this juncture E_S ###\[ I , \+ you know , \[ I 'm , \+ I 'm \] not sure , you know , what -N4029A6 constitutes \[ a , \+ a \] technicality . E_S ###You know , \[ that , \+ that 's \] what all \[ c- , \+ \] \[ these , \+ these \] hearings are about -N402B5C E_S ###and that 's what all these , you know , court cases are about -N402C94 . E_S ###I mean \[ our , \+ uh , our , \] \+ our \] glorious , uh , you know , mayor here in Washington is six days away from -N402DA5 getting \[ out of , \+ out of \] the can E_S ###and , uh , you know , \[ he , \+ he \] tried -N402F75 to appeal his conviction . E_S ###Uh , and , you know , it did n't work . E_S ###But be that as it may -NONE- , everybody who -N4030F6 got enough money will pump the appeal process dry . E_S ###Uh , \[ in , \+ in \] the old days , you know , and say round about times of battle of Hastings , you know , and the villages if you were a transgressor , \[ they , \+ they \] either , you know , drove you out in the woods E_S ###or you became a ward of somebody E_S ###and \[ he , \+ you \] were his slave . E_S ###SpeakerB20*t19 . ###SpeakerA21*t21 . ###And if he did n't like what you did -N40358D , he killed you . E_S ###And \[ that has , \+ that 's \] pretty effective . E_S ###Uh , you know , it 's not good for civil rights , I guess -NONE- -N403705 , E_S ###but it 's pretty effective in that , you know , you 've got -N4037E4 to get along in the community E_S 	and if you don't you'll perish. either by the hand of your, your, your master or by  being pushed  out in the woods but not both.
113961:67	and the federal came in and said, hey, you know, you have either got to build more prisons or let people go.	###There 's just no deterrent . E_S ###SpeakerB16*t16 . ###That 's right . E_S ###SpeakerA17*t17 . ###And so many of those kind of people , \[ they got , \+ they \] have a better life -N4005F7 in prison than they have -NONE- on the street anyway E_S ###so , you know , unless they really make it rough on them \[ that 's not a , \+ -NONE- going to prison for a little while is not much of a \] deterrent I do n't think -NONE- -N4007D7 . E_S ###SpeakerB18*t18 . ###Especially not a federal prison . E_S ###SpeakerA19*t19 . ###Right . E_S ###Well , I do n't know what Oklahoma 's laws are -N4009E4 E_S ###but Texas 's I do n't know are , E_S ###I do n't know E_S ###\[ it 's , \+ it 's \] no one 's f- , E_S ###I mean it 's not the judge 's fault I do n't think -NONE- -N400BE5 . E_S ###It 's just the way -NONE- the law is -N400CA4 down here . E_S ###Man \[ our cr- , \+ our , uh , prisons are so crowded \] that , uh , they can commit some pretty serious crimes and be set -N400DA0 free within a year to two . E_S ###SpeakerB20*t20 . ###Well , see \[ we were under , \+ uh , the state 's prisons were under \] a mandate -NONE- to , uh , E_S ###it was over crowded E_S 	and the federal came in and said, hey, you know, you have either got  to build more prisons or let people go but not both.
165670:54	uh, yet i don't know wh-, whether i would buy saturn or not at this point.	###SpeakerA1*t1 . ###So . Have you heard about Saturns . E_S ###SpeakerB2*t2 . ###I 've heard some about Saturns . E_S ###I do n't know a lot about them . E_S ###I have n't been over , uh , to a dealer -N40017C to look at them although I did see something in tonight 's paper that -N4001BB said that their , uh reliability is rated -N4001E2 to be equal to that of \[ the , \+ I guess , the \] Japanese cars . E_S ###SpeakerA3*t3 . ###Ooh , that 's great . E_S ###Actually that 's kind of the type of car that \[ I , \+ I 'm \] thinking about -NONE- we might get -N4004AF . E_S ###Saturns , you ca n't go to a dealer unless you go to \[ a , \+ a \] Saturn dealer . \[ This , \+ this \] offshoot of G M . E_S ###SpeakerB4*t4 . ###Uh-huh . E_S ###SpeakerA5*t4 . ###SpeakerB6*t6 . ###Yeah . E_S ###SpeakerA7*t7 . ###And , uh , supposedly , they 've got great customer satisfaction from what things I 've heard -N4007B2 . E_S ###SpeakerB8*t8 . ###Um . Yeah , E_S ###I 've heard -NONE- a lot of people like them . E_S 	uh, yet i don't know wh-, whether i would buy saturn or not at this point but not both.
86874:94	but, you know, any kind of handgun at all, if it will fit in a handgun and a rifle you would still have to buy it, or sign up for it,	###See \[ in California they , \+ In California they \] make you register when you buy ammunition -N402391 . E_S ###SpeakerA41*t41 . ###Pardon . E_S ###SpeakerB42*t41 . ###SpeakerA43*t43 . ###Yeah . E_S ###Uh-huh . E_S ###SpeakerB44*t44 . ###You have -N4024C4 to sign a , you know , E_S ###they take your name and driver 's license number , \[ hunter , \+ hunting \] license number and all that good stuff , before you can buy any big ammunition . Especially for handguns , E_S ###SpeakerA45*t45 . ###Yeah . E_S ###SpeakerB46*t45 . ###SpeakerA47*t47 . ###Yeah . E_S ###SpeakerB48*t47 . ###SpeakerA49*t49 . ###Yeah . E_S ###SpeakerB50*t50 . ###now rifles are n't too bad , E_S 	but, you know, any kind of handgun at all, if it will fit in a handgun and a rifle you would still have  to buy it, or sign up for it but not both,
168510:23	they don't execute anybody in britain or france	###But when I 've got -N401E0E to work -N401E1D to pay my dues and your dues -N401E40 then I do n't like you very much anymore . E_S ###SpeakerA35*t35 . ###Yeah . E_S ###SpeakerB36*t35 . ###SpeakerA37*t37 . ###Yeah . E_S ###Well , I , E_S ###the cost is something E_S ###but \[ it 's , \+ but I think -NONE- it 's \] relatively unimportant compared to what 's the most effective way of , -NONE- dealing with crime -N402070 E_S ###SpeakerB38*t37 . ###SpeakerA39*t39 . ###and I guess -NONE- I would like , E_S ###I do n't know , E_S ###the European countries certainly , uh , none of them have capital punishment E_S ###and \[ they \+ they \] do n't have a crime problem either . E_S ###SpeakerB40*t40 . ###Oh , really . E_S ###SpeakerA41*t41 . ###No , E_S ###you ca n't , E_S 	they don't execute anybody in britain or france but not both.
49539:30	they're worse than american cars i think or just as bad as far as resale goes.	###Yeah , E_S ###it is -NONE- . E_S ###SpeakerA46*t46 . ###\[ And , \+ and \] resale value is really important to me . E_S ###SpeakerB47*t47 . ###That 's true . E_S ###SpeakerA48*t47 . ###SpeakerB49*t49 . ###Yeah , E_S ###it is me too E_S ###that 's why I got the Honda -N401F0E . E_S ###SpeakerA50*t50 . ###Yeah . E_S ###SpeakerB51*t51 . ###Hondas have great resale value . E_S ###SpeakerA52*t52 . ###Yeah . E_S ###SpeakerB53*t53 . ###The Mazda definitely did not . E_S ###Not at all . E_S 	they're worse than american cars i think or just as bad as far as resale goes but not both.
21517:53	do you think that's why most rock stars nowadays keep their marriages secret, or at least they keep it quiet.	###Uh-huh . E_S ###SpeakerA115*t115 . ###and I think -NONE- they 're thinking about that exact thing , about the idea that if the show lets them , uh , get together , then you lose part of what the show 's all about -N4070AC . E_S ###SpeakerB116*t116 . ###Uh-huh . E_S ###SpeakerA117*t117 . ###So . I always thought -NONE- that was kind of weird . E_S ###SpeakerB118*t118 . ###Yeah , E_S ###it -N4072E7 's funny how \[ we , \+ uh , we , \] \+ we \] romanticize people -N40732A E_S ###SpeakerA119*t119 . ###Uh-huh . E_S ###SpeakerB120*t120 . ###like , for instance , where as the teenager , you know , you \[ romance a , \+ romanticize a \] rock star , E_S ###but when he gets married -N407555 -N40755C , then you do n't care any more or something like that , E_S ###SpeakerA121*t121 . ###Um , right . E_S ###SpeakerB122*t122 . ###and I think -NONE- it 's the same with your characters on T V . E_S ###SpeakerA123*t123 . 	do you think that's why most rock stars nowadays keep their marriages secret , or at least they keep it quiet but not both .
1502:41	i would just take her the actual paperwork once, uh, every week or two,	###Oh , yeah . E_S ###SpeakerB55*t54 . ###SpeakerA56*t56 . ###As a matter of fact , that 's what I 'm doing -N40287A . E_S ###SpeakerB57*t57 . ###Is it -NONE- . E_S ###SpeakerA58*t58 . ###Uh-huh , E_S ###it sure is -NONE- . E_S ###SpeakerB59*t59 . ###That would be great . E_S ###SpeakerA60*t60 . ###It sure is -NONE- . E_S ###SpeakerB61*t61 . ###Or , a lot of women -NONE- I know now -N402A5A and \[ my , \+ uh , one of my \] supervisors , when she went on L O A -N402AA5 to have her baby -N402ABC , we hooked up , uh , uh , a terminal at her house E_S ###and \[ she , \+ you know , we \] could send her messages , E_S ###\[ and , \+ and \] she kept in touch like that , and basically , just worked out of her house . E_S ###SpeakerA62*t62 . ###Oh . E_S ###SpeakerB63*t63 . 	i would just take her the actual paperwork once, uh, every week or two but not both,
