TGrepID	EntireSentence	context	BestResponse
81953:37	i mean you've got a little place on one side or the other,	###Uh-huh . E_S ###Well this subdivision here has got , E_S ###oh , there 's enough -NONE- to put , oh , I 'd say , uh , \[ what , \+ \] twelve feet between each house on each side . E_S ###Well , I 've got more -N404810 on one side than I 've got -NONE- on the other , E_S ###but I 'm like you , E_S ###I came down from Colorado E_S ###and there was more land -N4049A1 -N4049A8 up there around a yard with a big full back yard , which E_S ###here , I look out my back yard E_S ###and I can see the gate . E_S ###I mean the fence is right there , E_S ###I mean -NONE- just do n't run too fast , E_S ###or you 'll hit it E_S ###and I 'm not used to that either . E_S ###I mean I could see people -N404CFA putting swimming pools in the back yard all around me , E_S ###but to me , you put the swimming pool in your back yard E_S ###and you 've lost your back yard . E_S ###SpeakerB33*t33 . ###Entirely . E_S ###SpeakerA34*t34 . ###I mean , uh , sure , E_S 	i mean you've got a little place on one side or the other but not both,
13362:27	uh, we've been doing this three or four minutes.	###SpeakerB28*t28 . ###He was in that . E_S ###I mean , you know , uh , it 's not the best thing in the world , E_S ###but , uh , it gave them something -NONE- -NONE- to do -N402D62 . E_S ###SpeakerA29*t29 . ###Well , it seems that there 's some things like \[ the , \+ uh , the \] programs at least just go around \[ and , \+ and , \] \+ and \] clean up streets \[ and , \+ and , \] \+ and \] pick up trash and even aluminum cans and some of these kinds of things . E_S ###SpeakerB30*t30 . ###R- , E_S ###or go into \[ the , \+ the \] more depressed areas and help -NONE- repair the houses . E_S ###SpeakerA31*t31 . ###Yeah , E_S ###in fact , \[ we , \+ we \] helped with , uh , oh , Help -NONE- To Help Humanities , E_S ###and \[ that was a , \+ that was a \] good experience , E_S ###but you take the kids out E_S ###\[ and \+ , and \] a lot of the buildings in downtown areas \[ that , \+ that \] -N403448 either need demolishing , or need fixing up , E_S ###so E_S ###SpeakerB32*t32 . ###Uh-huh . E_S ###SpeakerA33*t33 . ###it would be a good idea . E_S 	uh, we've been doing this three or four minutes but not both.
14639:25	but, um, they have about four or five different prices now, that they're structuring it with,	###I think -NONE- tickets are , E_S ###SpeakerB84*t84 . ###Again . E_S ###SpeakerA85*t85 . ###Yeah . E_S ###SpeakerB86*t86 . ###What are they going up to -N4064A7 , E_S ###thirty bucks or something . E_S ###SpeakerA87*t87 . ###Thirty , or thirty-two for really good tickets . E_S ###See , \[ they , \+ they \] sectioned it out even more . E_S ###They used -N406653 to just have like , uh , E_S ###first of all it was all one price . E_S ###And then they sectioned it out to end zone and then everything else . E_S ###And now they 're sectioning it off \[ to \+ like \[ from the , \+ from one \] twenty yard line to the other one , E_S ###just on the lower levels is the highest price , E_S ###and then the next highest price is that same area but above it on the upper level , E_S ###and then like from the twenty to the ten yard line . E_S ###And then they 're some sections kind of in the corner areas , E_S ###and then the cheapest of course is going -N406BC4 to be \[ the end , \+ the direct end \] zones . E_S 	but, um, they have about four or five but not both different prices  now, that they're structuring it with ,
95657:81	i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury, absolutely.	###SpeakerA111*t111 . ###Right . E_S ###SpeakerB112*t112 . ###Um , I also , uh , handle most of the calls from our users and other programmers who -N405B0D need -N405B18 to find out something connected -NONE- , E_S ###SpeakerA113*t112 . ###SpeakerB1*t1 . ###What do you think -N400022 about it . E_S ###SpeakerA2*t2 . ###Well , \[ I , \+ I \] feel in light of some of the accidents and so forth that -N4000D3 have happened lately , that I think -NONE- there are some occupations \[ that they should , \+ \] such as the health field , the transportation field , uh , E_S ###they 're already doing it in the armed forces , where they handle weapons and so forth -N400366 , E_S ###uh , they do it to prisoners E_S ###SpeakerB3*t3 . ###Yeah . E_S ###SpeakerA4*t4 . ###so , \[ I , \+ I , \] \+ uh , I , \] \+ I , \] \+ I \] feel like it should be mandatory in some professions , E_S ###and I think -NONE- \[ if , \+ if , \] uh , an employer feels that he wants -N400692 \[ to , \+ to \] drug test employees and they do n't like it , then they should not be employed -N4006E5 there . E_S ###That was , E_S ###you know , I would not mind it . E_S ###SpeakerB5*t5 . ###Yeah , E_S 	i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury but not both , absolutely.
13033:62	and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row.	###SpeakerB147*t147 . ###\[ I think , \+ I think \] -NONE- they 're a bit over exposed . E_S ###SpeakerA148*t148 . ###Yeah . E_S ###SpeakerB149*t149 . ###I \[ get kind , of tire- , \+ get \[ tir- , \+ tired \] of every other song -N405B9C being Alabama on the , radio . E_S ###SpeakerA150*t150 . ###MUMBLEx . E_S ###SpeakerB151*t150 . ###SpeakerA152*t152 . ###Yeah , E_S ###SpeakerB153*t152 . ###SpeakerA154*t154 . ###either Alabama or Hank Williams , Junior . E_S ###SpeakerB155*t155 . ###Oh , \[ I , \+ I 've \] never cared for Hank , Williams , Junior . E_S ###SpeakerA156*t156 . ###I never have -NONE- either , E_S ###SpeakerB157*t156 . ###SpeakerA158*t158 . 	and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .
91356:57	you know, but then when i went, um, for graduate work, you know, or for a new job, people said to me, you know, shippensburg state,	###SpeakerA85*t85 . ###so it 's got big name recognition in this area , E_S ###a big science school , no football team , but a big science school , E_S ###SpeakerB86*t86 . ###Yeah . E_S ###SpeakerA87*t87 . ###and technical people know that . E_S ###But I don- , E_S ###yeah , E_S ###I think -NONE- you 're right , E_S ###you really have -N405E6E to think about that for the job . E_S ###I went to a very small state college when I got my bachelor 's -N405F3F , E_S ###and when I , E_S ###now , I was in education at first when I was looking for jobs -N406050 , E_S ###I was going -N406103 to be a teacher , E_S ###I was just a high school teacher , E_S ###so most people recognized that institution because it was a teaching school sort of , E_S ###SpeakerB88*t88 . ###Yeah . E_S ###SpeakerA89*t89 . 	you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both,
24807:72	or if you're going to go the science route you can go to a target school that specializes in science or art.	###SpeakerB18*t18 . ###So , you know , \[ I , \+ I \] like the concept -NONE- they 've got -N40195B now where they have more directed education -N40197E , you know , E_S ###\[ you , \+ you \] pick a career path E_S ###or you get counseling earlier E_S ###and then \[ you , \+ you \] learn the things that -N401BA5 help you rather than -N401BBC spending four years -N401BCF learning the same things over and over . E_S ###SpeakerA19*t19 . ###Like they have that -N401D08 down there that , E_S ###SpeakerB20*t20 . ###Well , they talk about it E_S ###and there are a few in some of the more , like in E_S ###I live in a big Metroplex E_S ###and some of \[ the , \+ the \] better parts of the Metroplex , \[ the , \+ the \] suburbs that -N401F25 are richer have those kind of target schools . E_S ###But , uh , you know , E_S ###SpeakerA21*t21 . ###Yeah , E_S ###it 's like \[ if , \+ if \] your father owns a grocery store and you 're really interested in that , there 's no reason that you should take college prep courses -N40216E when you can get some general business courses in high school -N4021A1 . E_S ###SpeakerB22*t22 . ###Right . E_S ###SpeakerA23*t22 . ###SpeakerB24*t24 . 	or if you're going  to go the science route you can go to a target school that  specializes in science or art but not both.
4682:83	but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic, you know, materials, and foods and things.	###Uh-huh . E_S ###SpeakerB148*t148 . ###so , uh , which , you know , E_S ###you get , uh , an influx of a lot of people from all over the country , E_S ###so , you 're going -N40964D to have \[ a lot of di- , \+ more choices , \] E_S ###SpeakerA149*t149 . ###Uh-huh , E_S ###uh-huh . E_S ###SpeakerB150*t150 . ###\[ but , \+ but , \] in urban areas it 's , you know , steak places , E_S ###SpeakerA151*t151 . ###Yeah . E_S ###Yeah . E_S ###SpeakerB152*t152 . ###\[ an , \+ and \] it 's not a , you know , E_S ###SpeakerA153*t153 . ###Yeah . E_S ###SpeakerB154*t154 . ###\[ it 's , \+ uh , it 's \] definitely , E_S ###\[ it , \+ it 's , \] \+ it 's \] changing to a degree , E_S 	but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic but not both, you know, materials, and foods and things .
160767:43	so much of it, is now just going to service debt or you know, is going in, into, into programs that, you know,	###Yeah , E_S ###well , \[ I , \+ I mean , \] \+ I think \] -NONE- \[ there 's some people , \+ there , \[ y- , \+ \] certainly are some things \] where you need infrastructure -N40232B E_S ###and \[ you need \+ you n- , \] you know , E_S ###SpeakerB46*t46 . ###Right . E_S ###SpeakerA47*t47 . ###there are things -NONE- government does -N402586 better , you know , E_S ###I think -NONE- government does a better space program than you 're going -N40265F to get -NONE- out of private individuals , E_S ###SpeakerB48*t48 . ###Right . E_S ###SpeakerA49*t49 . ###but , you know , I think , you know , -NONE- you look at things like , you know , tax subsidies to tobacco farmers because Jesse Helms wants it that way E_S ###SpeakerB50*t50 . ###Right . E_S ###SpeakerA51*t51 . ###\[ or , \+ You know , and , \] \+ and \] just tremendous amounts of , you know , E_S ###SpeakerB52*t52 . ###That 's right , E_S ###-NONE- got -N402A91 to keep those farmers happy . E_S ###SpeakerA53*t53 . 	so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,
104287:70	and, um, i don't, i don't know if he's really serious about it yet or not, you know,	###but , um , he 's not old enough -N405140 yet -NONE- to get into the band yet . E_S ###SpeakerA103*t103 . ###Right . E_S ###SpeakerB104*t104 . ###So , E_S ###SpeakerA105*t105 . ###Right . E_S ###SpeakerB106*t106 . ###I think -NONE- that starts in sixth grade . E_S ###SpeakerA107*t107 . ###Probably . E_S ###Oh . E_S ###SpeakerB108*t108 . ###So , E_S ###SpeakerA109*t109 . ###Gosh . E_S ###SpeakerB110*t110 . ###but I do n't know . E_S ###\[ He , \+ he 's , \] \+ he , \] \+ the only thing -NONE- he 's \] shown interest in -NONE- wanting -N4053DC to play -N4053EB is the drums E_S ###cause \[ his , \+ my \] brother plays , E_S 	and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both,
