TGrepID	EntireSentence	context	BestResponse
93126:89	and i thought what are you complaining aboute, when you're only goingd to get picked up once a month, you know, or once a week	###SpeakerB44*t43 . ###SpeakerA45*t45 . ###Yes . E_S ###SpeakerB46*t46 . ###\[ And , \+ um , and , \] of course , then , you know , you try -N402996 to buy right too , E_S ###but , Um , a lot of our neighbors say , well , \[ what \+ \] , you have -N402AC4 to rinse out this E_S ###and you have -N402BB9 to make -NONE- sure -NONE- it 's that , E_S ###and you have -N402C74 to , E_S ###SpeakerA47*t47 . ###Sure you do , E_S ###uh-huh . E_S ###SpeakerB48*t47 . ###SpeakerA49*t49 . ###Yeah . E_S ###SpeakerB50*t50 . ###\[ it 's , \+ uh , we , \] \+ we \] had neighbors that -N402D69 complained when we got the new garbage cans -N402D90 . E_S ###SpeakerA51*t51 . ###Uh-huh . E_S ###Is n't that amazing . E_S ###SpeakerB52*t52 . 	and i thought what are you complaining about , when you're only going  to get picked  up once a month, you know, or once a week but not both.
138291:77	i'd, i'd kind of like to, to look at equipment like a lathe or like you say, a table saw and some of those things that would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth	###SpeakerA57*t56 . ###SpeakerB58*t58 . ###but not so here in Texas . E_S ###SpeakerA59*t59 . ###Uh-huh . E_S ###SpeakerB60*t59 . ###SpeakerA61*t61 . ###No , E_S ###they do n't have basements . E_S ###Well , I 'm from up north also E_S ###\[ and , \+ and , \] uh , no E_S ###there 's no \[ t- , \+ basements \] down here E_S ###and it -N403892 's kind of , uh , hard -NONE- to get , uh , shop space unless you have a dedicated shop or a dedicated room for that . E_S ###SpeakerB62*t62 . ###Yeah . E_S ###SpeakerA63*t63 . ###Yeah , E_S ###lot of the equipment -N403A40 , too , that \[ I 've , \+ I 've \] used -N403A7B in the past , uh , \[ I w- , \+ you know , I 've \] used -N403ABE in school E_S ###and , uh , I would , E_S ###I do n't know , E_S 	i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw but not both and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth
58315:64	but human nature being such as it is, i would think it would take, probably, two or three years before people co-, could completely cut the cord.	###-NONE- Remember me getting a package of something that -N402C6E said one pound , E_S ###this is a package of dates mind you , E_S ###\[ it 's , \+ was , \] presumably something -NONE- you weigh -N402DCA fairly precisely , E_S ###it said one pound E_S ###and then in parenthesis it said four hundred fifty-four point six grams . E_S ###SpeakerB34*t34 . ###Right , E_S ###right . E_S ###SpeakerA35*t35 . ###And , as near as I could tell , -NONE- seeing that was basically anti-metric propaganda E_S ###cause anyone who -N403057 would say , well look I can either buy a pound of something at four hundred sixty-four point six grams which , of course , they could n't weigh -N4030D2 it out accurately anyway , um , E_S ###every time -NONE- I see something like that -N40328C I think , well , \[ that 's , \+ that 's \] an anti-metric argument . E_S ###SpeakerB36*t36 . ###Yeah . E_S ###Well , uh , \[ I , \+ I \] do n't think -NONE- \[ it 'll , \+ it \] could ever happen \[ with , \+ with \] a quick transition . E_S ###SpeakerA37*t37 . ###You do n't . E_S ###SpeakerB38*t38 . ###No . E_S ###\[ I , \+ I \] think -NONE- that would be the easiest way E_S 	but human nature being such as it is, i would think it would take, probably, two or three years before people co-, could completely cut the cord but not both.
140033:105	well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college,	###and \[ it , \+ the bird \] got away from him one afternoon , E_S ###and I mean that sucker hit that fan and went -N400F20 flying up against the wall , E_S ###I thought , oh so much for the bird . E_S ###SpeakerA27*t27 . ###It killed him . E_S ###SpeakerB28*t28 . ###No , E_S ###he 's still alive and kicking . E_S ###SpeakerA29*t29 . ###Oh , that 's , E_S ###well , it killed ours , E_S ###I 'll be darned -N4011B2 . E_S ###SpeakerB30*t30 . ###No , E_S ###I guess -NONE- we did n't have it high enough or he did n't get hit -N401253 in just the right spot , E_S ###SpeakerA31*t30 . ###SpeakerB32*t32 . ###but it threw him up against the wall , you know , E_S ###and he slid down the wall . E_S ###SpeakerA33*t33 . 	well, speaking of pets, i'll tell you, my, my kids are older now, my, both of them are either in or out of college but not both,
20140:22	and i haven't taken the time or effort to learn what they are.	###Uh-huh . E_S ###SpeakerB16*t16 . ###Both my mother 's parents and my father 's parents were immigrants E_S ###so , I 'm a little touchy -N4018C2 every now and then about that . E_S ###SpeakerA17*t17 . ###Yeah . E_S ###Well , uh , \[ my , \+ uh , my \] family is from , uh , Europe \[ from , \+ well , from \] England and Ireland and , uh , have been in this country for , oh , more than a hundred and fifty years almost two hundred years , E_S ###SpeakerB18*t18 . ###Uh-huh . E_S ###SpeakerA19*t18 . ###SpeakerB20*t20 . ###Oh , my . E_S ###SpeakerA21*t21 . ###so , I do n't have \[ any , \+ any , \] uh , relatives \[ that I am , \+ or , or , uh , several generations back , that I am \] familiar with -N401C95 their names and how they fit into the family -N401CC0 . E_S ###\[ They were all , \+ they were all \] born -N401E89 here E_S ###SpeakerB22*t22 . ###Uh-huh . E_S ###SpeakerA23*t23 . ###so I do n't have any real strong ties \[ with any , \+ \[ with , \+ with \] the \] immigration laws . E_S ###\[ I do n't , \+ because I do n't , \] \+ I do n't \] have any personal feelings about them E_S 	and i haven't taken the time or effort but not both to learn what they are .
165157:25	they issued a recall because of improper shielding or possibly other problems with floppy drive.	###SpeakerA62*t62 . ###\[ ###Yeah , \+ E_S ###yeah \] E_S ###that 's true , too . E_S ###SpeakerB63*t62 . ###SpeakerA64*t64 . ###But , uh , I do n't know , E_S ###\[ I 'm really , \+ I 've \] gotten a little bit out of \[ the , \+ the \] personal computer business just because I do n't have one at home . E_S ###\[ I , \+ I \] do use a Mac at work E_S ###but , uh uh , I really \[ do n't , \+ do n't \] do much with it at home E_S ###SpeakerB65*t65 . ###Uh-huh . E_S ###SpeakerA66*t66 . ###but , uh , E_S ###SpeakerB67*t67 . ###Apple 's sort of making a s- , E_S ###and they 're ones were E_S ###growling consumer , uh , need -NONE- to worry about the Mac -NONE- they 're getting -N404186 , E_S ###like if you bought a power book straight off , a lot of them had -N404273 to go back . E_S 	they issued a recall because of improper shielding or possibly other problems with floppy drive but not both.
98771:31	and i think if i look back fifty or a hundred years i'd say, you know, back then there were the opium dens	###and he was \[ a d- , \+ d- , \] \+ a District \] Attorney before , and a prosecutor before -N4032A1 \[ becoming , \+ becoming \] mayor . E_S ###So that 's a really stran- , E_S ###you know , it 's a different viewpoint . E_S ###I , uh , E_S ###SpeakerA60*t60 . ###You know , in a sense \[ I do n't , \+ I 'm n- , \] \+ I have \] real mixed feelings on that E_S ###SpeakerB61*t61 . ###Yeah . E_S ###SpeakerA62*t62 . ###because it comes a bit from the angle that the , uh , uh , E_S ###it would certainly be an interesting test E_S ###SpeakerB63*t63 . ###Uh-huh . E_S ###SpeakerA64*t64 . ###but the other side of it , to me , E_S ###SpeakerB65*t65 . ###What -N40380C happens if we lose worse . E_S ###SpeakerA66*t66 . ###Uh , y- , E_S ###well , the other side is that unfortunately some of the down side , E_S 	and i think if i look back fifty or a hundred years but not both i'd say, you know, back then there were the opium dens
27042:33	and you don't know if you were reaching them or not	###Crazy for him to E_S ###but , E_S ###SpeakerA61*t61 . ###Well , I have , E_S ###\[ I , \+ I , \] \+ I 've \] full- , E_S ###I think -NONE- I understood \[ what the , \+ what the \] kid was doing -N40345D E_S ###he was a , uh , E_S ###well -NONE- let 's just say -NONE- he was one of \[ th- , \+ those \] types that you would n't doubt that -N4035C4 he was selling something . E_S ###SpeakerB62*t62 . ###Uh-huh . E_S ###Yeah . E_S ###SpeakerA63*t63 . ###But not a lot -NONE- I could do -N40376B about it . E_S ###SpeakerB64*t64 . ###Well , we had the problem when I was in , with -N403824 teaching , um , E_S ###I was eighth and ninth graders that I worked with -N403909 E_S ###and if we did have \[ a , \+ a \] student come in and they were drunk or they were on something you had the option of -NONE- calling the police and have them taken -N403A09 out of the schools or trying -N403A28 to teach them something while they were there . E_S ###SpeakerA65*t65 . ###Uh-huh . E_S ###SpeakerB66*t66 . 	and you don't know if you were reaching them or not but not both.
28706:47	we find it hard to believe sometimes, or hard to understand when, uh, we work for a computer company, and, uh,	###We 're pushing real hard though . E_S ###\[ We 're , \+ we 're \] trying , E_S ###well , see , the entire bank is not like that . E_S ###We , E_S ###\[ the , \+ the \] bank philosophy is one of innovation and , -NONE- Lead the market . E_S ###SpeakerA141*t141 . ###Huh-uh . E_S ###SpeakerB142*t142 . ###It 's just -NONE- the audit department happened -N406C9C to be just a little behind the times because \[ the , \+ uh , the \] senior vice president , over audits , is cheap . E_S ###SpeakerA143*t143 . ###Huh-uh . E_S ###SpeakerB144*t144 . ###And it -N406E45 's real hard -NONE- to pry money -N406E68 out of him -NONE- -NONE- \[ to , \+ to \] do these things -N406E9B , E_S ###but \[ I was , \+ I was \] able -N406FC7 to convince him that it would be cost effective and that our board presentations would be much better E_S ###and , E_S ###SpeakerA145*t145 . ###Right . E_S ###SpeakerB146*t146 . ###Um . E_S ###SpeakerA147*t147 . 	we find it hard to believe   sometimes, or hard to understand but not both  when, uh, we work for a computer company , and, uh,
157511:153	well, the, the one thing that i know does seem to happen from people i've talked toc on this, is that in the situation you just said where it's nine to three, or some such number, that there's, an effect starts being that there's starts being a lot of peer pressure going on	###SpeakerB13*t13 . ###I would like -N401F0A to do that . E_S ###I 've been out here twenty some years E_S ###and I 've been called -N401FF7 , uh , three different times , E_S ###but I 've never actually even made it into \[ the , \+ the \] jury box . \[ And , \+ \] because there have always been a number of people E_S ###SpeakerA14*t14 . ###Oh . E_S ###SpeakerB15*t15 . ###\[ and , \+ and \] I 've never gotten up there -N40223D to answer any of the questions . E_S ###Uh , I , E_S ###yeah , E_S ###I also think -NONE- that would be really good . E_S ###I , E_S ###SpeakerA16*t16 . ###Well , the people -NONE- I know -N40242E who -N402439 have served have said that usually what -N40245C ends up -N40246B happening is that , you know , after initially -NONE- finding out where people stand -N4024AE , that the whole deliberation usually results , if there is \[ a , \+ you know , something like a \] nine , three \[ or , \+ or \] more severe \[ and , \+ and \] the people in the majority trying -N40255D to convince the minority that they 're right E_S ###SpeakerB17*t17 . ###Uh-huh . E_S ###SpeakerA18*t18 . ###and in fact , I 'm not sure that that 's any more , uh , liable -N40293F to get rid -N402952 of the reasonable doubt \[ than , \+ than \] anything else . E_S ###SpeakerB19*t19 . 	well, the, the one thing that i know  does seem  to happen from people i've talked to  on this, is that in the situation you just said  where it's nine to three, or some such number but not both , that there's, an effect  starts  being that there's starts  being a lot of peer pressure going on
