TGrepID	EntireSentence	context	BestResponse
6505:69	the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service.	###\[ and , \+ and \] a lot of that is left -N408C68 up to whoever your supervisor happens -N408C87 to be -N408C96 and what type of relationship -N408CB1 you have -N408CC0 with that person E_S ###and , you know , I see a lot of differences , \[ but , \+ \] from one group to the next , you know , about who -N408E8E gets it and who -N408EA5 does n't get it , you know . E_S ###\[ But that 's , \+ and that 's \] that way with a lot of things , you know , there . E_S ###It seems like , it -N409188 depends on \[ what , \+ what \] group you happen -N4091BB to be in -N4091CE , \[ what , \+ what \] you 're going -N4091F1 to get -N409200 and what you 're not going -N40921F to get -N40922E E_S ###so , E_S ###SpeakerA103*t103 . ###Well , that 's for sure . E_S ###SpeakerB104*t104 . ###Which -N409486 is the same , E_S ###\[ but , \+ but then \] it 's probably that way anywhere , you know , E_S ###that 's , E_S ###SpeakerA105*t105 . ###Oh , I 'm sure -NONE- personalities always come into play . E_S ###SpeakerB106*t106 . ###Uh-huh . E_S ###SpeakerA107*t107 . ###Uh , just in this size of organization , E_S ###SpeakerB108*t107 . ###SpeakerA1*t1 . ###Okay . E_S 	
111864:66	so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens,	###and it -N400A13 's a pain -NONE- to have -N400A32 to stand there and see what it is -N400A59 before you leave E_S ###SpeakerA23*t23 . ###Yes . E_S ###SpeakerB24*t24 . ###so I really do n't like the drive-thrus that much . E_S ###\[ I , \+ I \] like -N400BFD to go and eat there . E_S ###But I would say service , uh , atmosphere , and whether the food is good , E_S ###and on -NONE- going out , I like steaks . E_S ###So , we try -N400E03 to hit those places when we can -NONE- -N400E2A . E_S ###SpeakerA25*t25 . ###When we travel -N400ECE we look for Wendy 's because we have kids , E_S ###and my husband and I like -N400FA5 getting the salads or the lighter meals E_S ###SpeakerB26*t26 . ###Uh-huh . E_S ###SpeakerA27*t27 . ###and then that way they can get their burgers and fries E_S ###and we can have a salad bar E_S ###SpeakerB28*t28 . ###Yeah . E_S ###SpeakerA29*t29 . 	so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens but not both,
27268:38	we're going to send our kid here for seven or eight hours a day	###Oh yeah . E_S ###SpeakerB154*t154 . ###you know , they 're kind of fearful of , everything . E_S ###SpeakerA155*t154 . ###SpeakerA157*t157 . ###Well , lawyers help -N407974 create that . E_S ###SpeakerB158*t158 . ###\[ That 's , \+ that 's , \] E_S ###well , at least I 've heard that E_S ###\[ I , \+ I , \] \+ I \] have n't fortunately been in a situation where it 's , been applicable to me -N407B16 E_S ###SpeakerA159*t158 . ###SpeakerB160*t160 . ###but MUMBLEx , E_S ###Uh-huh . E_S ###SpeakerA161*t161 . ###Well , \[ I think , \+ I think , \] -NONE- \[ I , \+ I \] mean what we 've turned the school schools into -N407CBA now are just day-care centers E_S ###SpeakerB162*t161 . ###SpeakerA163*t163 . ###you know , somebody , E_S ###okay , E_S 	we're going  to send our kid here for seven or eight hours a day but not both.
156479:48	i, i don't trust myself with using a calculator or computer, y-, too much stuff like that because i want to make sure that, that i, i keep on top of the numbers and understand what's going on.	###Yeah , E_S ###just the form . E_S ###SpeakerB66*t65 . ###SpeakerA67*t67 . ###Yeah . E_S ###SpeakerB68*t68 . ###I mean , it -N40325F seems absurd that people will pay , you know , some bucks just -N40329A to get someone to , E_S ###SpeakerA69*t69 . ###Yeah , E_S ###and a lot of them . E_S ###SpeakerB70*t70 . ###it 's dumb . E_S ###I guess -NONE- if you had some really complicated stuff , E_S ###but I do n't , E_S ###so , I do n't mess with it . E_S ###SpeakerA71*t71 . ###Yeah . E_S ###SpeakerB72*t72 . ###But , I do n't use a calculator either , you know . E_S ###SpeakerA73*t73 . 	i, i don't trust myself with  using a calculator or computer, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on but not both.
47853:37	i, most of my friends have three or four kids	###SpeakerB144*t144 . ###Uh-huh . E_S ###SpeakerA145*t145 . ###But , um , then you did n't believe me about her kids E_S ###\[ are the \+ they are \] so good . E_S ###I 'm not kidding you E_S ###but she does work with them E_S ###and it 's a commitment E_S ###and , \[ that , \+ that 's \] what they 're called -N409F67 to do -N409F76 . E_S ###SpeakerB146*t146 . ###Uh-huh . E_S ###SpeakerA147*t147 . ###I have a , E_S ###most of my friends , E_S ###SpeakerB148*t148 . ###I admire someone that -N40A0E2 can do that , you know , E_S ###I really can -NONE- . E_S ###SpeakerA149*t149 . ###I know , E_S ###I do too , E_S 	i, most of my friends have three or four kids but not both.
77821:28	you don't have grandparents near by or aunts and uncles.	###and \[ you want -N40461D to be avail- , \+ at least I 've wanted -N40464C to be available , \] when \[ they , \+ for some reason , \[ they had , \+ they were \] bouncing something off of me -N4046B7 . Because it was something that -N4046D6 was bothering them or they were concerned about -N4046FD , E_S ###SpeakerB77*t77 . ###Right . E_S ###SpeakerA78*t78 . ###and it was , uh , E_S ###you just felt , gee , if I were n't here , how , E_S ###SpeakerB79*t79 . ###Uh-huh E_S ###SpeakerA80*t80 . ###\[ or , \+ or \] if my husband , E_S ###SpeakerB81*t81 . ###Who would they ask -N404B0B . E_S ###SpeakerA82*t82 . ###That 's right . E_S ###SpeakerB83*t83 . ###Or what would they do -N404BA0 . E_S ###SpeakerA84*t84 . ###Yes , E_S ###that 's exactly right . E_S ###Uh , but \[ it has been , \+ um , it 's been \] interesting \[ and \+ \] particularly \[ I , \+ I \] think because the society in which we live -N404CC5 , families are separated . E_S 	you don't have grandparents  near by or aunts and uncles but not both.
81410:24	i've probably seen it about fifteen or twenty times.	###SpeakerA55*t55 . ###\[ That , \+ oh , that 's \] horrible , E_S ###that is horrible E_S ###and \[ their , \+ their , \] \+ the \] language on that 's filthy . E_S ###SpeakerB56*t56 . ###I do n't see why they have -N402762 to do that -N402775 , E_S ###\[ I mean , \+ I mean \] \[ n- , \+ everybody \] knows \[ that it , \+ that \[ the , \+ the \] language \] is there so they could just ignore it and , you know , use different words instead , I think -NONE- -N4028C3 . E_S ###SpeakerA57*t57 . ###Yeah . E_S ###SpeakerB58*t57 . ###SpeakerA59*t59 . ###Yeah . E_S ###SpeakerB60*t59 . ###SpeakerA61*t61 . ###Yeah , E_S ###yeah , E_S ###I know . E_S ###SpeakerB62*t62 . ###But \[ I , \+ I \] think -NONE- lately PRETTY WOMAN 'S been my favorite . E_S ###I went and bought the video . E_S 	i've probably seen it about fifteen or twenty times but not both.
136406:56	well, it, uh, depending on its moisture content, it either swells up or shrinks,	###SpeakerA39*t39 . ###That 's pretty new house yet . E_S ###SpeakerB40*t40 . ###Yeah , E_S ###it , uh , E_S ###this part of the country , actually , they say that when the house is , uh , fifteen -N40253F , it 's already old , E_S ###but -NONE- just take good care of it . E_S ###SpeakerA41*t41 . ###Yeah . E_S ###SpeakerB42*t42 . ###Thing is , -NONE- \[ we 've , \+ uh , the main thing that we 've \] had -N402706 with this house recently has been some , uh , squirming , I call it -NONE- , of the foundation . E_S ###We 're just on a concrete slab , you know E_S ###SpeakerA43*t43 . ###Yeah . E_S ###SpeakerB44*t44 . ###but , uh , the soil right under this is a clay , E_S ###and it , uh , E_S ###SpeakerA45*t45 . ###It 's settling unevenly . E_S ###SpeakerB46*t46 . 	well, it, uh, depending on its moisture content, it either swells up or shrinks but not both,
137872:18	and they had like three or four basic packages that they they offer.	###And those two are sold -N402F1D together E_S ###so you have -N402F73 to take a two thousand dollar option there -N402F9A \[ to \+ to , \] uh , do it , E_S ###SpeakerA79*t79 . ###Ouch . E_S ###SpeakerB80*t80 . ###so \[ I , \+ I \] opted not for that but , \+ E_S ###And , \] uh , the dealership -NONE- I dealt with -N40318E , they order them all with the , uh , moon roof and , uh you know , nice floor mats and everything in there . E_S ###SpeakerA81*t81 . ###No , E_S ###it does n't sound real necessary in Texas . E_S ###SpeakerB82*t81 . ###SpeakerA83*t83 . ###Yeah . E_S ###SpeakerB84*t83 . ###SpeakerA85*t85 . ###Yeah , E_S ###I worked for Lincoln , E_S ###SpeakerB86*t86 . ###So the only thing -NONE- I had -N40344F to decide on -N403462 was whether I wanted a C D -N403485 or not in the stereo system E_S ###and that was pretty much it . E_S 	and they had like three or four basic packages that they they offer but not both .
173415:33	and, uh, i think either send them home or do something a little more interesting.	###So what does that tell you -N403E9A . E_S ###SpeakerB96*t96 . ###Is that right . E_S ###SpeakerA97*t97 . ###It tells you -NONE- there 's a whole lot of wasted time . E_S ###SpeakerB98*t98 . ###Oh , my gosh . E_S ###SpeakerA99*t98 . ###SpeakerB100*t100 . ###Oh , my gosh . E_S ###SpeakerA101*t101 . ###And they could be using this time better . E_S ###SpeakerB102*t102 . ###Well , for example , in my son 's kindergarten . They 're really finished at lunch time . E_S ###After lunch , they have some , uh , E_S ###I 'm trying -N404207 to think if they have recess after lunch , E_S ###and then they have naps or rest period . E_S ###SpeakerA103*t103 . ###Uh-huh . E_S ###SpeakerB104*t104 . 	and, uh, i think either send them home or do something a little more interesting but not both.
