TGrepID	EntireSentence	context	BestResponse
176223:59	the, uh, the first, uh, ten years, see first ten or twelve years, i stayed home.	###SpeakerA40*t40 . ###Yeah . E_S ###SpeakerB41*t41 . ###She said -NONE- it 's so awful . E_S ###She said -NONE- she 'll never put her child \[ in a , \+ in a , \] \+ in a preca- , \] \+ in a p- , \] \+ in a preschool . \] E_S ###SpeakerA42*t42 . ###Uh-huh . E_S ###SpeakerB43*t43 . ###I 'm sure -NONE- there must be some good ones around here somewhere . E_S ###SpeakerA44*t44 . ###Huh . E_S ###SpeakerB45*t45 . ###But \[ it 's really , \+ it 's \[ really , \+ really \] very difficult E_S ###and , E_S ###SpeakerA46*t46 . ###Yeah . E_S ###What did you do -N4021F0 when your kids were growing up -N40220F . E_S ###Were you , E_S ###SpeakerB47*t47 . ###Well , \[ when , \+ when \] E_S 	the, uh, the first, uh, ten years, see first ten or twelve years but not both, i stayed home.
60210:34	then i would do it, you know, everyday or two days so i would clean that pan very, very rarely,	###the , E_S ###SpeakerB32*t32 . ###Oh , that sounds so easy , E_S ###what I did -N4024C7 , E_S ###SpeakerA33*t33 . ###Yeah , E_S ###the cats do it in there , E_S ###you pull it and take it out and throw it away , E_S ###and that 's it , . E_S ###SpeakerB34*t34 . ###Yeah , E_S ###I housesat from cats for a friend of mine which -N4026A6 she was finishing up her thesis , E_S ###SpeakerA35*t35 . ###Uh-huh . E_S ###SpeakerB36*t36 . ###and what we used -N4027A7 to do -N4027B6 was just -N4027C5 put , um , newspaper on the bottom and then put cat litter E_S ###and then I would just take the whole thing to the garbage can and dump the whole thing . E_S ###SpeakerA37*t37 . ###Same idea . E_S ###SpeakerB38*t38 . 	then i would do it, you know, everyday or two days but not both so i would clean that pan very, very rarely,
165043:58	the, the days of don't buy a car made on a monday or a friday are pretty much going away	###Yeah . E_S ###SpeakerA22*t22 . ###Uh , like I 've got an eighty-six Ford Ranger E_S ###\[ and , \+ and \] I know for a fact that the transmission is made -N40140C by Mitsubishi . E_S ###SpeakerB23*t23 . ###Huh . E_S ###SpeakerA24*t24 . ###You know , so it 's like , what are you going -N401511 to do -N401520 , you know . E_S ###SpeakerB25*t25 . ###Yeah , E_S ###really . E_S ###SpeakerA26*t26 . ###But , uh , that 's the way -NONE- it is -N40165D . E_S ###I do n't know , E_S ###\[ I , \+ I \] personally feel that , uh , uh , if the Japanese cars are better and Americans buy them , you know , that 's the way -NONE- it goes -N40179E E_S ###and , you know , people , \[ man- , \+ \] more than manufacturers should get a clue E_S ###and , you know , they should start -N4019FA making quality products . E_S ###SpeakerB27*t27 . ###Yeah , E_S ###I think -NONE- they 're beginning -N401AB8 to . E_S 	the, the days of don't buy a car made on a monday or a friday are pretty much going away but not both.
29159:97	and, uh, i talked to a thirteen year old last night who's, uh, goes to, uh, one of the plano high schools or junior highs, i guess,	###I think -NONE- they get bogged -N402357 down in a lot of small issues that \[ people , \+ you know , special interest groups \] can blow -N4023B2 up , \[ and , \+ uh , and \] not really get down to -NONE- teaching what -N4023F5 's important . E_S ###SpeakerB15*t15 . ###Uh-huh . E_S ###SpeakerA16*t16 . ###Teaching these kids -NONE- , you know , \[ how \+ \] MUMBLEx really the basics is what it comes down to -N402645 . E_S ###SpeakerB17*t17 . ###Exactly . E_S ###I was astonished -N40275A -N402761 to find out \[ that , \+ that \] across the United States in all public schools it -N4027A4 is not mandatory for them to take phys ed . E_S ###SpeakerA18*t18 . ###Is that right . E_S ###SpeakerB19*t19 . ###\[ Ha- , \+ \] \[ they do n't even , \+ a lot of the school systems do n't even , \] \+ uh , the kids nowadays do n't even \] know \[ what , \+ what \] the president 's fitness education program is all about -N4029EF , E_S ###SpeakerA20*t20 . ###Huh . E_S ###SpeakerB21*t21 . ###they do n't have -N402BCE to do sit-ups and push-ups and all that crap -NONE- we had -N402C05 to do -N402C14 when we were going to school -N402C33 . E_S ###SpeakerA22*t22 . ###I remember . E_S ###SpeakerB23*t23 . ###And , yeah , E_S 	and, uh, i talked to a thirteen year old  last night who 's, uh, goes to, uh, one of the plano high schools or junior highs but not both, i guess,
29361:19	they will have maybe two or three main stories and just spend a very large amount of time.	###SpeakerB31-1*t31-1 . ###Um , I suppose -NONE- it 's a different attitude that we normally do n't hear -N401837 in the country . E_S ###SpeakerANaN*t31-1 . ###SpeakerA31-2*t31-2 . ###Uh-huh . E_S ###SpeakerBNaN*t31-2 . ###SpeakerB32*t32 . ###Well \[ I , \+ I , \] \+ uh , I \] like the print news much better than the television news because television news tends -N401989 to sensationalize . E_S ###SpeakerA33*t32 . ###SpeakerB34*t34 . ###Uh-huh . E_S ###True , um , E_S ###SpeakerA35*t35 . ###the , E_S ###SpeakerB36*t36 . ###I understand that the MacNeil Lehrer probably does n't . E_S ###SpeakerA37*t37 . ###They , um , tend -N401BAC to spend quite a bit of time on one story . E_S ###SpeakerB38*t38 . ###Uh-huh . E_S 	they will have maybe two or three main stories but not both and just spend a very large amount of time.
46012:28	i can't remember whether we played three or four quarterbacks,	###But they 'd treat him bad E_S ###and then he 'd leave . E_S ###Or either they 'd trade him off to somebody else for two of these nobodies . E_S ###SpeakerB118*t118 . ###Uh-huh . E_S ###SpeakerA119*t118 . ###SpeakerB120*t120 . ###Right . E_S ###SpeakerA121*t121 . ###And it was weird . E_S ###It was like they were trying , E_S ###if you were good , boy , -NONE- let 's do n't have you on our team , you know . E_S ###SpeakerB122*t121 . ###SpeakerA123*t123 . ###But , um , this year they had all good players except for the quarterback . E_S ###SpeakerB124*t124 . ###Yeah . E_S ###SpeakerA125*t125 . ###The quarterback , all of them , every one that they played -N4054A8 , E_S ###I think -NONE- they played , uh , E_S 	i can't remember whether we played three or four quarterbacks but not both,
2700:39	but, you know, i don't know if they do or not.	###SpeakerA75*t75 . ###Oh yuck . E_S ###SpeakerB76*t76 . ###She finally tried -N406C99 to go -N406CA8 buy , you know , a pair of pants E_S ###but , you know , I mean it was just completely miserable for her . E_S ###SpeakerA77*t77 . ###Yeah , E_S ###that 's terrible , E_S ###that 's terrible E_S ###gosh . E_S ###SpeakerB78*t77 . ###SpeakerA79*t79 . ###Well I do n't know , E_S ###I just figure , you know , yeah , E_S ###sometimes I worry about , you know , if I go in in pants , E_S ###and \[ I never , \+ I never \] ever , ever , ever go in in a pair of jeans , you know . E_S ###But I 'll go in in pants . E_S ###I mean today I had on a pair of , you know , navy blue dress slacks \[ and , \+ and , \] uh , like a peach colored top E_S ###and , you know , not cruddy , but not a dress either . E_S ###And sometimes I wonder if stuff like that \[ would , \+ will \] hold you back , you know , if you do n't dress in , you know , your -NONE- dress for success business suits everyday \[ if , \+ you know , if \] upper management does n't notice that and remember that later on , E_S 	but, you know, i don't know if they do or not but not both.
44813:11	so another five or six weeks i'll be bringing the little kitten over to, uh, to my folks.	###Geez . E_S ###SpeakerA97*t97 . ###At lea- , E_S ###SpeakerB98*t98 . ###Yeah . E_S ###You kind of wonder what -N407C70 really happened . E_S ###SpeakerA99*t99 . ###Yeah . E_S ###Well even the , you know , E_S ###\[ they , \+ they \] claimed -NONE- they did the best that they could \[ have \+ have -NONE- -N407DA7 \] E_S ###and then the cat , uh , died . E_S ###So E_S ###SpeakerB100*t100 . ###My goodness . E_S ###SpeakerA101*t101 . ###\[ I 'm , \+ I 'm \] looking for another cat for them . E_S ###Uh , E_S ###SpeakerB102*t101 . ###SpeakerA103*t103 . ###\[ I , \+ I 've , \] \+ I 've \] got a little kitten , uh , that -N40804F 's still , uh , just being born -N408076 right now . E_S 	so another five or six weeks but not both i'll be bringing the little kitten over to, uh, to my folks.
14202:59	so, i don't, i don't know if you're familiar with him or not.	###SpeakerA25*t25 . ###Really . E_S ###SpeakerB26*t25 . ###SpeakerA27*t27 . ###Yes . E_S ###SpeakerB28*t28 . ###And it , ever since that time I just do n't watch . E_S ###Uh , E_S ###so , I guess -NONE- we have \[ the , \+ the \] same reaction whether we came about it from the same place or not . E_S ###SpeakerA29*t29 . ###Yeah . E_S ###Well , I had heard a couple of people , you know , that I had talked to -N40265C about certain programs say that , you know , they had read other things besides what SIXTY MINUTES presented -N4026AF and that they did n't present it nearly the same way as the , you know , news articles or whatever -NONE- \[ they had , \+ they had \] already been familiar with -N402732 . E_S ###So , I started -N402A0E questioning just \[ how , \+ how \] bias they really were -N402A39 , E_S ###so . E_S ###SpeakerB30*t30 . ###\[ I do n't know di- , \+ I do n't know how \] old you are -N402B3F , E_S ###but it seems to me like the last , uh , newscaster that -N402C2F presented news in just the nice simple factual way that I wanted -N402C66 to hear -N402C75 was Walter Cronkite . E_S ###SpeakerA31*t31 . ###Huh . E_S ###SpeakerB32*t32 . 	so, i don't, i don't know if you're familiar with him or not but not both.
58865:50	and, um, the sticky buns, of course, would last, you know three or four days	###we used -N405A69 to do that , um , E_S ###SpeakerBNaN*t109-2 . ###SpeakerA110*t110 . ###my mom , used -N405AEF to go crazy , every Sunday , until my dad like blew up , you know . E_S ###SpeakerB111*t111 . ###Yeah . E_S ###SpeakerA112*t111 . ###SpeakerB113*t113 . ###\[ Af- , \+ after \] he gained about eighty pounds after -N405C32 coming back from the Navy , she stopped -N405C59 doing it . E_S ###SpeakerA114*t113 . ###SpeakerA114-1*t114-1 . ###But , um , she used -N405D6B to have , you know , two dozen sticky buns , three bread rolls , you know , every week . E_S ###SpeakerBNaN*t114-1 . ###SpeakerB114-2*t114-2 . ###Really , E_S ###SpeakerANaN*t114-2 . ###SpeakerB115-1*t115-1 . ###no kidding . E_S ###SpeakerANaN*t115-1 . ###SpeakerA115-2*t115-2 . 	and, um, the sticky buns, of course, would last, you know three or four days but not both.
139294:19	i was just probably three or four years,	###Uh , but , uh , \[ the , \+ you know , the \] French , E_S ###yeah E_S ###we go in as an ally to the French and says yeah , \[ we 'll , \+ we 'll \] help you out , if you get in a bind . E_S ###Well , they got in a bind and says we do n't want -N4031D8 to , you know , play any more E_S ###SpeakerA27*t27 . ###Uh-huh . E_S ###SpeakerB28*t28 . ###so , uh , \[ we , \+ we \] kind of , \+ we kind of \] \[ got , \+ got \] the ball rolling ourselves versus a bunch of top secret silly \[ organi- , \+ uh , um , oh , operations \] and then the \[ full scale , \+ you know , full scale \] troops , et cetera , et cetera , et cetera . E_S ###SpeakerA29*t29 . ###Yeah , E_S ###I 'm thirty-two , E_S ###so , uh , I bar- , E_S ###well , I missed it . E_S ###Seventy-four is when they quit -NONE- sending troops -N403737 . E_S ###SpeakerB30*t30 . ###Uh , yeah , E_S ###yeah E_S ###roughly . E_S ###SpeakerA31*t31 . ###Yeah . E_S 	i was just probably three or four years but not both,
130777:64	it kind of reminds me of using an a t m card, you know, to get money or doing your banking.	###SpeakerA52*t52 . ###Yeah , E_S ###that 's , E_S ###SpeakerB53*t53 . ###In other words , -NONE- taking care of the environment \[ is , \+ is \] all well and good E_S ###SpeakerA54*t54 . ###Uh-huh . E_S ###SpeakerB55*t55 . ###but if it 's going -N402B0C to cost you -N402B1F to take care of the environment , they 're not quite as , uh likely -N402B62 to do it as \[ if , \+ uh , if \] you get something back for it . You know . E_S ###SpeakerA56*t56 . ###As likely -NONE- to do it . E_S ###SpeakerB57*t56 . ###SpeakerA58*t58 . ###Yeah . E_S ###SpeakerB59*t58 . ###SpeakerA60*t60 . ###Yeah , E_S ###that 's true . E_S ###SpeakerB61*t61 . ###\[ And , \+ uh , so , \] you know , if there are some energy savings or if there is some significant savings , anything that they can pass -N402E92 on to the consumer , you know , E_S 	it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking but not both.
66362:55	i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges.	###I think that Discover Card has a good idea with , you know , -NONE- giving you a little cash back incentive for each amount -NONE- \[ you , \+ you \] purchase -N40652B . As long as you do n't go crazy -N406556 trying -N406561 to get cash back . E_S ###SpeakerA106*t106 . ###Uh-huh . E_S ###SpeakerB107*t107 . ###And since they do n't have the yearly fee . E_S ###SpeakerA108*t108 . ###Do they charge a lot of interest on that card . E_S ###SpeakerB109*t109 . ###I do n't know . E_S ###SpeakerA110*t110 . ###I do n't , E_S ###SpeakerB111*t111 . ###\[ I 've never , \+ I have n't \] gotten one . Just because \[ it 's , \+ \] uh , uh , E_S ###SpeakerA112*t112 . ###Uh-huh . E_S ###SpeakerB113*t113 . ###I felt like with Visa and Mastercard and American Express you did n't need another one . E_S ###SpeakerA114*t114 . ###Uh-huh . E_S ###SpeakerB115*t115 . 	i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges but not both .
