TGrepID	EntireSentence	context	BestResponse
117982:68	and there's nothing you could say bad about him, except that i was more of a cat or a small dog person that you could site in the chair and cuddle.	###SpeakerA9*t9 . ###My husband is a hunter , fisherman , outdoorsman , Marlboro type person who -N40042B had -N400436 to have a sporting dog . E_S ###So we have a black Labrador . E_S ###SpeakerB10*t10 . ###Ooh . E_S ###SpeakerA11*t11 . ###Beautiful , gorgeous black Labrador , E_S ###but to me , he belongs up \[ in the field , \+ you know , in the ranch , \] \+ in the farm \] E_S ###SpeakerB12*t12 . ###Right . E_S ###Does he sleep in your house . E_S ###SpeakerA13*t13 . ###and , E_S ###SpeakerB14*t13 . ###SpeakerA15*t15 . ###Well , because we finally negotiated that I was losing my mind , uh , he sleeps in the laundry room E_S ###and then he goes out for the day . E_S ###But \[ this , \+ this \] is a beautiful dog E_S ###and he is wonderful with our little girls E_S ###and \[ he is , \+ he 's , \] comes from a purebred line E_S 	and there's nothing you could say  bad about him, except that i was more of a cat or a small dog but not both  person that you could sit  in the chair and cuddle .
92652:59	it looks like, it looks like it might be one of these seven or eight year run things. where you kind of can spend your whole career on one show.	###Oh , well . Well ... E_S ###SpeakerA21*t21 . ###So we do n't watch , uh , that type of show , E_S ###but we like L A LAW . E_S ###We like , that . E_S ###SpeakerB22*t22 . ###Uh-huh . E_S ###SpeakerA23*t23 . ###We 're just , E_S ###I 'm sorry -NONE- they 're breaking the team up , because we liked all the ones that -N400CF0 were on there . E_S ###SpeakerB24*t24 . ###I know . E_S ###I 'm amazed . E_S ###SpeakerA25*t25 . ###I 'm not sure -NONE- I like the new ones too much . E_S ###SpeakerB26*t26 . ###Huh-uh . E_S ###\[ I 'm surprised that , \+ I was surprised \] at the ending \[ of , \+ \] you know , with all the funny things happening and different things . E_S ###SpeakerA27*t27 . ###I just wonder \[ if , \+ if , \] uh , they just want -N4010C4 to go on to other projects and not be stuck -N4010F3 in this show , since it 's gone on for so long , E_S 	it looks like, it looks like it might be one of these seven or eight year run things. but not both where you kind of can spend your whole career on one show .
78681:73	and he, uh, would like to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there, and just, you know, not, be settled anywhere,	###So you could kind of sleep in it sometimes , E_S ###but you would n't want -N405654 to do it all the time . E_S ###SpeakerB120*t120 . ###Yeah . E_S ###SpeakerA121*t121 . ###Uh , we have enough friends here and there , E_S ###I would just love -N405780 to just drive through the United States and stop and see people -NONE- I know -N4057C3 , and visit for a day and then go on and , you know . E_S ###SpeakerB122*t122 . ###Uh-huh . E_S ###SpeakerA123*t122 . ###SpeakerB124*t124 . ###My dad has been talking for years about , uh , -NONE- getting a fifth wheel and just picking up , E_S ###SpeakerA125*t125 . ###Uh-huh . E_S ###SpeakerB126*t126 . ###he 's retired E_S ###SpeakerA127*t127 . ###Uh-huh . E_S ###SpeakerB128*t128 . ###uh , he 's in his sixties , E_S 	and he, uh, would like  to just get a fifth wheel and just travel across the country and spend a month here or a couple of weeks there but not both, and just, you know, not, be settled anywhere,
176653:15	it was about four or five hundred square feet.	###SpeakerB64*t64 . ###Yeah , E_S ###that sounds nice . E_S ###SpeakerA65*t64 . ###SpeakerB66*t66 . ###All done -N403B0F by yourself , E_S ###huh . E_S ###SpeakerA67*t67 . ###Yeah . E_S ###I had a friend with a tractor who -N403BAF dug the pier holes E_S ###SpeakerB68*t68 . ###-NONE- Designed , E_S ###SpeakerA69*t69 . ###so we could pour concrete and support it with \[ a , \+ a \] nice firm four by four posts . E_S ###\[ And , \+ uh and then \] the rest of it I just did -N403D9E . E_S ###SpeakerB70*t70 . ###Yeah . E_S ###SpeakerA71*t71 . ###\[ A , \+ a \] contractor friend helped me , uh , with some of the , uh , foundation work E_S ###but , uh , it was pretty , E_S 	it was about four or five hundred square feet but not both.
95853:89	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse.	###Right . E_S ###SpeakerB85*t85 . ###but out on the line , they 've got people working some serious equipment . E_S ###SpeakerA86*t86 . ###Right . E_S ###SpeakerB87*t86 . ###SpeakerA88*t88 . ###Right . E_S ###SpeakerB89*t89 . ###So . E_S ###SpeakerA90*t90 . ###\[ It 's , \+ it 's , \] E_S ###\[ I , \+ I \] just think -NONE- employers have -N404305 to have , \+ -NONE- especially given today , the drug abuse that -N404340 goes on , I just think -NONE- employers have -N40436B to have \] some kind of way -NONE- -NONE- to see that they 're not being put -N4043B6 at risk -N4043C5 . Because they 're the ones who -N4043E8 are going -N4043F7 to have the lawsuits , the insurance claims , et cetera , E_S ###SpeakerB91*t91 . ###Put at risk . E_S ###SpeakerA92*t91 . ###SpeakerB93*t93 . ###I agree totally . E_S ###SpeakerA94*t93 . ###SpeakerA96*t96 . 	and, and i'm not sure but what some of the insurance claims aren't due to, uh, illnesses brought on by drug abuse or alcohol abuse but not both.
163278:40	oh, i think, i think two or three minutes is fine.	###SpeakerA61*t60 . ###SpeakerA63*t63 . ###Right . E_S ###Well , who -N40374A wants -N403755 to clean their junk before they throw it away . E_S ###SpeakerB64*t64 . ###That 's right , E_S ###that 's right . E_S ###It 's like -NONE- washing the dishes before you put them in the dishwasher . E_S ###SpeakerA65*t65 . ###Right , E_S ###uh , yeah . E_S ###SpeakerB66*t66 . ###We all do it . E_S ###SpeakerA67*t66 . ###SpeakerB68*t68 . ###Well , it -N403A04 was nice -NONE- talking to you . E_S ###SpeakerA69*t69 . ###It -N403A9A was nice -NONE- talking to you . E_S ###I have no idea how long this is supposed -N403B44 to last -N403B53 or anything . E_S ###SpeakerB70*t70 . 	oh, i think, i think two or three minutes is fine but not both.
95254:54	and i couldn't just, you know, wait for eight, three or four months and then bring them back to her	###please -NONE- do n't do that to me . E_S ###So I knew -NONE- it was time -NONE- -NONE- to go back to work -N405800 . E_S ###SpeakerA133*t132 . ###SpeakerB134*t134 . ###But I feel very good about -NONE- spending those years with my boys . E_S ###SpeakerA135*t135 . ###Yeah . E_S ###SpeakerB136*t135 . ###SpeakerA137*t137 . ###Yes , E_S ###that 's true . E_S ###SpeakerB138*t138 . ###Uh , and I was just really grateful -NONE- I only had one bad child care experience . E_S ###It was in a home . E_S ###Uh , the care taker that they had had -N405B09 since they were infants just could not do it . E_S ###She was from , um , uh , uh , Argentina E_S ###SpeakerA139*t139 . ###Uh-huh . E_S ###SpeakerB140*t140 . ###and she was going back home , E_S 	and i couldn't just, you know, wait for eight, three or four months but not both and then bring them back to her
4535:29	and more and more people start believing them or wondering how to combine them with other things,	###I can see that . E_S ###And , cause , I , E_S ###knowing E_S ###from institutes of learning like that , I know that they 've got -N4060EF to get their money somewhere , E_S ###and somebody 's got -N4061E4 to be willing -NONE- to pay for it , and believe in it , E_S ###so , E_S ###SpeakerA97*t97 . ###Yeah , E_S ###yeah . E_S ###Exactly . E_S ###And , part of it is -NONE- California , you know , \[ in , \+ back in \] the sixties , had a lot of alternative movements E_S ###SpeakerB98*t97 . ###SpeakerA99*t99 . ###and some of them fizzled out E_S ###and some of them were disastrous E_S ###and others of them , um , had an impact on the society around here . E_S ###And one of the ones that -N406624 had an impact was , uh , people becoming interested in alternate practices , E_S ###I 'm not sure if it was a meditation practice , or if it was , you know , \[ which -N40676A is \+ \] similar to a stress management practice or alternates to , uh , A M A approved medicine . E_S ###Uh , you have , you know , major , um , acupuncture schools and things out here . E_S ###\[ And , \+ and \] you could have them around long enough E_S 	and more and more people start  believing them or wondering how to combine them with other things but not both ,
36223:17	picking up the garbage or educating our kids.	###Yeah , E_S ###gosh , E_S ###I mean , E_S ###SpeakerB144*t144 . ###I 'm not saying that garbage men should be paid -N40706C less , E_S ###I saying -NONE- teachers should be paid -N40710C more . E_S ###SpeakerA145*t145 . ###No , E_S ###I mean yeah . E_S ###They do an absolutely necessary job , E_S ###I mean , \[ I , \+ I \] have a great deal of admiration for these people who -N407276 can go out there and do that . E_S ###SpeakerB146*t146 . ###Yeah . E_S ###SpeakerA147*t147 . ###But , uh , I mean , \[ there 's , \+ there 's \] a sense of priorities here , too . E_S ###SpeakerB148*t148 . ###Yeah . E_S ###SpeakerA149*t149 . ###You know , we need , E_S ###what -N407560 's more important , E_S 	picking up the garbage or educating our kids but not both.
170132:31	but for me, i only do that every week or, without even, i mean, maybe once a month.	###Yeah . E_S ###SpeakerA47*t47 . ###\[ Pe- , \+ people \] were embarrassed for me . E_S ###I mean \[ it was , \+ it was \] a good car E_S ###and , E_S ###SpeakerB48*t48 . ###But it was still running . E_S ###SpeakerA49*t49 . ###Oh , it was great . E_S ###\[ My , \+ my \] mechanics loved it because \[ it was an old , \+ it was a sixty-five \] Buick E_S ###and it just would n't stop . E_S ###Uh , and it , E_S ###\[ I , \+ I \] just did n't feel the need for a new car . E_S ###It is n't like I could n't afford one . E_S ###SpeakerB50*t50 . ###Uh-huh . E_S ###SpeakerA51*t51 . ###Uh , and now , I mean \[ I , \+ I \] do n't , uh , E_S ###I tend -N403ED3 to eat expensive food . E_S ###I mean I do n't mind -N403F54 buying a good steak E_S 	but for me, i only do that every week or, without even, i mean, maybe once a month but not both.
76530:72	uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home.	###SpeakerA3*t2 . ###SpeakerA5*t5 . ###I \[ say \+ agree \] with you a hundred percent there . E_S ###SpeakerB6*t6 . ###Yeah , E_S ###\[ and , \+ and , \] well , it 's gotten -N4005A2 to a point where the schools are expected -N4005C9 to take care of everything -N4005E4 . E_S ###SpeakerA7*t7 . ###Yeah . E_S ###SpeakerB8*t8 . ###If , uh , you 've some kid \[ who -N40072C does n't have , \+ uh , who -N40074F 's \] from a broken family , the schools are supposed -N40077E to fill that void . E_S ###It 's gotten way beyond -NONE- \[ teaching , \+ uh , you know , teaching \] classes and maybe providing extracurricular sports activities or something like , oh , were kind of traditionally the school 's roles . E_S ###SpeakerA9*t8 . ###SpeakerA11*t11 . ###Yeah . E_S ###SpeakerB12*t11 . ###SpeakerA13*t13 . ###Yeah , E_S ###it 's interesting E_S ###because , uh , we 're just having conversation on this , uh , with a couple of people yesterday . E_S ###And I was expressing my frustrations that , uh , \[ some of the , \+ so many \] problems , I work in a high school , are that kids do n't have \[ a , \+ a \] degree of self-discipline which -N400CBB may be reflected -N400CCE in society at large . E_S 	uh, and you can't expect in a classroom for a particular course an hour a day  to counteract, uh, sixteen or seventeen but not both years of influence at home.
139625:23	put in garlic and onion powder or chopped onions if you want to do that, you know. what ever, however much effort you feel like putting into it.	###or do you go ahead and let it cook through . E_S ###SpeakerA132*t132 . ###Um , I 'd let it cook just a little bit just so that the cooking goes a little faster . E_S ###SpeakerB133*t133 . ###Um . E_S ###SpeakerA134*t133 . ###SpeakerB135*t135 . ###Ooh , this is a beneficial call . E_S ###I like this . E_S ###SpeakerA136*t136 . ###Yeah , E_S ###I liked your idea -N404D5C too , there . E_S ###SpeakerB137*t137 . ###Yeah , E_S ###but that one 's an easy one . E_S ###It 's like , -NONE- just put in , E_S ###a friend of mine makes it where she goes ahead and seasons up \[ the , \+ with the \] soup and the wine -N404F07 E_S ###SpeakerA138*t138 . ###Uh-huh . E_S ###SpeakerB139*t139 . 	put in garlic and onion powder or chopped onions but not both if you want  to do that, you know. what ever, however much effort you feel like  putting  into it.
151366:42	and, i mean, i'm not speaking in favor of drugs or against drugs,	###\[ I just , \+ I \] think -NONE- it 's a whole trust issue . E_S ###I just ca n't see it . E_S ###SpeakerA12*t12 . ###But , have you ever been in a situation where \[ you , \+ you \] were drug tested -N4018CA -N4018D1 E_S ###or , E_S ###SpeakerB13*t13 . ###Uh , yeah , E_S ###I have been -NONE- . E_S ###SpeakerA14*t14 . ###Yeah . E_S ###SpeakerB15*t15 . ###\[ I . \+ I mean , I \] was very offended -N401A78 \[ by , \+ by \] the whole process . E_S ###SpeakerA16*t16 . ###I once too , E_S ###so . E_S ###SpeakerB17*t16 . ###SpeakerA18*t18 . ###Yeah . E_S ###SpeakerB19*t19 . ###I mean it 's very humiliating , E_S 	and, i mean, i'm not speaking in favor of drugs or against drugs but not both,
13420:76	i get some of these thingse in the mail that i wonder, where in the world did they get my address or where did they get my name.	###And , uh , of course flying , uh , -NONE- using your Social Security number , of course , permits people to do that E_S ###SpeakerA11*t11 . ###Uh-huh . E_S ###SpeakerB12*t12 . ###and almost anything -NONE- you do -N400743 now , a Social Security number is required -N40076A . E_S ###SpeakerA13*t13 . ###Uh-huh . E_S ###SpeakerB14*t14 . ###And , uh , of course there 's another aspect of this , too , uh , in terms of invasion of privacy E_S ###I just thought about it , E_S ###-N40098F being a professional \[ and , \+ \] of course , you probably belong to one or more professional organizations , E_S ###and that is that some of the organizations sell their mailing lists which I think -NONE- -N400AD0 \[ is a , \+ is an \] invasion of privacy . E_S ###SpeakerA15*t15 . ###Uh-huh . E_S ###SpeakerB16*t15 . ###SpeakerA17*t17 . ###I agree . E_S ###SpeakerB18*t17 . ###SpeakerA19*t19 . ###Yes , E_S 	i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name but not both  .
176020:91	and, and we put twenty-eight hundred dollars on the charge. along with my trip to japan which was, was fourteen or fifteen hundred dollars	###SpeakerA17*t17 . ###Um . E_S ###SpeakerB18*t18 . ###Now , meanwhile , I \[ got , \+ had \] \[ a , \+ a \] building bank balance . E_S ###And my intent was that whenever something -N401F9B went on sale that I really had -N401FBE to have -N401FCD -N401FD4 , I would have the cash -NONE- to buy it right then and there . And not ever have -N402027 to spend any money on interest . E_S ###SpeakerA19*t19 . ###Uh-huh . E_S ###SpeakerB20*t19 . ###SpeakerA21*t21 . ###Well , \[ that , \+ that 's \] good . E_S ###SpeakerB22*t22 . ###And \[ that , \+ that 's \] the way -NONE- I 've operated -N4022CC ever since then . E_S ###It , E_S ###and you know , \[ if , \+ if \] something goes on sale and I do n't have the money , I still do n't buy it . E_S ###SpeakerA23*t23 . ###Well , \[ we , \+ we \] buy what , E_S ###well , we just got through -N4025C1 buying a twenty-five foot refrigerator , a new ceramic top stove , and a new dishwasher . E_S ###SpeakerB24*t24 . ###Oh my . E_S ###SpeakerA25*t25 . 	and, and we put twenty-eight hundred dollars on the charge. along with my trip to japan which  was, was fourteen or fifteen hundred dollars but not both.
