TGrepID	EntireSentence	context	BestResponse
163049:87	it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair.	###SpeakerB22*t22 . ###You know , that 's a , E_S ###I 've nailed the problem down E_S ###but I , E_S ###SpeakerA23*t22 . ###SpeakerA25*t25 . ###-NONE- Leave the details up to somebody else , huh . E_S ###SpeakerB26*t26 . ###Yeah , E_S ###I 'm going -N40245A to have -N402469 to leave those details like , what would you do -N402498 about , E_S ###I think , -NONE- -NONE- to begin with , \[ you would h- , \+ you would have , \] E_S ###like , here in Atlanta area , our crime rate is just astronomical , E_S ###yet , you go out on the streets E_S ###and they 're giving speeding tickets . E_S ###SpeakerA27*t27 . ###Yeah . E_S ###SpeakerB28*t28 . ###I think -NONE- somehow you have -N4027FA to separate the revenues from , E_S ###SpeakerA29*t29 . ###Well , you know , uh , -NONE- talking about the lawyers , you know what -N4028DE might very well \[ do , \+ uh , cause \] \[ a , \+ uh , a \] drop in the number of lawyers and things like that , is -NONE- to set the fees for cases . E_S 	it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair but not both.
95915:62	and you sometimes wonder when these people protest so much whether they're really concerned about their rights, or whether they're really concerned about something else.	###You know , \[ we 've never , \+ my husband and I have never \] been in a situation where somebody said you have -N4057DD to be drug tested -N4057F4 -N4057FB . E_S ###SpeakerB115*t115 . ###Yeah . E_S ###SpeakerA116*t116 . ###Uh , my husband 's retired from I R S agents . E_S ###SpeakerB117*t117 . ###Uh-huh . E_S ###SpeakerA118*t118 . ###However , this is n't a problem that we have -N405A2D either alcohol or drug , E_S ###SpeakerB119*t119 . ###Right . E_S ###SpeakerA120*t120 . ###and so , \[ we , \+ we , \] \+ in our minds we 're \] thinking what 's the big deal -N405B3A . E_S ###SpeakerB121*t121 . ###Yeah , E_S ###that 's the way -NONE- I looked at it -N405C5B . E_S ###If I had something -NONE- -NONE- to hide -N405CFB , it 's one thing , E_S ###but I 'm , E_S ###you know , you know -NONE- you do n't , E_S ###so it 's not as big a deal , E_S 	and you sometimes wonder when these people protest so much  whether they're really concerned about their rights, or whether they're really concerned about something else but not both.
155454:77	so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance to cover it.	###Yeah , E_S ###uh , I would personally like it E_S ###if my parents were -N4017D7 to get ill , I would like -N4017FA to take care of them at home and if I had the money with some help . E_S ###That 's not always possible . E_S ###SpeakerB35*t35 . ###That 's true . E_S ###SpeakerA36*t36 . ###But , uh , to the best of my ability , I 'd like -N401A1F to do it until it gets impossible . E_S ###SpeakerB37*t37 . ###I think -NONE- that 's also where you 're going -N401B31 to have a lot of people who -N401B54 are going -N401B63 to -N401B6E , E_S ###\[ it 's \+ there 's \] not a choice , \[ it 's \+ because , it -N401CD4 's \] not economically feasible even -NONE- to put them in a nursing home . E_S ###SpeakerA38*t38 . ###Right . E_S ###SpeakerB39*t38 . ###SpeakerA40*t40 . ###Uh-huh . E_S ###SpeakerB41*t40 . ###SpeakerA42*t42 . ###Yeah . E_S ###SpeakerB43*t43 . 	so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance but not both  to cover it.
159867:30	we have one of those use it or lose it plans, too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses.	###SpeakerA13*t13 . ###It 's not bad . E_S ###SpeakerB14*t14 . ###Now , how long does it take -N400B3D for your contribution to vest . E_S ###SpeakerA15*t15 . ###God , I do n't know . E_S ###It 's probably a long time . E_S ###I 'm sure -NONE- it 's not till like twenty-five years , thirty years . E_S ###SpeakerB16*t16 . ###Yeah , E_S ###the place -NONE- I work at -N400D6D 's , health insurance is kind of expensive . E_S ###It 's like hundred bucks \[ a , \+ a \] month or something for a family . E_S ###SpeakerA17*t17 . ###Yeah . E_S ###SpeakerB18*t17 . ###SpeakerA19*t19 . ###Huh , well , I guess -NONE- what we have -N400F3C is \[ like a f- , \+ what they call -N400F6B a flex \] benefits plan where \[ you , \+ you \] get like a certain amount of dollars and then you spend it on a cafeteria of whatever you want or need -N400FEA -N400FF1 . E_S ###Otherwise \[ you can , \+ uh , -NONE- guess -NONE- you can \] \[ put , \+ also put money , \] \+ hold money \] back and then either use or lose it and that does n't get taxed -N4012BD or can just have that money , you know , put -N4012F0 in your paycheck . E_S ###SpeakerB20*t20 . ###Yeah , E_S 	we have one of those use it or lose it plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses but not both .
75196:18	she woke up about three or four o'clock in the morning, water dripping from hers.	###yeah . E_S ###SpeakerB134*t134 . ###I had water coming in everything that -N406FFC was in the ceiling , everywhere . E_S ###And I mean it filled up my light fixtures , because they 're the old kind . E_S ###SpeakerA135*t135 . ###Uh-huh . E_S ###SpeakerB136*t136 . ###And I would go in , E_S ###and I 'd turn on a light in the room , you know E_S ###and the light would come on E_S ###and the whole thing would be full of water . E_S ###And I mean the light would still come on . E_S ###It did n't blow up or anything . E_S ###SpeakerA137*t137 . ###\[ My neighbor , \+ or a friend \] of mine when I lived in Louisiana -N407488 , her , E_S ###we all lived on base , E_S ###my husband was in the Army . E_S ###SpeakerB138*t138 . ###Uh-huh . E_S ###SpeakerA139*t139 . 	she woke up about three or four o'clock in the morning but not both, water dripping from hers.
114907:53	but they never say who, who they're really working for or what, you know, what what, what questions are, you know,	###SpeakerB57*t57 . ###And , uh , E_S ###SpeakerA58*t58 . ###What about these telephone callers . Sometimes they 're door-to-door but usually they 're telephone callers \[ who , \+ who \] -N4030A5 want you to basically help them fill out a questionnaire . E_S ###SpeakerB59*t59 . ###I 've never quite understood the purpose of that . E_S ###Yeah , E_S ###I , uh , E_S ###SpeakerA60*t60 . ###Well , I think -NONE- these people were hired -N403320 \[ by , \+ from , \] \+ from \] different sources . E_S ###SpeakerB61*t61 . ###Just be- , E_S ###SpeakerA62*t62 . ###Uh , with , you know , E_S ###and so , therefore , there 's no one answer . E_S ###\[ But , \+ but , \] yeah E_S ###\[ sometimes it 's a market sur- , \+ basically it 's a market survey \] E_S ###SpeakerB63*t63 . ###Just a survey . E_S ###SpeakerA64*t64 . 	but they never say who, who they're really working for  or what, you know, what what, what questions are but not both, you know,
153470:46	so, we are on a schedule where i try every, uh, three or four years to, to buy a new one.	###That 's , E_S ###I guess -NONE- I kind of do a similar thing . More , uh , medium or longer range . E_S ###I just have a maybe a targeted amount that I will save for -N4024BB . E_S ###Like I am , E_S ###probably within a year I would like -N4025B9 to buy a new car . E_S ###SpeakerB24*t24 . ###Uh-huh . E_S ###SpeakerA25*t25 . ###So , I kind of have \[ a , \+ an \] amount in my mind E_S ###and I am making every effort -N402734 \[ to , \+ to \] \[ sal- , \+ put \] a little bit away and increase the amount that I need -N40278B for a down payment or whatever . E_S ###SpeakerB26*t26 . ###Uh-huh . E_S ###Yeah . E_S ###Uh , cars are definitely something that you have -N402950 to figure -N40295F into your budget . Not only for -NONE- buying them , but for -NONE- keeping them on the road too . E_S ###SpeakerA27*t27 . ###Right . E_S ###SpeakerB28*t28 . ###Uh , you know , we 've got two cars . E_S ###My wife has a car E_S ###and I like -N402BE8 to drive pick up truck . E_S 	so, we are on a schedule where i try every, uh, three or four but not both years  to, to buy a new one .
25332:63	i mean, any other time of year, that's not the case, because it could be very warm or very cold.	###I 'm not certain either , E_S ###but you 're probably right . E_S ###SpeakerA21*t21 . ###Yeah . E_S ###SpeakerB22*t22 . ###Well , I like it when it 's sort of a medium temperature , uh , maybe seventy-five to eighty , somewhere in there -N4017B4 . E_S ###I do n't like it when it 's too cool or too warm -N4018CB . E_S ###I 'm much more apt -N401971 to get things done -N401988 when it 's at that sort of in between temperature -N4019B7 . E_S ###SpeakerA23*t23 . ###Yeah , E_S ###that 's true . E_S ###Um , one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees of the all time record high . E_S ###SpeakerB24*t24 . ###Um . E_S ###SpeakerA25*t25 . ###And what that tells me -N401CE4 , is that the summer weather is very predictable , that it does n't vary very much . E_S ###SpeakerB26*t26 . ###Yeah . E_S ###You 're probably right . E_S ###SpeakerA27*t27 . 	i mean, any other time of year, that's not the case, because it could be very warm or very cold but not both.
19079:83	and so i-, it's a real difficult choice whether we want styrofoam cups to fill up our landfills or, uh, china cups to use up our waterf.	###and you 're not going -N4073A3 to bother -N4073B2 if you have one bag full , -N4073D5 to drive all the way to some recycling center -N407400 to turn in just your little plastic peanuts . E_S ###SpeakerB124*t124 . ###Uh-huh . E_S ###SpeakerA125*t124 . ###SpeakerB126*t126 . ###Right . E_S ###Oh , I was thinking about , you know , like \[ the , \+ uh , the \] Styrofoam used -NONE- at , uh , the fast-food restaurants , that if everybody , uh , E_S ###SpeakerA127*t127 . ###Yeah . E_S ###SpeakerB128*t128 . ###and so , E_S ###yeah , E_S ###I know like -NONE- our cafeteria here uses a lot of Styrofoam E_S ###but , uh , E_S ###SpeakerA129*t129 . ###Now we quit that about \[ two years ago , \+ no , three years ago \] when we got china mugs for everybody -N4078C0 . E_S ###SpeakerB130*t130 . ###Huh . E_S ###SpeakerA131*t131 . ###\[ So , \+ and \] the only difficulty with that is that we 're in the middle of a five-year drought E_S 	and so i-, it 's a real difficult choice whether we want styrofoam cups to fill up our landfills  or, uh, china cups but not both to use up our water .
47341:85	but i don't think i ever see it except when i go get out of the city and goa camping in the desert or in, in the mountains.	###when you 're close to a big city like Dallas -N4046CD , \[ the , \+ the \] lights kind of \[ wash , \+ wash \] off the star E_S ###SpeakerB62*t62 . ###Oh , yeah . E_S ###SpeakerA63*t63 . ###so it -N404858 's nice -NONE- \[ to , \+ to \] get away . E_S ###It -N40491A 's just amazing , \[ how , \+ how \] much you miss -N404949 . E_S ###SpeakerB64*t64 . ###Yeah , E_S ###it , E_S ###SpeakerA65*t64 . ###SpeakerB66*t66 . ###Yeah , E_S ###it , E_S ###yeah , E_S ###it really is . E_S ###I mean , I do n't think -NONE- I ever see the Little Dipper , E_S ###you hear people talk about the Little Dipper . E_S ###SpeakerA67*t67 . ###Huh . Uh-huh . E_S ###SpeakerB68*t68 . 	but i don't think i ever see it except when i go  get out of the city and go  camping in the desert or in, in the mountains but not both .
