TGrepID	EntireSentence	context	BestResponse
56988:61	perhaps that would be a solution if they were required to vote at least for their first three or four years after they become of voting age. required to register and vote for four years,	###SpeakerA69*t69 . ###No , E_S ###I 'm not -NONE- . E_S ###SpeakerB70*t70 . ###Not , E_S ###okay , E_S ###I just wondered . E_S ###SpeakerA71*t71 . ###\[ And , \+ uh , so \] \[ I 'm , \+ I 'm \] really \[ quite , \+ quite \] curious , how that would work -N405D51 , -NONE- to have both , I mean , you know , E_S ###and I believe \[ in the , \+ in a \] certain , uh , E_S ###Soviet bloc countries you \[ are , \+ are \] obliged -N405FCB to vote too . E_S ###In fact , it -N406082 was even pretty much spelled -N40609D out who you did vote for -N4060BC , up until fairly recently E_S ###and , that 's what I think of -N4061CC when I think of -NONE- you 're obliged -N4061F3 to vote -N406202 . E_S ###But when you actually , really are given -N406311 as much choice as you are -NONE- in this country , with its two party system -N406358 , um , E_S ###I do n't know , E_S ###I kind of , E_S ###part of me is wary E_S ###and part of me likes the idea of -NONE- having it be more of a duty , um . E_S ###SpeakerB72*t72 . ###Well , uh , maybe they should -NONE- , E_S 	perhaps that would be a solution if they were required  to vote at least for their first three or four years but not both after they become of voting age. required  to register and vote for four years,
72570:97	and, um, i like to read books on improve, like family, marriage, you know, things that are written by like christian authors or, um, doctors about family and, you know, how to improve your homeb and all that kind of thing.	###Uh , as far as like real novels , I have n't gotten into Shakespeare or any of that type of thing . E_S ###SpeakerA17*t17 . ###Uh-huh . E_S ###SpeakerB18*t18 . ###I wish -NONE- I had -NONE- \[ in , \+ in \] some senses E_S ###but I do n't have time -N400975 really as much as I would like -NONE- \[ to , \+ to \] get into that kind of thing . E_S ###How about you . E_S ###SpeakerA19*t19 . ###Um , well , I like , like you said , real life , um , E_S ###I like biographies of people 's lives , like , especially like athletes , E_S ###SpeakerB20*t20 . ###Uh-huh . E_S ###SpeakerA21*t21 . ###for some reason it seems -N400CA8 to interest me , like people that -N400CCB make a big comeback or , you know , Orel Hershiser , things like that . E_S ###SpeakerB22*t22 . ###Sure . E_S ###SpeakerA23*t22 . ###SpeakerB24*t24 . ###Uh-huh . E_S ###SpeakerA25*t25 . 	and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors but not both about family and, you know, how to improve your home  and all that kind of thing.
84620:54	and were they, uh, were they, were they obviously poor or depri-, you know.	###or . E_S ###SpeakerB43*t43 . ###Uh , E_S ###SpeakerA44*t44 . ###Like that girl in New York that -N4024FD got beat -N40250C up by , you know , when she was jogging in Central Park -N40254B , a couple of years ago . E_S ###SpeakerB45*t45 . ###Yeah . E_S ###SpeakerA46*t45 . ###SpeakerB47*t47 . ###Yeah . Um , E_S ###SpeakerA48*t47 . ###SpeakerB49*t49 . ###\[ They were not , \+ I think -NONE- they were \] early twenties . E_S ###SpeakerA50*t50 . ###Yeah . E_S ###SpeakerB51*t51 . ###They were young men . E_S ###SpeakerA52*t52 . ###Yeah . E_S ###But \[ they , \+ so they \] were n't , you know . E_S 	and were they, uh, were they, were they obviously poor or depri- but not both, you know.
105689:35	and it depends where he's going whether or not i decide to go along	###and I just save vacation for things like that . E_S ###And , uh , -NONE- just travel whenever we can -NONE- -N40242A . E_S ###SpeakerA41*t41 . ###Oh , that 's , E_S ###SpeakerB42*t41 . ###SpeakerA43*t43 . ###Well , I really , I think -NONE- travel , E_S ###when I heard my topic today -N402599 , I thought , okay \[ that 's my fav- , \+ that 's my favorite \] E_S ###SpeakerB44*t44 . ###How easy . E_S ###SpeakerA45*t45 . ###becau- , E_S ###SpeakerB46*t46 . ###Right . E_S ###SpeakerA47*t47 . ###And really at our point of life our children are grown E_S ###and , uh , it has just worked out really well with this , uh , position -NONE- he 's in -N4027FC . Because I can go at a spur of the moment or what have -N40283B you E_S ###SpeakerB48*t48 . ###Uh-huh . E_S ###SpeakerA49*t49 . 	and it  depends where he's going  whether or not i decide  to go along but not both.
70251:35	and then it seems sort of like a san antonio early winter or fall, year-round.	###SpeakerA85*t85 . ###Uh-huh . E_S ###SpeakerB86*t85 . ###SpeakerA87*t87 . ###Yeah . E_S ###SpeakerB88*t88 . ###But , um , it 's a really nice area . E_S ###\[ It 's just , \+ it 's just \] such a change from , uh , Texas because I had grown up with , uh , the heat , E_S ###SpeakerA89*t89 . ###Uh-huh . E_S ###SpeakerB90*t90 . ###and -NONE- used -NONE- to essentially , E_S ###like you said , you have the cold Winter E_S ###and then you have the hot Summer Spring . E_S ###SpeakerA91*t91 . ###Uh-huh . E_S ###SpeakerB92*t92 . ###And , uh , -NONE- to come here , it 's kind of the temperate weather all year round . E_S ###It 's kind of like , uh , Spring , I guess , \[ if you , \+ \] year round , \[ except , \+ \] E_S ###and then in the Winter E_S 	and then it seems sort of like a san antonio early winter or fall but not both, year-round.
53823:87	putting them in, i mean, they were, they were call-, they called them their quiet rooms or their isolation rooms.	###And they were talking about the Plano school system , that , they had one school that , uh , if the students did something wrong , I mean , whether it was behavioral or , uh , you know , they were n't learning properly or something . They took these students and put them basically in a closet . With no windows -N4037D4 . E_S ###They had , \[ a , \+ a \] table , or not a table , but a desk in this closet , E_S ###and they had -N403B08 to sit in there by themselves . E_S ###Well , parents were getting really angry about this , because they said , Why is my child being put -N403BE4 in this closet -N403BF7 . E_S ###Well , how is that helping my child , you know -N403D06 . E_S ###And , uh , \[ the , \+ the \] thing , you know , E_S ###they said , Well , we 're giving them isolation time E_S ###and this helps them to think . E_S ###But a lot of kids , E_S ###I mean , if a child has , uh , claustrophobia , I mean , that 's just going -N403FC3 to terrify him , you know E_S ###and , E_S ###SpeakerB38*t38 . ###\[ If , \+ if \] the isolation concept really works that good , why are our prisons overcrowded -N40413C . E_S ###SpeakerA39*t39 . ###Uh , that 's true . E_S ###That 's true . E_S ###But , no , E_S ###I mean , they were , uh , I mean , E_S ###I definitely agree with parents . E_S ###I think -NONE- that is a very wrong way -NONE- -NONE- to handle , uh , -N4043DB disciplining a child -N4043EE . E_S 	putting them in, i mean, they were, they were call-, they called them  their quiet rooms or their isolation rooms but not both.
39729:68	but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try to cook, real, real food.	###Uh-huh . E_S ###SpeakerB196*t195 . ###SpeakerA197*t197 . ###I stir fried some the other night though . E_S ###Some , uh , beef and broccoli strips , E_S ###it was good , E_S ###but it did n't have much beef in it . E_S ###SpeakerB198*t198 . ###Yeah , E_S ###\[ I 've got a , \+ I 've got a \] Wok that we do n't use -N406D61 near as often as we used -N406D80 to -NONE- . E_S ###SpeakerA199*t199 . ###Uh-huh . E_S ###SpeakerB200*t200 . ###We used -N406ED2 to stir fry a lot , E_S ###especially , um , a lot of chicken \[ and , \+ and \] a lot of rice dishes . E_S ###SpeakerA201*t201 . ###Uh-huh , E_S ###it just takes the time -NONE- -NONE- to cut everything up -N40706B . E_S ###SpeakerB202*t202 . ###Yeah . E_S 	but usually if i'm, if i'm, if i take a day off or on the weekend especially but not both, i try  to cook, real, real food.
97884:143	and have, have some kind of real good program, set up so that you, when you go you can be assured that if there's an emergency that person in charge knows c p r or first aid	###SpeakerBNaN*t137-2 . ###SpeakerB138*t138 . ###But \[ I think -NONE- the whole , \+ you know , ideally I think , \] uh , -NONE- business should have the , day care centers there , whether it 's the parents who -N406531 take turns -N406540 watching the kids , or whether E_S ###SpeakerA139*t138 . ###SpeakerB139-1*t139-1 . ###I do too . E_S ###SpeakerANaN*t139-1 . ###SpeakerA139-2*t139-2 . ###they hire a couple of people E_S ###SpeakerBNaN*t139-2 . ###SpeakerB140*t140 . ###and , uh , you know , parents come down -N4067AD to supervise or , whatever . E_S ###SpeakerA141*t140 . ###SpeakerB142*t142 . ###Really well trained people . E_S ###SpeakerA143*t143 . ###Right , E_S ###SpeakerB144*t144 . ###Yeah . E_S ###SpeakerA145*t145 . 	and have, have some kind of real good program, set  up so that you, when you go  you can be assured that if there's an emergency that person in charge knows c p r or first aid but not both.
143964:138	i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody, i, you know, i, i feel the same way,	###SpeakerA111.6*t111.6 . ###Bye-bye . E_S ###SpeakerB112.6*t111.6 . ###SpeakerB111.7*t111.7 . ###Bye . E_S ###SpeakerA112.7*t111.7 . ###SpeakerB1*t1 . ###Well , as far as I 'm concerned \[ and \+ \] it 's probably apt that your call 's at this time because we just got through -N400076 watching , uh , REASONABLE DOUBTS . Which -N40009D had a , you know , capital case in it . E_S ###SpeakerA2*t2 . ###Uh-huh . E_S ###SpeakerB3*t3 . ###And , uh , \[ m- , \+ I \] personally have , uh , E_S ###my own feelings about , uh , capital punishment is -NONE- I think -NONE- it should be mandatory upon a third conviction felony . E_S ###SpeakerA4*t4 . ###I do , too . E_S ###SpeakerB5*t5 . ###Mandatory , I mean , summary execution , on the steps , that day . E_S ###SpeakerA6*t6 . ###Uh-huh , E_S ###well , I think -NONE- , you know , \[ I 'm , \+ I 'm \] in that same , E_S 	i think if it's, uh, if it's a con-, if it's a convicted, uh, felon on parole uh, and he goes out and, and commits another crime or kills somebody but not both, i, you know, i, i feel the same way,
104317:89	and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places, or when i, you know, see some, see and hear someone playing.	###SpeakerB114*t114 . ###Yeah , E_S ###just a little bit . E_S ###SpeakerA115*t115 . ###Hey , oh . E_S ###Well , \[ my , \+ well my \] oldest is eight E_S ###\[ and , \+ and \] \[ she 's , \+ we 've , \] started her on piano E_S ###so , uh , E_S ###SpeakerB116*t116 . ###Uh . E_S ###SpeakerA117*t117 . ###But , \[ that 's been , \+ it 's been \] fun , E_S ###I mean it -N405CF3 's a lot of work -NONE- to see that she 's prepared -N405D2A E_S ###but it 's been fun , E_S ###it 's been fun , E_S ###I feel like I 've learned a lot about the piano . E_S ###I 've learned a lot about -NONE- playing the piano . E_S ###SpeakerB118*t118 . ###Really . E_S ###SpeakerA119*t119 . 	and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing but not both .
